iy,ix,dx,dy,comb_score,p_jitter,null_median,null_q95,null_q99,q_bh
10,12,0.78125,0.65625,2.0423949874345944,4.999750012499375e-05,0.9282122953636012,1.1722534928632522,1.2939070378012119,4.999750012499375e-05
10,13,0.84375,0.65625,2.0459259515574852,4.999750012499375e-05,0.9292900889312325,1.1713375971642774,1.2949409923415818,4.999750012499375e-05
10,14,0.90625,0.65625,2.0426191262222715,4.999750012499375e-05,0.9274525408857452,1.1703581486496064,1.2914100987778239,4.999750012499375e-05
10,15,0.96875,0.65625,2.0413783857571963,4.999750012499375e-05,0.9271063473149708,1.1705967492643126,1.2940920160218399,4.999750012499375e-05
11,0,0.03125,0.71875,2.04187294428521,4.999750012499375e-05,0.9238131079223896,1.17050806967517,1.2909336768546884,4.999750012499375e-05
11,1,0.09375,0.71875,2.0459422137496164,4.999750012499375e-05,0.9328220458260919,1.1791173083808981,1.301109343522818,4.999750012499375e-05
11,2,0.15625,0.71875,2.041983039383077,4.999750012499375e-05,0.9275765491391573,1.1680225044381185,1.2923809619924143,4.999750012499375e-05
11,3,0.21875,0.71875,2.043471536514799,4.999750012499375e-05,0.92926505266071,1.1712749309561024,1.2892143291989973,4.999750012499375e-05
11,4,0.28125,0.71875,2.0446084291545867,4.999750012499375e-05,0.9302644099268289,1.176168445791057,1.3002601159790663,4.999750012499375e-05
11,5,0.34375,0.71875,2.0421583140771196,4.999750012499375e-05,0.9281453929248021,1.1728525160590917,1.292590608907364,4.999750012499375e-05
11,6,0.40625,0.71875,2.0412161452764184,4.999750012499375e-05,0.9293487156729698,1.1730876233644671,1.2867932086397846,4.999750012499375e-05
11,7,0.46875,0.71875,2.043127829215343,4.999750012499375e-05,0.9307573707781878,1.1792395410160474,1.297310858069995,4.999750012499375e-05
11,8,0.53125,0.71875,2.0379184359318008,4.999750012499375e-05,0.9235005109593821,1.1673797852580365,1.2818421393149337,4.999750012499375e-05
11,9,0.59375,0.71875,2.0359627021653695,4.999750012499375e-05,0.925086008573067,1.1678910496575512,1.291173279496252,4.999750012499375e-05
11,10,0.65625,0.71875,2.03783970714927,4.999750012499375e-05,0.9246032185914417,1.1670604065792296,1.2825471164361166,4.999750012499375e-05
11,11,0.71875,0.71875,2.0428400578092467,4.999750012499375e-05,0.9280110319245976,1.1697564218416006,1.291307647624587,4.999750012499375e-05
11,12,0.78125,0.71875,2.038531538882077,4.999750012499375e-05,0.9276979462602196,1.1711259113972219,1.2905081710270152,4.999750012499375e-05
11,13,0.84375,0.71875,2.044451383504988,4.999750012499375e-05,0.9294721929804787,1.1736338633128667,1.2995780699393809,4.999750012499375e-05
11,14,0.90625,0.71875,2.0494297094878653,4.999750012499375e-05,0.9319449379243097,1.1816710182401184,1.3010859846324285,4.999750012499375e-05
11,15,0.96875,0.71875,2.0427171292604545,4.999750012499375e-05,0.9259074573792925,1.1707197991454128,1.284751695148268,4.999750012499375e-05
12,0,0.03125,0.78125,2.0422499901854034,4.999750012499375e-05,0.9271813836038572,1.1680806520931166,1.2846157035092183,4.999750012499375e-05
12,1,0.09375,0.78125,2.0422966706675063,4.999750012499375e-05,0.9279774280056555,1.1702304599618671,1.291974387556995,4.999750012499375e-05
