rule,q,iy,ix,dx,dy,count_comb_score,residual_comb_score
winding,32,11,27,0.859375,0.359375,2.0390215732701176,0.8863239097021892
winding,32,11,28,0.890625,0.359375,2.0391508280936606,0.886507564616053
winding,32,11,29,0.921875,0.359375,2.0394328460535553,0.9423283119698874
winding,32,11,30,0.953125,0.359375,2.0404582318291,0.9642722319050655
winding,32,11,31,0.984375,0.359375,2.0372362524427965,0.9442426050032942
winding,32,12,0,0.015625,0.390625,2.0415217556013405,0.9505820610161684
winding,32,12,1,0.046875,0.390625,2.039074554384366,0.9352218043359674
winding,32,12,2,0.078125,0.390625,2.0428536664135324,0.9528401814954649
winding,32,12,3,0.109375,0.390625,2.0419149233446703,0.8970545710647726
winding,32,12,4,0.140625,0.390625,2.0378944243056565,0.8780113095548664
winding,32,12,5,0.171875,0.390625,2.0398204946513427,0.8730339300664549
winding,32,12,6,0.203125,0.390625,2.039257611994628,0.8706155225324917
winding,32,12,7,0.234375,0.390625,2.039887650911449,0.8241474449390617
winding,32,12,8,0.265625,0.390625,2.0423707305852687,0.8354187794097231
winding,32,12,9,0.296875,0.390625,2.047354278750904,0.8342737091801645
winding,32,12,10,0.328125,0.390625,2.0455234933545636,0.8307957257147867
winding,32,12,11,0.359375,0.390625,2.0451675097248114,0.826806583925464
winding,32,12,12,0.390625,0.390625,2.0410684340177556,0.8173584979927844
winding,32,12,13,0.421875,0.390625,2.0416818957118705,0.8397557556106102
winding,32,12,14,0.453125,0.390625,2.0376623853229026,0.8443990571845847
winding,32,12,15,0.484375,0.390625,2.037491349246961,0.8091841969724912
winding,32,12,16,0.515625,0.390625,2.0367845308825285,0.7712122788914207
winding,32,12,17,0.546875,0.390625,2.037652642562105,0.8152832548173651
winding,32,12,18,0.578125,0.390625,2.0440770340096335,0.8291544792310311
winding,32,12,19,0.609375,0.390625,2.040422575741505,0.8322776280199303
winding,32,12,20,0.640625,0.390625,2.0433033889307577,0.8343751969738277
winding,32,12,21,0.671875,0.390625,2.0367428403377064,0.8371722171195103
winding,32,12,22,0.703125,0.390625,2.03819001354354,0.8345765841304386
winding,32,12,23,0.734375,0.390625,2.038354979784852,0.808049308076121
winding,32,12,24,0.765625,0.390625,2.0374054044135175,0.8507802244105399
winding,32,12,25,0.796875,0.390625,2.0370123965300495,0.872476051092455
winding,32,12,26,0.828125,0.390625,2.0398816337153636,0.8822700503889681
winding,32,12,27,0.859375,0.390625,2.039393679343744,0.8722443097156837
winding,32,12,28,0.890625,0.390625,2.0409762683314265,0.8910984405115082
winding,32,12,29,0.921875,0.390625,2.042378189703111,0.9210416432731878
winding,32,12,30,0.953125,0.390625,2.038067619891553,0.9199993575522368
winding,32,12,31,0.984375,0.390625,2.0400224884673137,0.9141174441571267
winding,32,13,0,0.015625,0.421875,2.0411423798912396,0.8972481163892291
winding,32,13,1,0.046875,0.421875,2.0426958592222833,0.8776889948455183
winding,32,13,2,0.078125,0.421875,2.043115500602773,0.9134185985032226
winding,32,13,3,0.109375,0.421875,2.0420649932122408,0.8791934665469362
winding,32,13,4,0.140625,0.421875,2.0431958022175247,0.8500535012020057
winding,32,13,5,0.171875,0.421875,2.037796265539107,0.8706559002268
winding,32,13,6,0.203125,0.421875,2.0384713041402738,0.8346905583321774
winding,32,13,7,0.234375,0.421875,2.042952811187055,0.8250652928664274
winding,32,13,8,0.265625,0.421875,2.044451523252125,0.8187971349730349
winding,32,13,9,0.296875,0.421875,2.040828940382381,0.816807507033238
winding,32,13,10,0.328125,0.421875,2.0460243344110984,0.8018482322279225
winding,32,13,11,0.359375,0.421875,2.047558898200381,0.8601010179426084
winding,32,13,12,0.390625,0.421875,2.045443792724404,0.8443065882467501
winding,32,13,13,0.421875,0.421875,2.0438354235812493,0.8289005516181492
winding,32,13,14,0.453125,0.421875,2.041153124367432,0.8004039492166556
winding,32,13,15,0.484375,0.421875,2.0373808170670475,0.8076402387489412
winding,32,13,16,0.515625,0.421875,2.036384974889413,0.7972647462678051
winding,32,13,17,0.546875,0.421875,2.036249094628508,0.8563403408815028
winding,32,13,18,0.578125,0.421875,2.039102269156643,0.8574440704550185
winding,32,13,19,0.609375,0.421875,2.0429750686366153,0.8043249349713267
winding,32,13,20,0.640625,0.421875,2.04118794754265,0.7910118957338027
winding,32,13,21,0.671875,0.421875,2.039318957996921,0.803941797741027
winding,32,13,22,0.703125,0.421875,2.037632093464759,0.8361033999962171
winding,32,13,23,0.734375,0.421875,2.0427014283278475,0.8339986098446318
winding,32,13,24,0.765625,0.421875,2.0365738531883735,0.8485249002120643
winding,32,13,25,0.796875,0.421875,2.0416922414095997,0.8438903730734354
winding,32,13,26,0.828125,0.421875,2.0401192100516568,0.8642114781705194
winding,32,13,27,0.859375,0.421875,2.040173652956146,0.8996089955525876
winding,32,13,28,0.890625,0.421875,2.0408943978437284,0.8857426799353406
winding,32,13,29,0.921875,0.421875,2.041570346293811,0.8918725841942644
winding,32,13,30,0.953125,0.421875,2.038748082686888,0.8801417700533882
winding,32,13,31,0.984375,0.421875,2.038462556928579,0.9112947291937913
winding,32,14,0,0.015625,0.453125,2.0442535290801103,0.8980660572057949
winding,32,14,1,0.046875,0.453125,2.0449096860819878,0.8437643873372541
winding,32,14,2,0.078125,0.453125,2.046092709158539,0.8540905101178957
winding,32,14,3,0.109375,0.453125,2.0458040588425668,0.842638317597365
winding,32,14,4,0.140625,0.453125,2.0387038838343763,0.8525526301176806
winding,32,14,5,0.171875,0.453125,2.0402425240524216,0.8438323005190895
winding,32,14,6,0.203125,0.453125,2.0392908595175196,0.8301570147557581
winding,32,14,7,0.234375,0.453125,2.0397389124651153,0.8684502591317114
winding,32,14,8,0.265625,0.453125,2.040220031846118,0.9145344525295949
winding,32,14,9,0.296875,0.453125,2.0442151593535924,0.8787378607498679
winding,32,14,10,0.328125,0.453125,2.049958782321395,0.8490022388417006
winding,32,14,11,0.359375,0.453125,2.0516775837497216,0.8929179881482069
winding,32,14,12,0.390625,0.453125,2.0469342896159586,0.8270865479640528
winding,32,14,13,0.421875,0.453125,2.0422131842165867,0.8497468150933836
winding,32,14,14,0.453125,0.453125,2.0417339642577708,0.84075121618856
winding,32,14,15,0.484375,0.453125,2.0382794866664713,0.796356131728636
winding,32,14,16,0.515625,0.453125,2.036507596566139,0.7808549086805346
winding,32,14,17,0.546875,0.453125,2.0343544511081486,0.8150446245959263
winding,32,14,18,0.578125,0.453125,2.0380336829087486,0.8432260133759101
winding,32,14,19,0.609375,0.453125,2.0416560690915144,0.832147979730547
winding,32,14,20,0.640625,0.453125,2.0370568378005824,0.8157423935619864
winding,32,14,21,0.671875,0.453125,2.0411788283216903,0.8469273077742764
winding,32,14,22,0.703125,0.453125,2.03930660589505,0.8246278160382582
winding,32,14,23,0.734375,0.453125,2.0398319926943955,0.8158807218494398
winding,32,14,24,0.765625,0.453125,2.041111830643945,0.8114243617630224
winding,32,14,25,0.796875,0.453125,2.0404794342368056,0.8517781282154586
winding,32,14,26,0.828125,0.453125,2.04039528083617,0.8285876807474107
winding,32,14,27,0.859375,0.453125,2.039827855469167,0.8551813999205521
winding,32,14,28,0.890625,0.453125,2.0390740156156824,0.9005418609303312
winding,32,14,29,0.921875,0.453125,2.037068516494057,0.9065123302511467
winding,32,14,30,0.953125,0.453125,2.0370901178230327,0.8912879122209749
winding,32,14,31,0.984375,0.453125,2.0403433758542673,0.9271799833186275
winding,32,15,0,0.015625,0.484375,2.041656247790921,0.8980450867178877
winding,32,15,1,0.046875,0.484375,2.0439257325802513,0.8646730059597832
winding,32,15,2,0.078125,0.484375,2.0440267353557164,0.8350244750960663
winding,32,15,3,0.109375,0.484375,2.0427873932138136,0.8545541809265856
winding,32,15,4,0.140625,0.484375,2.0452350152397183,0.8199521434080914
winding,32,15,5,0.171875,0.484375,2.040059125679344,0.8361737160927986
winding,32,15,6,0.203125,0.484375,2.0390682872691355,0.7824854793407754
winding,32,15,7,0.234375,0.484375,2.0391566272342847,0.8531575209176694
winding,32,15,8,0.265625,0.484375,2.0420693909562986,0.9154121872794866
winding,32,15,9,0.296875,0.484375,2.0418664392576003,0.8819820732726678
winding,32,15,10,0.328125,0.484375,2.0421744267683337,0.8813103698945759
winding,32,15,11,0.359375,0.484375,2.0484674234491287,0.8898893060300918
winding,32,15,12,0.390625,0.484375,2.045471606918586,0.879364583744259
winding,32,15,13,0.421875,0.484375,2.043454522664094,0.9054696363241325
winding,32,15,14,0.453125,0.484375,2.040544241730234,0.845109275267955
winding,32,15,15,0.484375,0.484375,2.039074386682819,0.8094111168840704
winding,32,15,16,0.515625,0.484375,2.039827353857451,0.817369036609482
winding,32,15,17,0.546875,0.484375,2.0397656761838854,0.8254587950544564
winding,32,15,18,0.578125,0.484375,2.039375295787522,0.8196387710759335
winding,32,15,19,0.609375,0.484375,2.041221951572652,0.8350461186407007
winding,32,15,20,0.640625,0.484375,2.0401989866568164,0.8318538289518793
winding,32,15,21,0.671875,0.484375,2.040991771993393,0.8764606145300412
winding,32,15,22,0.703125,0.484375,2.0361663097061133,0.8399444840965589
winding,32,15,23,0.734375,0.484375,2.03799177428491,0.7971445660944353
winding,32,15,24,0.765625,0.484375,2.042968246922243,0.8089808260375596
winding,32,15,25,0.796875,0.484375,2.043463960381902,0.796385363557986
winding,32,15,26,0.828125,0.484375,2.039126931368602,0.8065206066299595
winding,32,15,27,0.859375,0.484375,2.040182285657951,0.8546742333910803
winding,32,15,28,0.890625,0.484375,2.036426224386107,0.866743053755135
winding,32,15,29,0.921875,0.484375,2.0370506075330854,0.8867272339641613
winding,32,15,30,0.953125,0.484375,2.040215755717471,0.8710584984826394
winding,32,15,31,0.984375,0.484375,2.0417710230097605,0.895290319544274
winding,32,16,0,0.015625,0.515625,2.0383689628069805,0.8768772435996525
winding,32,16,1,0.046875,0.515625,2.0441635456049743,0.8556140376877246
winding,32,16,2,0.078125,0.515625,2.0431717506080407,0.8698575782087227
winding,32,16,3,0.109375,0.515625,2.0452060660770996,0.8435564570406923
winding,32,16,4,0.140625,0.515625,2.0478511756657243,0.8073568952437841
winding,32,16,5,0.171875,0.515625,2.0462986859008443,0.8190866635989948
winding,32,16,6,0.203125,0.515625,2.0429258023864834,0.7824198673374387
winding,32,16,7,0.234375,0.515625,2.0382293168248684,0.7900814194731254
winding,32,16,8,0.265625,0.515625,2.0373507547547,0.8781222100143681
winding,32,16,9,0.296875,0.515625,2.03628816983588,0.8916771659406814
winding,32,16,10,0.328125,0.515625,2.0412406776963317,0.9224911296620304
winding,32,16,11,0.359375,0.515625,2.0434857859791578,0.9417911213182952
winding,32,16,12,0.390625,0.515625,2.044063187554485,0.8658799787257188
winding,32,16,13,0.421875,0.515625,2.042193554586465,0.9107940751610891
winding,32,16,14,0.453125,0.515625,2.043376861822843,0.887445096723308
winding,32,16,15,0.484375,0.515625,2.038990511285908,0.8580605745486678
winding,32,16,16,0.515625,0.515625,2.044114195229058,0.8020484987966303
winding,32,16,17,0.546875,0.515625,2.043763284540994,0.8183583339213821
winding,32,16,18,0.578125,0.515625,2.0435687853331914,0.8120294383789503
winding,32,16,19,0.609375,0.515625,2.043162370669828,0.8004431621648397
winding,32,16,20,0.640625,0.515625,2.0427956031812546,0.786945935258033
winding,32,16,21,0.671875,0.515625,2.041375667336902,0.8661604869235018
winding,32,16,22,0.703125,0.515625,2.0390537234834265,0.8410720075749811
winding,32,16,23,0.734375,0.515625,2.03714199663746,0.8215915119045206
winding,32,16,24,0.765625,0.515625,2.041313088103778,0.8041049495826282
winding,32,16,25,0.796875,0.515625,2.041273604111036,0.8627606480745457
winding,32,16,26,0.828125,0.515625,2.042298008312243,0.8329642062398467
winding,32,16,27,0.859375,0.515625,2.039488273329577,0.8498293732825647
winding,32,16,28,0.890625,0.515625,2.0370105630690207,0.8585756410202653
winding,32,16,29,0.921875,0.515625,2.036949731794435,0.8772234444670509
winding,32,16,30,0.953125,0.515625,2.035646012403244,0.9345530859008884
winding,32,16,31,0.984375,0.515625,2.0402019580035495,0.8793162600018548
winding,32,17,0,0.015625,0.546875,2.0416551331879096,0.8290307606116282
winding,32,17,1,0.046875,0.546875,2.0419999001660125,0.8367011607557298
winding,32,17,2,0.078125,0.546875,2.0444919878145993,0.8598162003285132
winding,32,17,3,0.109375,0.546875,2.0486827156317564,0.8656871620892507
winding,32,17,4,0.140625,0.546875,2.0494649641197125,0.8702098635894915
winding,32,17,5,0.171875,0.546875,2.0468503141786534,0.810318533476266
winding,32,17,6,0.203125,0.546875,2.0431455860933085,0.8387761893390294
winding,32,17,7,0.234375,0.546875,2.0381617205479783,0.8307814648243239
winding,32,17,8,0.265625,0.546875,2.043327767721878,0.8841079478267436
winding,32,17,9,0.296875,0.546875,2.0386536054152486,0.8710459130161046
winding,32,17,10,0.328125,0.546875,2.0393665132377508,0.8954966915414433
winding,32,17,11,0.359375,0.546875,2.041971027876001,0.8792208428074151
winding,32,17,12,0.390625,0.546875,2.0442883730221455,0.8923561743421861
winding,32,17,13,0.421875,0.546875,2.0450648182705495,0.8666360845539067
winding,32,17,14,0.453125,0.546875,2.0501354930741305,0.8799873464943975
winding,32,17,15,0.484375,0.546875,2.0475790056583314,0.8662474103152603
winding,32,17,16,0.515625,0.546875,2.0474824530378823,0.8053583556513568
winding,32,17,17,0.546875,0.546875,2.0421904034266327,0.790159140263842
winding,32,17,18,0.578125,0.546875,2.0416338954196176,0.7912983046133605
winding,32,17,19,0.609375,0.546875,2.042038913689711,0.8307767621429855
winding,32,17,20,0.640625,0.546875,2.044733532022987,0.8110754152296549
winding,32,17,21,0.671875,0.546875,2.042957298682539,0.8778469328994095
winding,32,17,22,0.703125,0.546875,2.0396816888094715,0.8863016558195369
winding,32,17,23,0.734375,0.546875,2.0370204579040263,0.8305187987107221
winding,32,17,24,0.765625,0.546875,2.0412634692277325,0.7985029486170597
winding,32,17,25,0.796875,0.546875,2.0411766494274572,0.8898310151117276
winding,32,17,26,0.828125,0.546875,2.0422799264556475,0.9239275062977789
winding,32,17,27,0.859375,0.546875,2.041255869826145,0.8877920378661126
winding,32,17,28,0.890625,0.546875,2.0421377274179413,0.8534297562959557
winding,32,17,29,0.921875,0.546875,2.039319468330364,0.8887014908537982
winding,32,17,30,0.953125,0.546875,2.0350733193099058,0.8862964772257356
winding,32,17,31,0.984375,0.546875,2.0439331373199345,0.9178310050984266
winding,32,18,0,0.015625,0.578125,2.041167495162503,0.8231736874628396
winding,32,18,1,0.046875,0.578125,2.04048441284196,0.866195736616349
winding,32,18,2,0.078125,0.578125,2.045750990965816,0.8617090687479357
winding,32,18,3,0.109375,0.578125,2.0500186899387978,0.8315380075721359
winding,32,18,4,0.140625,0.578125,2.051056582664581,0.8392260543817899
winding,32,18,5,0.171875,0.578125,2.0494379491536834,0.816404969162269
winding,32,18,6,0.203125,0.578125,2.0445455370804657,0.8387229042151084
winding,32,18,7,0.234375,0.578125,2.043055232410849,0.8302228871480852
winding,32,18,8,0.265625,0.578125,2.039453039571802,0.8773896663799764
winding,32,18,9,0.296875,0.578125,2.04377218117521,0.8816875257870757
winding,32,18,10,0.328125,0.578125,2.0470664545302015,0.8901201902419166
winding,32,18,11,0.359375,0.578125,2.046316397895177,0.9381075633030683
winding,32,18,12,0.390625,0.578125,2.043616209581541,0.8734213175699667
winding,32,18,13,0.421875,0.578125,2.0438949089067506,0.8435617908498457
winding,32,18,14,0.453125,0.578125,2.047163726472984,0.8141470904771712
winding,32,18,15,0.484375,0.578125,2.044074311767455,0.7903736664355279
winding,32,18,16,0.515625,0.578125,2.048842477669763,0.8407724990375146
winding,32,18,17,0.546875,0.578125,2.0447788682878536,0.8050307885310414
winding,32,18,18,0.578125,0.578125,2.0407858722143506,0.8012556304259504
winding,32,18,19,0.609375,0.578125,2.039990574737986,0.8095399673270802
winding,32,18,20,0.640625,0.578125,2.0403983402805417,0.8594938090312662
winding,32,18,21,0.671875,0.578125,2.0440510205034097,0.811611610405791
winding,32,18,22,0.703125,0.578125,2.0350906537006557,0.8323945382292394
winding,32,18,23,0.734375,0.578125,2.0372584450375046,0.8517271532946863
winding,32,18,24,0.765625,0.578125,2.038788338046204,0.8216962154387287
winding,32,18,25,0.796875,0.578125,2.0399976774828845,0.8885867675868658
winding,32,18,26,0.828125,0.578125,2.0396730146086415,0.9662941710514539
winding,32,18,27,0.859375,0.578125,2.039551640046988,0.9453634401989216
winding,32,18,28,0.890625,0.578125,2.0369522073922224,0.9023835858020157
winding,32,18,29,0.921875,0.578125,2.0387594422612563,0.9068946280234284
winding,32,18,30,0.953125,0.578125,2.033171699720331,0.9265334355606986
winding,32,18,31,0.984375,0.578125,2.041112447204966,0.9305522960244831
winding,32,19,0,0.015625,0.609375,2.045400059691256,0.8880068630101842
winding,32,19,1,0.046875,0.609375,2.045183511242971,0.931088181064295
winding,32,19,2,0.078125,0.609375,2.047976747148595,0.8791693600756031
winding,32,19,3,0.109375,0.609375,2.0482667512679598,0.8707343815958407
winding,32,19,4,0.140625,0.609375,2.0513624710656093,0.8161018504543249
winding,32,19,5,0.171875,0.609375,2.0473931810871213,0.8205282668656729
winding,32,19,6,0.203125,0.609375,2.0482827910618635,0.8468391551660068
winding,32,19,7,0.234375,0.609375,2.0412451264051916,0.8530607561878263
winding,32,19,8,0.265625,0.609375,2.0402511430755843,0.862313187918406
winding,32,19,9,0.296875,0.609375,2.0460675867518106,0.880928764113713
winding,32,19,10,0.328125,0.609375,2.0431658150830616,0.8858748955937777
winding,32,19,11,0.359375,0.609375,2.046998037673038,0.9041864080418501
winding,32,19,12,0.390625,0.609375,2.0436032282638688,0.9117788516374267
winding,32,19,13,0.421875,0.609375,2.043954590158321,0.87065883084499
winding,32,19,14,0.453125,0.609375,2.04679919204511,0.814936705815288
winding,32,19,15,0.484375,0.609375,2.0438256130673196,0.7980533826106079
winding,32,19,16,0.515625,0.609375,2.0434097152057333,0.8063919325657948
winding,32,19,17,0.546875,0.609375,2.042747876031426,0.8135358425559382
winding,32,19,18,0.578125,0.609375,2.0417031123977036,0.789116278741152
winding,32,19,19,0.609375,0.609375,2.039236603238796,0.7916693470140069
winding,32,19,20,0.640625,0.609375,2.037702468384268,0.8338189756705287
winding,32,19,21,0.671875,0.609375,2.03710587370214,0.7848891475729677
winding,32,19,22,0.703125,0.609375,2.0355885701483762,0.8081731804434101
winding,32,19,23,0.734375,0.609375,2.035714868324133,0.829836489339332
winding,32,19,24,0.765625,0.609375,2.0359637540277173,0.8407383120984858
winding,32,19,25,0.796875,0.609375,2.0400069860038847,0.9300099643880487
winding,32,19,26,0.828125,0.609375,2.0385327729478564,0.951718283147459
winding,32,19,27,0.859375,0.609375,2.0387448812460107,0.9124755437756472
winding,32,19,28,0.890625,0.609375,2.0374665912496854,0.9296960635916737
winding,32,19,29,0.921875,0.609375,2.0410274615828277,0.9397062200314981
winding,32,19,30,0.953125,0.609375,2.0434778557917226,0.9588046147231867
winding,32,19,31,0.984375,0.609375,2.0405993499725836,0.9411990561901203
winding,32,20,0,0.015625,0.640625,2.047382334988163,0.9407203298243726
winding,32,20,1,0.046875,0.640625,2.046930454933511,0.9335584555888099
winding,32,20,2,0.078125,0.640625,2.051211822542872,0.8730707008670685
winding,32,20,3,0.109375,0.640625,2.0505910848779836,0.8290471712510851
winding,32,20,4,0.140625,0.640625,2.047744861863776,0.8495890225672782
winding,32,20,5,0.171875,0.640625,2.0496677438310633,0.8417539568196495
winding,32,20,6,0.203125,0.640625,2.0466612225740812,0.8659898291869488
winding,32,20,7,0.234375,0.640625,2.041429910245109,0.8784990244522771
winding,32,20,8,0.265625,0.640625,2.041914071633579,0.9334362229169706
winding,32,20,9,0.296875,0.640625,2.0427370375737772,0.924359250035372
winding,32,20,10,0.328125,0.640625,2.04479001654209,0.9348354689057009
winding,32,20,11,0.359375,0.640625,2.046777648613015,0.9264845764130737
winding,32,20,12,0.390625,0.640625,2.049136866048807,0.9283915153578542
winding,32,20,13,0.421875,0.640625,2.0428023883436324,0.9403634451717265
winding,32,20,14,0.453125,0.640625,2.0466632600910364,0.9019679535075239
winding,32,20,15,0.484375,0.640625,2.043332971409821,0.821316967435871
winding,32,20,16,0.515625,0.640625,2.044164796358266,0.8328526298365001
winding,32,20,17,0.546875,0.640625,2.0430904669497627,0.8342726411687217
winding,32,20,18,0.578125,0.640625,2.0408163326959396,0.7735109484796269
winding,32,20,19,0.609375,0.640625,2.0352189129228098,0.7727939930388662
winding,32,20,20,0.640625,0.640625,2.035196008911072,0.7815235894511018
winding,32,20,21,0.671875,0.640625,2.03420803545475,0.7716722557632593
winding,32,20,22,0.703125,0.640625,2.038483992350105,0.8089259498597445
winding,32,20,23,0.734375,0.640625,2.0328699133188617,0.8345157110577931
winding,32,20,24,0.765625,0.640625,2.043712806070348,0.851572635205681
winding,32,20,25,0.796875,0.640625,2.046149083091231,0.8947096013717557
winding,32,20,26,0.828125,0.640625,2.045108568165999,0.9177095491207449
winding,32,20,27,0.859375,0.640625,2.0403672944829236,0.900945209221546
winding,32,20,28,0.890625,0.640625,2.0441826177617233,0.9650954946048196
winding,32,20,29,0.921875,0.640625,2.0412571809836786,0.9833179318483158
winding,32,20,30,0.953125,0.640625,2.0402340254838056,0.9394650739280953
winding,32,20,31,0.984375,0.640625,2.0434432254201753,0.927982118280357
winding,32,21,0,0.015625,0.671875,2.0448929623981633,0.9515049808423749
winding,32,21,1,0.046875,0.671875,2.046735067266862,0.9190966480867253
winding,32,21,2,0.078125,0.671875,2.04945240162967,0.9010414522051703
winding,32,21,3,0.109375,0.671875,2.0452439477332747,0.8979856949378527
winding,32,21,4,0.140625,0.671875,2.04482700388191,0.876355107541113
winding,32,21,5,0.171875,0.671875,2.0463867315706477,0.8900680531480751
winding,32,21,6,0.203125,0.671875,2.048214226133172,0.9132978320218318
winding,32,21,7,0.234375,0.671875,2.044516131316199,0.9066350034904018
winding,32,21,8,0.265625,0.671875,2.040269568324162,0.9259182548909357
winding,32,21,9,0.296875,0.671875,2.0441094586232254,0.922311199684211
winding,32,21,10,0.328125,0.671875,2.0442111356184203,0.9517195342534803
winding,32,21,11,0.359375,0.671875,2.040649338242776,0.914698831629765
winding,32,21,12,0.390625,0.671875,2.043481565978128,0.9291308534434001
winding,32,21,13,0.421875,0.671875,2.044175526957537,0.9215259288769312
winding,32,21,14,0.453125,0.671875,2.046543193301867,0.8820402573380849
winding,32,21,15,0.484375,0.671875,2.0386172167501937,0.865574092332189
winding,32,21,16,0.515625,0.671875,2.039249087315507,0.8127023829693036
winding,32,21,17,0.546875,0.671875,2.0414352783414738,0.7950118599401205
winding,32,21,18,0.578125,0.671875,2.041720298778677,0.8075543347988714
winding,32,21,19,0.609375,0.671875,2.0379319534524547,0.8154028801256524
winding,32,21,20,0.640625,0.671875,2.0353455345719205,0.8016348652288173
winding,32,21,21,0.671875,0.671875,2.034614468478306,0.8046727158611978
winding,32,21,22,0.703125,0.671875,2.041346080666385,0.8090625379573853
winding,32,21,23,0.734375,0.671875,2.040959932325224,0.8835686504574105
winding,32,21,24,0.765625,0.671875,2.0433301713957737,0.8719180864035581
winding,32,21,25,0.796875,0.671875,2.043935599956776,0.8494711905329312
winding,32,21,26,0.828125,0.671875,2.0513791663002023,0.8902399636495764
winding,32,21,27,0.859375,0.671875,2.0494530445389283,0.9232453012937794
winding,32,21,28,0.890625,0.671875,2.0440830770053267,0.920390398994949
winding,32,21,29,0.921875,0.671875,2.042930781114601,0.953923147772136
winding,32,21,30,0.953125,0.671875,2.0413158921820713,0.9615239756114944
winding,32,21,31,0.984375,0.671875,2.041283572471946,0.9816593856723732
winding,32,22,0,0.015625,0.703125,2.044762360574596,0.9560673146106377
winding,32,22,1,0.046875,0.703125,2.046079912346674,0.9402304605226551
winding,32,22,2,0.078125,0.703125,2.0478235716561284,0.9654821359740415
winding,32,22,3,0.109375,0.703125,2.0464494197952354,0.9601424845458489
winding,32,22,4,0.140625,0.703125,2.043963846862622,0.9250368048327048
winding,32,22,5,0.171875,0.703125,2.042599576625506,0.9306599236377585
winding,32,22,6,0.203125,0.703125,2.04589525010377,0.9203799800837301
winding,32,22,7,0.234375,0.703125,2.0422937628224225,0.9154124267757386
winding,32,22,8,0.265625,0.703125,2.0437459983828634,0.9119356607206441
winding,32,22,9,0.296875,0.703125,2.0451799688097108,0.9189520562152561
winding,32,22,10,0.328125,0.703125,2.0449548258053203,0.9139448798280342
winding,32,22,11,0.359375,0.703125,2.040541999590467,0.9214117535419715
winding,32,22,12,0.390625,0.703125,2.0410362827309494,0.9437512890636427
winding,32,22,13,0.421875,0.703125,2.0384102213066306,0.9238321569614497
winding,32,22,14,0.453125,0.703125,2.04345918130778,0.8625169624883061
winding,32,22,15,0.484375,0.703125,2.0440741456432403,0.8282670887838369
winding,32,22,16,0.515625,0.703125,2.0359429503840882,0.8519365422516699
winding,32,22,17,0.546875,0.703125,2.035513754126819,0.795885579352372
winding,32,22,18,0.578125,0.703125,2.035482760371498,0.8306310028669879
winding,32,22,19,0.609375,0.703125,2.0367890300622546,0.864907670971473
winding,32,22,20,0.640625,0.703125,2.0356084963692354,0.816557418210112
winding,32,22,21,0.671875,0.703125,2.0342998986185923,0.7849701027619073
winding,32,22,22,0.703125,0.703125,2.045417577346768,0.8218853937735445
winding,32,22,23,0.734375,0.703125,2.0429865980088606,0.8734526996509278
winding,32,22,24,0.765625,0.703125,2.0386566587350785,0.8933218827993822
winding,32,22,25,0.796875,0.703125,2.0383401773167846,0.867521388847126
winding,32,22,26,0.828125,0.703125,2.045719802623199,0.9363674327424771
winding,32,22,27,0.859375,0.703125,2.050546385926599,0.9217125279456503
winding,32,22,28,0.890625,0.703125,2.0467906569359817,0.9254784363353346
winding,32,22,29,0.921875,0.703125,2.046620251041959,0.9344848991983493
winding,32,22,30,0.953125,0.703125,2.0427741739777567,1.0053510532059449
winding,32,22,31,0.984375,0.703125,2.0443438984204554,0.9783209807664583
winding,32,23,0,0.015625,0.734375,2.0438484410363347,0.9565349737550143
winding,32,23,1,0.046875,0.734375,2.0414568225076413,0.9742151118298051
winding,32,23,2,0.078125,0.734375,2.0466762038563897,0.9772841020981148
winding,32,23,3,0.109375,0.734375,2.0448143669140166,0.9769482624845103
winding,32,23,4,0.140625,0.734375,2.0459244951895337,0.9835049357869686
winding,32,23,5,0.171875,0.734375,2.041586847271081,0.9430777403728322
winding,32,23,6,0.203125,0.734375,2.03816725549356,0.9561326518768247
winding,32,23,7,0.234375,0.734375,2.042303604567555,0.9260117169648373
winding,32,23,8,0.265625,0.734375,2.042454968449454,0.9190910467391543
winding,32,23,9,0.296875,0.734375,2.041999097451591,0.9278216174559986
winding,32,23,10,0.328125,0.734375,2.0432017414494665,0.9427988894997957
winding,32,23,11,0.359375,0.734375,2.0407096883027713,0.9419636468567777
winding,32,23,12,0.390625,0.734375,2.041672465079508,0.9045791832718643
winding,32,23,13,0.421875,0.734375,2.039509660867787,0.9598569587517024
winding,32,23,14,0.453125,0.734375,2.041002598480627,0.8898256948755495
winding,32,23,15,0.484375,0.734375,2.041164548674129,0.8473198176543462
winding,32,23,16,0.515625,0.734375,2.0405355233857763,0.8111355030895974
winding,32,23,17,0.546875,0.734375,2.0323536585992805,0.8097418677511675
winding,32,23,18,0.578125,0.734375,2.0354852471327645,0.779093976353324
winding,32,23,19,0.609375,0.734375,2.038148457529931,0.776785520027636
winding,32,23,20,0.640625,0.734375,2.036336275425742,0.7492763718264001
winding,32,23,21,0.671875,0.734375,2.040439504222234,0.774064939718461
winding,32,23,22,0.703125,0.734375,2.040899790600462,0.8024439850536971
winding,32,23,23,0.734375,0.734375,2.0396720734274494,0.8487175134716528
winding,32,23,24,0.765625,0.734375,2.0385973465095577,0.9029305321160063
winding,32,23,25,0.796875,0.734375,2.038022474877628,0.8941005537678494
