iy,ix,dx,dy,residual_comb_score,p_jitter,null_median,null_q95,null_q99,q_bh
11,10,0.65625,0.71875,0.7572052013111531,0.6666666666666666,0.7728379464082069,0.8337542342776606,0.8594860133528892,0.6772486772486772
11,11,0.71875,0.71875,0.848100987343886,0.07449627518624069,0.7956582741854014,0.8553327180326653,0.8798589561198118,0.11488582197396155
11,12,0.78125,0.71875,0.8714604158734951,0.025398730063496824,0.7970513182685199,0.8594493022135166,0.8856934116898089,0.04780937423717049
11,13,0.84375,0.71875,0.9458570616704923,0.0004999750012499375,0.7944599350121018,0.86381421450698,0.8959606550273971,0.0020644129083868387
11,14,0.90625,0.71875,0.9267033236812939,0.001399930003499825,0.7878528629769757,0.8607988207138041,0.8946207798071857,0.004424470134517965
11,15,0.96875,0.71875,1.0117052761849188,4.999750012499375e-05,0.8072633094458279,0.8863868721520621,0.9239173288301789,0.00039998000099995
12,0,0.03125,0.78125,1.046862830505851,0.00014999250037498125,0.8195681704051476,0.9010356156122282,0.9527934714353291,0.0008169804275743659
12,1,0.09375,0.78125,0.979828780046204,0.0010999450027498626,0.8035507764628875,0.886596136522721,0.9303031413833652,0.0036569600091424003
12,2,0.15625,0.78125,0.9735626658002673,0.00044997750112494374,0.7930808417667267,0.8686278843482693,0.9076013847732521,0.0019524447506438236
12,3,0.21875,0.78125,0.9688226010919472,0.00014999250037498125,0.8064133689134927,0.8745655486689361,0.9055415980013034,0.0008169804275743659
12,4,0.28125,0.78125,0.902622206840833,0.008249587520623968,0.8039884467595875,0.8715609533028676,0.9005051213981476,0.0191990400479976
12,5,0.34375,0.78125,0.8939456678885634,0.008199590020498975,0.7981607714640637,0.8640094957898917,0.8912181836227767,0.0191990400479976
12,6,0.40625,0.78125,0.8735370835375583,0.0103994800259987,0.7876603172374184,0.8493485578503214,0.8739107240124672,0.02295057660910058
12,7,0.46875,0.78125,0.8523853550446728,0.03914804259787011,0.7816008630550453,0.8476176552369309,0.8764136909893958,0.06771553314226181
12,8,0.53125,0.78125,0.7849738586545042,0.6890655467226638,0.804617423236218,0.8703374342691046,0.898922276833146,0.6972362844308377
12,9,0.59375,0.78125,0.761921514061516,0.8420578971051448,0.8016010546584058,0.869271824510909,0.8989209034906436,0.8453600849369297
