omega,direct_score,smooth_score
9.800000000000005373e-01,1.919707664705965655e+00,1.300639977885321930e+00
9.805000000000004823e-01,1.960701410909541753e+00,1.318227243723817610e+00
9.810000000000005382e-01,1.974026374553979668e+00,1.327932603938009049e+00
9.815000000000005942e-01,1.959517729654310925e+00,1.329817092058619199e+00
9.820000000000005391e-01,1.916730040219502884e+00,1.322505064848656264e+00
9.825000000000004841e-01,1.844927404998501386e+00,1.301113947982112773e+00
9.830000000000005400e-01,1.743204708943035808e+00,1.276096868353747471e+00
9.835000000000005960e-01,1.610824169059371869e+00,1.239478575005192651e+00
9.840000000000005409e-01,1.447986711408709048e+00,1.197103306778757759e+00
9.845000000000004858e-01,1.257604736299619441e+00,1.151665358147677676e+00
9.850000000000005418e-01,1.048835162432025570e+00,1.100608582586495965e+00
9.855000000000005977e-01,8.396840281933112271e-01,1.045429757732901255e+00
9.860000000000005427e-01,6.492424215389260844e-01,9.897120956679745785e-01
9.865000000000004876e-01,4.890249821912721062e-01,9.267922009035510778e-01
9.870000000000005436e-01,3.673410424440443078e-01,8.588091492136775695e-01
9.875000000000005995e-01,2.885206242383877573e-01,7.858091720198134844e-01
9.880000000000005445e-01,2.487722707198555538e-01,7.178036858889091931e-01
9.885000000000004894e-01,2.380248579971247780e-01,6.553969819373408612e-01
9.890000000000005453e-01,2.450371863742012990e-01,6.069436759393408432e-01
9.895000000000006013e-01,2.611710607432448650e-01,5.626145866122871375e-01
9.900000000000005462e-01,2.816763595861847547e-01,5.261226904241341762e-01
9.905000000000004912e-01,3.044679420971849737e-01,4.937285820753504195e-01
9.910000000000005471e-01,3.276491437653143990e-01,4.661124340490556683e-01
9.915000000000006031e-01,3.490030551445599816e-01,4.570505192660718197e-01
9.920000000000005480e-01,3.669799800060160044e-01,4.473188545450008102e-01
9.925000000000004929e-01,3.805183218729593642e-01,4.377662295233133993e-01
9.930000000000005489e-01,3.885949872297879137e-01,4.387098240305061236e-01
9.935000000000006048e-01,3.907387607585862677e-01,4.425339623965897085e-01
9.940000000000005498e-01,3.879709654431184318e-01,4.462233521465825414e-01
9.945000000000004947e-01,3.832319807017258162e-01,4.478144722674562983e-01
9.950000000000005507e-01,3.809766480524580667e-01,4.523787531919848393e-01
9.955000000000006066e-01,3.859964926944783326e-01,4.561940836887455886e-01
9.960000000000005516e-01,4.014806907729311369e-01,4.595806127175897093e-01
9.965000000000004965e-01,4.272733801968001677e-01,4.626416899285262785e-01
9.970000000000005524e-01,4.600614866863769192e-01,4.656197138117383894e-01
9.975000000000006084e-01,4.952709143832740857e-01,4.639501485018899807e-01
9.980000000000005533e-01,5.288674890400265616e-01,4.591982729719044087e-01
9.985000000000004983e-01,5.579564808238546281e-01,4.538977186406025766e-01
9.990000000000005542e-01,5.804056989979013981e-01,4.462576178459339293e-01
9.995000000000006102e-01,5.943448891914885346e-01,4.386086033048166577e-01
1.000000000000000444e+00,5.979970924835262824e-01,4.363439474941747109e-01
1.000500000000000611e+00,5.897690506935497901e-01,4.337346671353671246e-01
1.001000000000000556e+00,5.686147553173772629e-01,4.307924983573558353e-01
1.001500000000000501e+00,5.348982634166531414e-01,4.265396253296433460e-01
1.002000000000000668e+00,4.912245958882308083e-01,4.235263032074542688e-01
1.002500000000000391e+00,4.416652003492053669e-01,4.275823844045312794e-01
1.003000000000000558e+00,3.900648178083581108e-01,4.405199734635537046e-01
1.003500000000000725e+00,3.409114570520755949e-01,4.550770731864116625e-01
1.004000000000000448e+00,3.015274093421358437e-01,4.686611217276497321e-01
1.004500000000000615e+00,2.821969759402628286e-01,4.839709676577397812e-01
1.005000000000000560e+00,2.935680831869670881e-01,5.094133797556525955e-01
1.005500000000000504e+00,3.417737295562276456e-01,5.359774328367664653e-01
1.006000000000000671e+00,4.258811111178403830e-01,5.649460450288619207e-01
1.006500000000000394e+00,5.395644371995900190e-01,5.956346644472960694e-01
1.007000000000000561e+00,6.730478462306537235e-01,6.260403583239638747e-01
1.007500000000000728e+00,8.149177539850722685e-01,6.545689498533843187e-01
1.008000000000000451e+00,9.536309863423786393e-01,6.804692683243278584e-01
1.008500000000000618e+00,1.079762361528188830e+00,7.031448607707221354e-01
1.009000000000000563e+00,1.187358056250374272e+00,7.228419118681010946e-01
1.009500000000000508e+00,1.273320550081134206e+00,7.411534510693510436e-01
1.010000000000000675e+00,1.336223639743809199e+00,7.541414300794002656e-01
1.010500000000000398e+00,1.375446010504112415e+00,7.603234413011807913e-01
1.011000000000000565e+00,1.390707280392372569e+00,7.581273799283978487e-01
1.011500000000000732e+00,1.381891945290198764e+00,7.535905817097627857e-01
1.012000000000000455e+00,1.349050925438662896e+00,7.498286482506018036e-01
1.012500000000000622e+00,1.292503262023532162e+00,7.390081402109867081e-01
1.013000000000000567e+00,1.213007764339010253e+00,7.260089261917745951e-01
1.013500000000000512e+00,1.112041765163863882e+00,7.144168918106804655e-01
1.014000000000000679e+00,9.923129484029027392e-01,6.964672136807044112e-01
1.014500000000000401e+00,8.587010503789658245e-01,6.685890653413798512e-01
1.015000000000000568e+00,7.196136831479186258e-01,6.397918396807550367e-01
1.015500000000000735e+00,5.875193437206570612e-01,6.092591616855089764e-01
1.016000000000000458e+00,4.761078558022530105e-01,5.768099154584493959e-01
1.016500000000000625e+00,3.952465103656810363e-01,5.435878171058460273e-01
1.017000000000000570e+00,3.475366796016924331e-01,5.138019428954722079e-01
1.017500000000000515e+00,3.269188241691481367e-01,4.923425212529122241e-01
1.018000000000000682e+00,3.229093726586810265e-01,4.728738756568914847e-01
1.018500000000000405e+00,3.266548150605969036e-01,4.554044037162241487e-01
1.019000000000000572e+00,3.323159429777445828e-01,4.393809383422616621e-01
1.019500000000000739e+00,3.363198864402042743e-01,4.185927941412083131e-01
1.020000000000000462e+00,3.372098143393946201e-01,3.996686919252079861e-01
1.020500000000000629e+00,3.355346906859533185e-01,3.925599958643546938e-01
1.021000000000000574e+00,3.329936101013002414e-01,3.886281208958058953e-01
1.021500000000000519e+00,3.312851249978315815e-01,3.960689617317862954e-01
1.022000000000000686e+00,3.314268550082261067e-01,4.161086000689437903e-01
1.022500000000000409e+00,3.336233435922552615e-01,4.427677837047784282e-01
1.023000000000000576e+00,3.376535956920727055e-01,4.669929274740899916e-01
1.023500000000000743e+00,3.437840201516672023e-01,4.893766143100027333e-01
1.024000000000000465e+00,3.536041627140930621e-01,5.100971695233011971e-01
1.024500000000000632e+00,3.699092000771920796e-01,5.309323326409810528e-01
1.025000000000000577e+00,3.957217243052881250e-01,5.530394903272204399e-01
1.025500000000000522e+00,4.335401469117427520e-01,5.722350299840187615e-01
1.026000000000000689e+00,4.845733660080752681e-01,5.888120632352041861e-01
1.026500000000000412e+00,5.473390434683685912e-01,6.048971951453926410e-01
1.027000000000000579e+00,6.171556183830000375e-01,6.226915088366901108e-01
1.027500000000000746e+00,6.874432446810642139e-01,6.398837307492722948e-01
1.028000000000000469e+00,7.517316100303423898e-01,6.514455868361097579e-01
1.028500000000000636e+00,8.050991787687588053e-01,6.574537774301745241e-01
1.029000000000000581e+00,8.444806493090390997e-01,6.599367089076043635e-01
1.029500000000000526e+00,8.681434629837673222e-01,6.550548282246505538e-01
1.030000000000000693e+00,8.750641995329375700e-01,6.435247293821368952e-01
1.030500000000000416e+00,8.646993526411490549e-01,6.291724104623843683e-01
1.031000000000000583e+00,8.371575885523435678e-01,6.119114298343901748e-01
1.031500000000000750e+00,7.935002198899911985e-01,5.923803587850525743e-01
1.032000000000000473e+00,7.359086844256268467e-01,5.682730931472350644e-01
1.032500000000000639e+00,6.675753912086848096e-01,5.440206822529189967e-01
1.033000000000000584e+00,5.923286708352957231e-01,5.264547984572823802e-01
1.033500000000000529e+00,5.143037182118007644e-01,5.070986609202954298e-01
1.034000000000000696e+00,4.383216397829333699e-01,4.893479201601939610e-01
1.034500000000000419e+00,3.713952289873054813e-01,4.691250665949355247e-01
1.035000000000000586e+00,3.239254391964391799e-01,4.537510032751884692e-01
1.035500000000000753e+00,3.069543591284972228e-01,4.451847549292619055e-01
1.036000000000000476e+00,3.261332105775091028e-01,4.361834921708535040e-01
1.036500000000000643e+00,3.789341532303461824e-01,4.293754685851690622e-01
1.037000000000000588e+00,4.555457156333363455e-01,4.287684128152533525e-01
1.037500000000000533e+00,5.422574657733880699e-01,4.351074967919014713e-01
1.038000000000000700e+00,6.263340098392857769e-01,4.417659131181491117e-01
1.038500000000000423e+00,6.986806975017129107e-01,4.474623987003145120e-01
1.039000000000000590e+00,7.538372784496596424e-01,4.519200638674218951e-01
1.039500000000000757e+00,7.890510515709673323e-01,4.568639411736958311e-01
1.040000000000000480e+00,8.034070684249199346e-01,4.618028719972049889e-01
1.040500000000000647e+00,7.971265401791407523e-01,4.669108968481212041e-01
1.041000000000000592e+00,7.710424122421082327e-01,4.714843034304798119e-01
1.041500000000000536e+00,7.264867174793183668e-01,4.748369929146161184e-01
1.042000000000000703e+00,6.657843582836731056e-01,4.800307747783583712e-01
1.042500000000000426e+00,5.931624252414169352e-01,4.868473166644412542e-01
1.043000000000000593e+00,5.155314428849357977e-01,4.935145646750269677e-01
1.043500000000000760e+00,4.422593376936764242e-01,4.994367827288109796e-01
1.044000000000000483e+00,3.830460586904945730e-01,5.069738851409845148e-01
1.044500000000000650e+00,3.445829049060263882e-01,5.115817415089469744e-01
1.045000000000000595e+00,3.284069271128060574e-01,5.166454787298493390e-01
1.045500000000000540e+00,3.310423815262604763e-01,5.168052496406917440e-01
1.046000000000000707e+00,3.458323564034377906e-01,5.158799463007550656e-01
1.046500000000000430e+00,3.654813452304476740e-01,5.167364218896109973e-01
1.047000000000000597e+00,3.841680090140416337e-01,5.203967417224824032e-01
1.047500000000000764e+00,3.986882201726320574e-01,5.221262099076982022e-01
1.048000000000000487e+00,4.085948063869419000e-01,5.227412818528139882e-01
1.048500000000000654e+00,4.154521433058454005e-01,5.248977323811934159e-01
1.049000000000000599e+00,4.215044055037179271e-01,5.236760560990310065e-01
1.049500000000000544e+00,4.283131439100456572e-01,5.254974695705790788e-01
1.050000000000000711e+00,4.360081925572003025e-01,5.259408663701131692e-01
1.050500000000000433e+00,4.434801398148941476e-01,5.205399050273648021e-01
1.051000000000000600e+00,4.493366367399290739e-01,5.145760052932394357e-01
1.051500000000000767e+00,4.530494742379070350e-01,5.095251686662554125e-01
1.052000000000000490e+00,4.555637902794819061e-01,5.053526152256280213e-01
1.052500000000000657e+00,4.588637457948759879e-01,4.997177622126591778e-01
1.053000000000000602e+00,4.646668014604374841e-01,4.974697195976650610e-01
1.053500000000000547e+00,4.731652948042654461e-01,4.926115215737675856e-01
1.054000000000000714e+00,4.826632331515526841e-01,4.858635782533209380e-01
1.054500000000000437e+00,4.900810394345150312e-01,4.808246450785818027e-01
1.055000000000000604e+00,4.919179429493393263e-01,4.748908118905646458e-01
1.055500000000000771e+00,4.855389489566566685e-01,4.691903802725322370e-01
1.056000000000000494e+00,4.704096944223739030e-01,4.662908626180621852e-01
1.056500000000000661e+00,4.484194151895913860e-01,4.680077805601666197e-01
1.057000000000000606e+00,4.228729165446374338e-01,4.708318092031652524e-01
1.057500000000000551e+00,3.970143630444268323e-01,4.727945702448853038e-01
1.058000000000000718e+00,3.735216975165108755e-01,4.756603432719527236e-01
1.058500000000000441e+00,3.550764456492673804e-01,4.806647417663878485e-01
1.059000000000000608e+00,3.447812205189820234e-01,4.807035004676258327e-01
1.059500000000000774e+00,3.453747014405736393e-01,4.793582913952545432e-01
1.060000000000000497e+00,3.578233122728377014e-01,4.795898617431382793e-01
1.060500000000000664e+00,3.806093254291179617e-01,4.818068696095783032e-01
1.061000000000000609e+00,4.098588334745825179e-01,4.807481854125993381e-01
1.061500000000000554e+00,4.402318141062268597e-01,4.785688167318416508e-01
1.062000000000000721e+00,4.661911346389405741e-01,4.770175505517212922e-01
1.062500000000000444e+00,4.831228655521913606e-01,4.727691193871338404e-01
1.063000000000000611e+00,4.883629461083344170e-01,4.659687502139187032e-01
1.063500000000000778e+00,4.820091512033680692e-01,4.675758609329850879e-01
1.064000000000000501e+00,4.668669595833104813e-01,4.725686546677673183e-01
1.064500000000000668e+00,4.470890679470452267e-01,4.746833492907124308e-01
1.065000000000000613e+00,4.263749692027708482e-01,4.754854510868474771e-01
1.065500000000000558e+00,4.074795586576873130e-01,4.808839078540964040e-01
1.066000000000000725e+00,3.927443801739485263e-01,4.880652744366004159e-01
1.066500000000000448e+00,3.835721722914720577e-01,5.047545742701449178e-01
1.067000000000000615e+00,3.793387826434416743e-01,5.223197350934631888e-01
1.067500000000000782e+00,3.785348782592798389e-01,5.411550753002224434e-01
1.068000000000000504e+00,3.815411673424694006e-01,5.562323420800395768e-01
1.068500000000000671e+00,3.911595966697884452e-01,5.657890279432041813e-01
1.069000000000000616e+00,4.097898465918756727e-01,5.772686428585879215e-01
1.069500000000000561e+00,4.374652808519307046e-01,5.870925071265465922e-01
1.070000000000000728e+00,4.738813493358712270e-01,5.966984410241985559e-01
1.070500000000000451e+00,5.191353695507621158e-01,6.063854982257476101e-01
1.071000000000000618e+00,5.700189024387126713e-01,6.144633420309953964e-01
1.071500000000000785e+00,6.194353977146666024e-01,6.208670809011584968e-01
1.072000000000000508e+00,6.591453834998706185e-01,6.255389975719564122e-01
1.072500000000000675e+00,6.817877057869553559e-01,6.333682716537426538e-01
1.073000000000000620e+00,6.812793730426048855e-01,6.522004814635202763e-01
1.073500000000000565e+00,6.537463233868991974e-01,6.711749089921611455e-01
1.074000000000000732e+00,6.003304142104093355e-01,6.873711001520055319e-01
1.074500000000000455e+00,5.292560306583037333e-01,7.017873535516196970e-01
1.075000000000000622e+00,4.564404922875325288e-01,7.254172281321292770e-01
1.075500000000000789e+00,4.033191466567552230e-01,7.498851778603133900e-01
1.076000000000000512e+00,3.888155627587357444e-01,7.745560377515505746e-01
1.076500000000000679e+00,4.164613471899388797e-01,8.014235457261491558e-01
1.077000000000000624e+00,4.725552992667803598e-01,8.303831837751060041e-01
1.077500000000000568e+00,5.421614126547633639e-01,8.559397349582977821e-01
1.078000000000000735e+00,6.163934279435634433e-01,8.780721683361232266e-01
1.078500000000000458e+00,6.894032637609383007e-01,8.990341121462025464e-01
1.079000000000000625e+00,7.557908139780356027e-01,9.199872092302638915e-01
1.079500000000000792e+00,8.125685330881904367e-01,9.429589842887151629e-01
1.080000000000000515e+00,8.605124338978290544e-01,9.632012607427965500e-01
1.080500000000000682e+00,8.917398807727723309e-01,9.894566098806720778e-01
1.081000000000000627e+00,8.889308554723687195e-01,1.016990096982139935e+00
1.081500000000000572e+00,8.461973128759158191e-01,1.053629841229264175e+00
1.082000000000000739e+00,7.705573833107195458e-01,1.093948339649291723e+00
1.082500000000000462e+00,6.638738865001215794e-01,1.132217573514930464e+00
1.083000000000000629e+00,5.450730199794803221e-01,1.177935167212721623e+00
1.083500000000000796e+00,4.592639056383972518e-01,1.244841740277735642e+00
1.084000000000000519e+00,4.452421857087314194e-01,1.320071894906578613e+00
1.084500000000000686e+00,5.127275379455237259e-01,1.387657040413655229e+00
1.085000000000000631e+00,6.519521565287411669e-01,1.453296133586779337e+00
1.085500000000000576e+00,8.424945658785809588e-01,1.519303902174085730e+00
1.086000000000000743e+00,1.053737890513398501e+00,1.582136655680903115e+00
1.086500000000000465e+00,1.259441203542751575e+00,1.639306034137218093e+00
1.087000000000000632e+00,1.434053659524678226e+00,1.696137978648980749e+00
1.087500000000000799e+00,1.574497061013633070e+00,1.750897578591752435e+00
1.088000000000000522e+00,1.672187206170388407e+00,1.814852551724825513e+00
1.088500000000000689e+00,1.691820599329050268e+00,1.904371601063047592e+00
1.089000000000000634e+00,1.628154369346140440e+00,1.985961558149395900e+00
1.089500000000000579e+00,1.483937721166013191e+00,2.061188446222528725e+00
1.090000000000000746e+00,1.240301896495563438e+00,2.178440745797126432e+00
1.090500000000000469e+00,9.009307676626410188e-01,2.302510487781870285e+00
1.091000000000000636e+00,6.249714917648298007e-01,2.465135879272904784e+00
1.091500000000000803e+00,6.590689866676179287e-01,2.649277346693035717e+00
1.092000000000000526e+00,9.971374409751957435e-01,2.814798945433644839e+00
1.092500000000000693e+00,1.516366549744070369e+00,2.944430561193633000e+00
1.093000000000000638e+00,2.079662231618111257e+00,3.053483819170340841e+00
1.093500000000000583e+00,2.631700149845790371e+00,3.146662523154631685e+00
1.094000000000000750e+00,3.110375245020426060e+00,3.226006200153433756e+00
1.094500000000000473e+00,3.523645032600097871e+00,3.295034893514320995e+00
1.095000000000000639e+00,3.864696560333876985e+00,3.354196058489802290e+00
1.095500000000000806e+00,4.142732699202910318e+00,3.402346806403861557e+00
1.096000000000000529e+00,4.367484432877538403e+00,3.434973272517113152e+00
1.096500000000000696e+00,4.545728559769058208e+00,3.466804387329893267e+00
1.097000000000000641e+00,4.682050478155044715e+00,3.499525054872206997e+00
1.097500000000000586e+00,4.779627692780280768e+00,3.522127163418750317e+00
1.098000000000000753e+00,4.840675282512885147e+00,3.522177150212132624e+00
1.098500000000000476e+00,4.866618266899604528e+00,3.523341023825557361e+00
1.099000000000000643e+00,4.858092386214600822e+00,3.515827794849854193e+00
1.099500000000000810e+00,4.814900059005472244e+00,3.492296265507191411e+00
1.100000000000000533e+00,4.736011663880176137e+00,3.458308511599992752e+00
1.100500000000000700e+00,4.619584824494928910e+00,3.417982891236268639e+00
1.101000000000000645e+00,4.462881341986947525e+00,3.371419965457947310e+00
1.101500000000000590e+00,4.261955662669309142e+00,3.316731392855741145e+00
1.102000000000000757e+00,4.011012474155887908e+00,3.255860317457587083e+00
1.102500000000000480e+00,3.701444982319121557e+00,3.185735276522872361e+00
1.103000000000000647e+00,3.322096805329157743e+00,3.100029283463997309e+00
1.103500000000000814e+00,2.871343132026712652e+00,3.001502968417253392e+00
1.104000000000000536e+00,2.356863725606867632e+00,2.888362661521560959e+00
1.104500000000000703e+00,1.792404503737396126e+00,2.756245519256159682e+00
1.105000000000000648e+00,1.237543372562110999e+00,2.614068791075625064e+00
1.105500000000000593e+00,7.938430132015759089e-01,2.483460524650431100e+00
1.106000000000000760e+00,6.101689289179582643e-01,2.346009690993497543e+00
1.106500000000000483e+00,7.732886765511560734e-01,2.176075605170025185e+00
1.107000000000000650e+00,1.123556188894058838e+00,2.034071108966631680e+00
1.107500000000000817e+00,1.422763025408978255e+00,1.973441949296404374e+00
1.108000000000000540e+00,1.613590803338025736e+00,1.921265963928894482e+00
1.108500000000000707e+00,1.718260307705283818e+00,1.866782271951292982e+00
1.109000000000000652e+00,1.744183677286237799e+00,1.809420676770789882e+00
1.109500000000000597e+00,1.687935503413450444e+00,1.747361989511722502e+00
1.110000000000000764e+00,1.569635560770372473e+00,1.682425481971566938e+00
1.110500000000000487e+00,1.413564924318670091e+00,1.611964826145906970e+00
1.111000000000000654e+00,1.216165652984799062e+00,1.545007551757519249e+00
1.111500000000000821e+00,9.999024943494116968e-01,1.474501442948572771e+00
1.112000000000000544e+00,7.933965172039937341e-01,1.405818347004350377e+00
1.112500000000000711e+00,6.272423902651710348e-01,1.348051976872717717e+00
1.113000000000000655e+00,5.253565960973877180e-01,1.291909751716045829e+00
1.113500000000000600e+00,4.983340440539437699e-01,1.235133329556707515e+00
1.114000000000000767e+00,5.381540790139840436e-01,1.175076204705321370e+00
1.114500000000000490e+00,6.231901589830955990e-01,1.112485037703626833e+00
1.115000000000000657e+00,7.221990910324992408e-01,1.063895813309549521e+00
1.115500000000000824e+00,8.084051316525038278e-01,1.028077111056667103e+00
1.116000000000000547e+00,8.699688788969067721e-01,9.909468496528589521e-01
1.116500000000000714e+00,8.987656493423725745e-01,9.553081812914225868e-01
1.117000000000000659e+00,8.944100853351560909e-01,9.225930385524574451e-01
1.117500000000000604e+00,8.679937754696082086e-01,8.881977716307325466e-01
1.118000000000000771e+00,8.261447406155968398e-01,8.565164417264649055e-01
1.118500000000000494e+00,7.741772496806034187e-01,8.278521867435175707e-01
1.119000000000000661e+00,7.154972198213551682e-01,7.981119514804809745e-01
1.119500000000000828e+00,6.488087236722204221e-01,7.701877853968805976e-01
1.120000000000000551e+00,5.781482791637977403e-01,7.437507523391613251e-01
1.120500000000000718e+00,5.124014081467407333e-01,7.183636011110052788e-01
1.121000000000000663e+00,4.608251631388003422e-01,6.920802560388937819e-01
1.121500000000000608e+00,4.323261099264762986e-01,6.650812813553925729e-01
1.122000000000000774e+00,4.293978922376625040e-01,6.397313830502402432e-01
1.122500000000000497e+00,4.438622408833212130e-01,6.159803460279937859e-01
1.123000000000000664e+00,4.644773886171109645e-01,5.944008040605645027e-01
1.123500000000000831e+00,4.833767046890510288e-01,5.720564389889782886e-01
1.124000000000000554e+00,4.950258579725323460e-01,5.507725513263078687e-01
1.124500000000000721e+00,4.950364155000865907e-01,5.359459512408313309e-01
1.125000000000000666e+00,4.820615872742753938e-01,5.269875715359569890e-01
1.125500000000000611e+00,4.587815927240471714e-01,5.229539174809922919e-01
1.126000000000000778e+00,4.310986734907327755e-01,5.209527047673223610e-01
1.126500000000000501e+00,4.068618390736490897e-01,5.195080730649774825e-01
1.127000000000000668e+00,3.934226143955000810e-01,5.192190414230719586e-01
1.127500000000000835e+00,3.935205774369118781e-01,5.175404473931458638e-01
1.128000000000000558e+00,4.051703923946624597e-01,5.194342905188646942e-01
1.128500000000000725e+00,4.248151141754806237e-01,5.241765539931181328e-01
1.129000000000000670e+00,4.487839237908287093e-01,5.277967272041952373e-01
1.129500000000000615e+00,4.738245380488324554e-01,5.254018637338633280e-01
1.130000000000000782e+00,4.965888531967617148e-01,5.240670587170532801e-01
1.130500000000000504e+00,5.129741811442811716e-01,5.272093392659982225e-01
1.131000000000000671e+00,5.201003438681268687e-01,5.302265817918134783e-01
1.131500000000000838e+00,5.177510844781035848e-01,5.322688005282951718e-01
1.132000000000000561e+00,5.074416272488372348e-01,5.328502155380399063e-01
1.132500000000000728e+00,4.919575845846847484e-01,5.318384548000534284e-01
1.133000000000000673e+00,4.753306306323314412e-01,5.269447316587800856e-01
1.133500000000000618e+00,4.607109898575242890e-01,5.234704042893428833e-01
1.134000000000000785e+00,4.483082774874335152e-01,5.186254323033188118e-01
1.134500000000000508e+00,4.369281169310627599e-01,5.151498629933838336e-01
1.135000000000000675e+00,4.264244344759672289e-01,5.108126201644199726e-01
1.135500000000000842e+00,4.179949666242435136e-01,5.053724817183754547e-01
1.136000000000000565e+00,4.131497724921205372e-01,4.957641699456186712e-01
1.136500000000000732e+00,4.127010430773555560e-01,4.846260042927609812e-01
1.137000000000000677e+00,4.161971675956147587e-01,4.711737233900444299e-01
1.137500000000000622e+00,4.220578533298356416e-01,4.599527296889774353e-01
1.138000000000000789e+00,4.286077785378236693e-01,4.490105639760966771e-01
1.138500000000000512e+00,4.349172718340736377e-01,4.397093054447805405e-01
1.139000000000000679e+00,4.407561953688359790e-01,4.306281744955360868e-01
1.139500000000000846e+00,4.465549917906780908e-01,4.209991936011658886e-01
1.140000000000000568e+00,4.534428779505521589e-01,4.109860962660372152e-01
1.140500000000000735e+00,4.626353770309152291e-01,4.019749496601906502e-01
1.141000000000000680e+00,4.743218103494409310e-01,3.935957197860102674e-01
1.141500000000000625e+00,4.869888622431692293e-01,3.872160248907732805e-01
1.142000000000000792e+00,4.979882930644749517e-01,3.831064440389485570e-01
1.142500000000000515e+00,5.047761541632368454e-01,3.791350552754929604e-01
1.143000000000000682e+00,5.053728476775589673e-01,3.767708808904203233e-01
1.143500000000000849e+00,4.985659998175043239e-01,3.757856498016282076e-01
1.144000000000000572e+00,4.849157932692000905e-01,3.801962838695671643e-01
1.144500000000000739e+00,4.673199446395764345e-01,3.840055360543486729e-01
1.145000000000000684e+00,4.500985893233992452e-01,3.882879697652915629e-01
1.145500000000000629e+00,4.372138484327984242e-01,3.961554490784222060e-01
1.146000000000000796e+00,4.306784408999548286e-01,4.046040559773629863e-01
1.146500000000000519e+00,4.301919115310026132e-01,4.139555111896576767e-01
1.147000000000000686e+00,4.344359866224208888e-01,4.225280574209465678e-01
1.147500000000000853e+00,4.427594379661822233e-01,4.307133969427264786e-01
1.148000000000000576e+00,4.556450478713718333e-01,4.395321655032816688e-01
1.148500000000000743e+00,4.738102936943654475e-01,4.473794720569779781e-01
1.149000000000000687e+00,4.971809161888122719e-01,4.595090513708828261e-01
1.149500000000000632e+00,5.250501052026564919e-01,4.714654056203384513e-01
1.150000000000000799e+00,5.565447979965159053e-01,4.822702578412007002e-01
1.150500000000000522e+00,5.903414736841321453e-01,4.882135132249676990e-01
1.151000000000000689e+00,6.243071539310822704e-01,4.925154840844968018e-01
1.151500000000000856e+00,6.555096272384379752e-01,4.959647551773465612e-01
1.152000000000000579e+00,6.806216742868492764e-01,4.991705361557168819e-01
1.152500000000000746e+00,6.966290107993409197e-01,4.983173440451890701e-01
1.153000000000000691e+00,7.014171248601483999e-01,4.970433359943680074e-01
1.153500000000000636e+00,6.939510456819152351e-01,4.985635076251770381e-01
1.154000000000000803e+00,6.742520352055370036e-01,5.000699849374601325e-01
1.154500000000000526e+00,6.436138518672718245e-01,5.009693431419952603e-01
1.155000000000000693e+00,6.049812987510103657e-01,5.041143918378028221e-01
1.155500000000000860e+00,5.626731168857022070e-01,5.098780937929233703e-01
1.156000000000000583e+00,5.208719934064880430e-01,5.140176502114729429e-01
1.156500000000000750e+00,4.818488276865982023e-01,5.149547854612690490e-01
1.157000000000000695e+00,4.461891656815454299e-01,5.174616547406294398e-01
1.157500000000000639e+00,4.155750611844826747e-01,5.222574489957787502e-01
1.158000000000000806e+00,3.952581920560732653e-01,5.280853681289328083e-01
1.158500000000000529e+00,3.927370876449923776e-01,5.349262339563382040e-01
1.159000000000000696e+00,4.130165820308684954e-01,5.429220111906893909e-01
1.159500000000000863e+00,4.557466192825413431e-01,5.502912666261152719e-01
1.160000000000000586e+00,5.159892352983427299e-01,5.588219179856552810e-01
1.160500000000000753e+00,5.856153062546859411e-01,5.736857081841264527e-01
1.161000000000000698e+00,6.554409875432591903e-01,5.868987276153021515e-01
1.161500000000000643e+00,7.176009076589303648e-01,5.994593540462707093e-01
1.162000000000000810e+00,7.664299905073684860e-01,6.068446314499984506e-01
1.162500000000000533e+00,7.983139045140601464e-01,6.067808129460533495e-01
1.163000000000000700e+00,8.114179521455644473e-01,6.028950906600378801e-01
1.163500000000000867e+00,8.055181604169732168e-01,5.990276414860741250e-01
1.164000000000000590e+00,7.818877928246570352e-01,5.951418717701597583e-01
1.164500000000000757e+00,7.432016398915478606e-01,5.911870160801300234e-01
1.165000000000000702e+00,6.933349439553235793e-01,5.862710920503217960e-01
1.165500000000000647e+00,6.366673503636713916e-01,5.803775003097629837e-01
1.166000000000000814e+00,5.768939158753603191e-01,5.690020468960583777e-01
1.166500000000000536e+00,5.167609890123386895e-01,5.523265641712703511e-01
1.167000000000000703e+00,4.595261676953535934e-01,5.334628153759032321e-01
1.167500000000000870e+00,4.098713580835201542e-01,5.142663650415245646e-01
1.168000000000000593e+00,3.719215249886274610e-01,4.956447992175448403e-01
1.168500000000000760e+00,3.466067105949485194e-01,4.791684950767509110e-01
1.169000000000000705e+00,3.322869693646554601e-01,4.647964903862333297e-01
1.169500000000000650e+00,3.269414572797617047e-01,4.549677148931409176e-01
1.170000000000000817e+00,3.287448879795481504e-01,4.532531207846619559e-01
1.170500000000000540e+00,3.353993363970533825e-01,4.505810477977331141e-01
1.171000000000000707e+00,3.442815526073495502e-01,4.492245852590283084e-01
1.171500000000000874e+00,3.541611642282779804e-01,4.504322806955919356e-01
1.172000000000000597e+00,3.669482232530755783e-01,4.620392645699185619e-01
1.172500000000000764e+00,3.876597021194363446e-01,4.724308782384928351e-01
1.173000000000000709e+00,4.225879007622329597e-01,4.816813426687004407e-01
1.173500000000000654e+00,4.775910236732056058e-01,4.908308041078897621e-01
