omega,direct_score,smooth_score
1.720500000000001251e+00,4.457160680495960148e-01,5.643046200770036602e-01
1.721000000000000973e+00,4.697167717603866199e-01,5.441419539344752865e-01
1.721500000000001140e+00,4.935558536139919572e-01,5.202689264100323063e-01
1.722000000000001307e+00,5.139465417069345454e-01,4.989933715885726540e-01
1.722500000000001030e+00,5.285497062120351197e-01,4.897611661912466552e-01
1.723000000000001197e+00,5.353306415871904589e-01,4.848849351995815904e-01
1.723500000000001364e+00,5.324219964796902405e-01,4.828057130589858414e-01
1.724000000000001087e+00,5.185804111540726069e-01,4.801622966029878148e-01
1.724500000000001254e+00,4.937508918370064892e-01,4.762896279435622771e-01
1.725000000000000977e+00,4.594075398864775339e-01,4.748324634397864119e-01
1.725500000000001144e+00,4.187201380044293653e-01,4.777568924632781266e-01
1.726000000000001311e+00,3.767864204450045440e-01,4.842489636557453236e-01
1.726500000000001034e+00,3.410155696619769361e-01,4.969553255176976658e-01
1.727000000000001201e+00,3.209752076779919805e-01,5.108995484368749063e-01
1.727500000000001368e+00,3.260127196298706620e-01,5.234570023219620172e-01
1.728000000000001091e+00,3.612299961001352311e-01,5.346929763480121611e-01
1.728500000000001258e+00,4.263408288043012417e-01,5.455221517969157663e-01
1.729000000000000981e+00,5.175592610886604605e-01,5.620064190279500105e-01
1.729500000000001148e+00,6.300561513470135377e-01,5.779785082920707584e-01
1.730000000000001315e+00,7.589648646138016375e-01,5.960997252132934632e-01
1.730500000000001037e+00,8.965757263273512745e-01,6.158964104849640187e-01
1.731000000000001204e+00,1.031686563909084420e+00,6.346903146264709639e-01
1.731500000000001371e+00,1.153909461692095295e+00,6.464133429422239674e-01
1.732000000000001094e+00,1.256533901574284240e+00,6.542153082855304280e-01
1.732500000000001261e+00,1.336125679107656561e+00,6.552165068814405080e-01
1.733000000000000984e+00,1.391224969843163795e+00,6.549926178255672804e-01
1.733500000000001151e+00,1.421399937630425381e+00,6.549605367840538594e-01
1.734000000000001318e+00,1.426746473789132441e+00,6.531397431868697367e-01
1.734500000000001041e+00,1.407675972066225301e+00,6.455030576427384092e-01
1.735000000000001208e+00,1.364883076540425177e+00,6.365308783683772953e-01
1.735500000000001375e+00,1.299461097716845925e+00,6.288440877007634988e-01
1.736000000000001098e+00,1.213168865942407804e+00,6.247611961396544178e-01
1.736500000000001265e+00,1.108801536500787499e+00,6.248054498651481881e-01
1.737000000000000988e+00,9.904400166583414711e-01,6.222704785708798036e-01
1.737500000000001155e+00,8.632346508005813712e-01,6.160474565017228787e-01
1.738000000000001322e+00,7.329044367567590923e-01,6.048533569271865584e-01
1.738500000000001044e+00,6.060957088571906626e-01,5.945896660383864774e-01
1.739000000000001211e+00,4.916971422587710916e-01,5.846879944187940437e-01
1.739500000000001378e+00,3.999172668015691379e-01,5.788313971735565833e-01
1.740000000000001101e+00,3.369567489461497978e-01,5.723815475718542212e-01
1.740500000000001268e+00,3.006357428755346839e-01,5.584166451806196196e-01
1.741000000000000991e+00,2.830153543067409072e-01,5.540560517858982292e-01
1.741500000000001158e+00,2.763896265399461427e-01,5.509687473054943885e-01
1.742000000000001325e+00,2.765554514693269739e-01,5.510146589620241731e-01
1.742500000000001048e+00,2.830503646457299127e-01,5.587790438037437690e-01
1.743000000000001215e+00,2.984186257136455245e-01,5.597294110885837615e-01
1.743500000000001382e+00,3.267490802326812882e-01,5.590131399017186364e-01
1.744000000000001105e+00,3.711454061730575793e-01,5.561722521331603497e-01
1.744500000000001272e+00,4.311866953325919627e-01,5.532508723733760014e-01
1.745000000000000995e+00,5.023856471569752014e-01,5.489589109035962755e-01
1.745500000000001162e+00,5.781262069524996106e-01,5.464186485523504500e-01
1.746000000000001329e+00,6.521165942868533127e-01,5.460669744006081405e-01
1.746500000000001052e+00,7.197709488280534806e-01,5.462394533345613645e-01
1.747000000000001219e+00,7.784920636913089664e-01,5.455562975797925152e-01
1.747500000000001386e+00,8.271546086543425380e-01,5.500482939609139255e-01
1.748000000000001108e+00,8.651225177054520099e-01,5.517504793100647120e-01
1.748500000000001275e+00,8.914707263954284588e-01,5.517294591018194749e-01
1.749000000000000998e+00,9.049168206437041562e-01,5.501098916981607134e-01
1.749500000000001165e+00,9.042021886304194567e-01,5.435462982184768865e-01
1.750000000000001332e+00,8.884353160169350394e-01,5.350385876482299796e-01
1.750500000000001055e+00,8.573419374813771032e-01,5.422164300251334224e-01
1.751000000000001222e+00,8.116144917305575524e-01,5.473440409234867632e-01
1.751500000000001389e+00,7.534062542514119443e-01,5.505857362320030202e-01
1.752000000000001112e+00,6.868000194178224271e-01,5.530428312026918203e-01
1.752500000000001279e+00,6.179907124867719537e-01,5.553879177769658337e-01
1.753000000000001002e+00,5.549489859672731562e-01,5.560379453728520049e-01
1.753500000000001169e+00,5.063910657158697814e-01,5.555341839271324966e-01
1.754000000000001336e+00,4.797928621237973479e-01,5.582658452930859827e-01
1.754500000000001059e+00,4.783892052855339694e-01,5.632181464334163890e-01
1.755000000000001226e+00,4.987078089997007413e-01,5.729998993588164558e-01
1.755500000000001393e+00,5.315218927251530445e-01,5.839872516215166565e-01
1.756000000000001116e+00,5.661445069938781938e-01,5.944303970877529153e-01
1.756500000000001283e+00,5.944643244691439898e-01,6.015207326448805958e-01
1.757000000000001005e+00,6.126128014681646583e-01,6.098690143610218106e-01
1.757500000000001172e+00,6.206703062144041105e-01,6.236991589400993075e-01
1.758000000000001339e+00,6.211407033899801755e-01,6.423260305353354349e-01
1.758500000000001062e+00,6.169226840240575882e-01,6.591195824023735605e-01
1.759000000000001229e+00,6.099983432642271941e-01,6.746179680889674568e-01
1.759500000000001396e+00,6.013731874829822965e-01,6.882773196291523954e-01
1.760000000000001119e+00,5.914336587688088231e-01,6.956179199315694062e-01
1.760500000000001286e+00,5.801347497788630347e-01,6.999403273836246608e-01
1.761000000000001009e+00,5.673300020033085200e-01,7.066869225202970783e-01
1.761500000000001176e+00,5.534495459681664231e-01,7.121675004640113382e-01
1.762000000000001343e+00,5.400918575689603873e-01,7.135223746677011869e-01
1.762500000000001066e+00,5.299063779001145225e-01,7.142863572263882244e-01
1.763000000000001233e+00,5.254239320269575853e-01,7.137942261038427993e-01
1.763500000000001400e+00,5.273014047002096971e-01,7.153405286904349625e-01
1.764000000000001123e+00,5.334480973900102008e-01,7.158973147782459190e-01
1.764500000000001290e+00,5.398425939267237350e-01,7.194851233340343599e-01
1.765000000000001013e+00,5.421336046477212012e-01,7.227385820515020987e-01
1.765500000000001180e+00,5.368802097250183758e-01,7.234740639870004264e-01
1.766000000000001346e+00,5.221910833524552320e-01,7.221448905614021863e-01
1.766500000000001069e+00,4.981593994518317414e-01,7.221251256040741584e-01
1.767000000000001236e+00,4.673752505921570655e-01,7.228895041168794666e-01
1.767500000000001403e+00,4.349805238131502771e-01,7.234251515756543460e-01
1.768000000000001126e+00,4.069836392796479241e-01,7.236192423551933706e-01
1.768500000000001293e+00,3.873121226681254803e-01,7.282019039127153315e-01
1.769000000000001016e+00,3.772469137069682232e-01,7.424678641901812925e-01
1.769500000000001183e+00,3.773293102662677589e-01,7.651400624826133479e-01
1.770000000000001350e+00,3.879297698654698978e-01,7.880392420531875386e-01
1.770500000000001073e+00,4.079517673099973818e-01,8.080203031291286475e-01
1.771000000000001240e+00,4.340740987436652598e-01,8.290570678692541495e-01
1.771500000000001407e+00,4.619990519869750512e-01,8.556704744160302800e-01
1.772000000000001130e+00,4.887787490963765857e-01,8.802423309681159935e-01
1.772500000000001297e+00,5.139082374131193065e-01,9.040975108819054862e-01
1.773000000000001020e+00,5.367284745260715306e-01,9.339478343920399883e-01
1.773500000000001187e+00,5.529283460941274431e-01,9.733142173083443316e-01
1.774000000000001354e+00,5.570157500652461735e-01,1.008838778675545722e+00
1.774500000000001076e+00,5.469491205960920199e-01,1.041010235980275977e+00
1.775000000000001243e+00,5.231178666256299792e-01,1.073730521434785423e+00
1.775500000000001410e+00,4.848452580575954296e-01,1.119150765592530794e+00
1.776000000000001133e+00,4.331893699015741395e-01,1.165901881678564456e+00
1.776500000000001300e+00,3.758615194114842684e-01,1.218053560764505550e+00
1.777000000000001023e+00,3.282809966167771765e-01,1.273679226650257679e+00
1.777500000000001190e+00,3.090970890475537303e-01,1.328669199687114277e+00
1.778000000000001357e+00,3.283287852593352318e-01,1.388964549452090136e+00
1.778500000000001080e+00,3.830324265837458109e-01,1.454521878276201274e+00
1.779000000000001247e+00,4.639209412855317960e-01,1.517646072206334296e+00
1.779500000000001414e+00,5.597575413661479704e-01,1.576914237137349240e+00
1.780000000000001137e+00,6.594754860234635085e-01,1.630659704302965363e+00
1.780500000000001304e+00,7.532360122780088485e-01,1.685471195398094535e+00
1.781000000000001027e+00,8.277800398330399378e-01,1.744913884431096962e+00
1.781500000000001194e+00,8.640189436507366150e-01,1.807466147135264434e+00
1.782000000000001361e+00,8.524914729712691486e-01,1.864150988394965847e+00
1.782500000000001084e+00,7.953042373384608954e-01,1.917723813235863606e+00
1.783000000000001251e+00,6.914674229625701329e-01,1.980722560520228104e+00
1.783500000000001418e+00,5.443755594053997227e-01,2.058137796253274310e+00
1.784000000000001140e+00,3.898834678173523360e-01,2.129913521921792174e+00
1.784500000000001307e+00,3.089513073096635809e-01,2.217014917247591477e+00
1.785000000000001030e+00,3.853677857524377970e-01,2.298312475462462423e+00
1.785500000000001197e+00,6.359868047055015072e-01,2.389130247622421876e+00
1.786000000000001364e+00,1.010904040924687664e+00,2.464226801974260805e+00
1.786500000000001087e+00,1.449807234533087019e+00,2.527269250950977320e+00
1.787000000000001254e+00,1.891997071319209356e+00,2.584408706974221204e+00
1.787500000000001421e+00,2.294390121033389462e+00,2.635182821335884551e+00
1.788000000000001144e+00,2.636710563442433930e+00,2.680262759857142907e+00
1.788500000000001311e+00,2.920258587537863271e+00,2.716350747713979885e+00
1.789000000000001034e+00,3.151976671096069715e+00,2.749942240454040121e+00
1.789500000000001201e+00,3.337998676130239151e+00,2.777552229363030811e+00
1.790000000000001368e+00,3.482984679888753821e+00,2.801479235970609771e+00
1.790500000000001091e+00,3.590408085894989831e+00,2.813750161244265691e+00
1.791000000000001258e+00,3.662815800963110213e+00,2.815154252982838834e+00
1.791500000000001425e+00,3.701945682814894667e+00,2.808856773606376755e+00
1.792000000000001148e+00,3.708738873956846760e+00,2.813662612910099003e+00
1.792500000000001315e+00,3.683299946139262371e+00,2.807130103187897241e+00
1.793000000000001037e+00,3.624850277389926934e+00,2.788040012066600681e+00
1.793500000000001204e+00,3.531700575151735855e+00,2.762515891661449174e+00
1.794000000000001371e+00,3.401227535012104397e+00,2.736850432915473696e+00
1.794500000000001094e+00,3.229792373375232728e+00,2.708668345131833188e+00
1.795000000000001261e+00,3.012519203503448928e+00,2.673282252442288343e+00
1.795500000000001428e+00,2.742961297704224144e+00,2.632521725743721230e+00
1.796000000000001151e+00,2.413546485841207012e+00,2.582940740637475141e+00
1.796500000000001318e+00,2.022552923091556210e+00,2.527361022104087418e+00
1.797000000000001041e+00,1.593700341241564455e+00,2.465077582969889214e+00
1.797500000000001208e+00,1.160608718801992234e+00,2.393628492464118462e+00
1.798000000000001375e+00,7.641665121044987075e-01,2.320806281857235476e+00
1.798500000000001098e+00,4.776756766064521598e-01,2.248538824581314266e+00
1.799000000000001265e+00,3.520525118382393237e-01,2.181048652697998858e+00
1.799500000000001432e+00,3.937079128842022602e-01,2.106058410195052133e+00
1.800000000000001155e+00,5.482882048964848876e-01,2.017822957942357220e+00
1.800500000000001322e+00,7.248932321608337892e-01,1.946593534760510114e+00
1.801000000000001044e+00,8.642479531040377916e-01,1.886215914801845583e+00
1.801500000000001211e+00,9.514544235391919624e-01,1.827692948986657129e+00
1.802000000000001378e+00,9.874198281277954958e-01,1.762508345876312887e+00
1.802500000000001101e+00,9.719154222235137919e-01,1.689918288846228744e+00
1.803000000000001268e+00,9.103499729788850914e-01,1.622459224564285707e+00
1.803500000000001435e+00,8.160857429449753786e-01,1.566410976615873363e+00
1.804000000000001158e+00,7.058869731359915800e-01,1.511819897664322898e+00
1.804500000000001325e+00,6.020770082931106160e-01,1.451530362438426147e+00
1.805000000000001048e+00,5.228659214432779256e-01,1.388741653797196385e+00
1.805500000000001215e+00,4.717251042402570427e-01,1.329496052567760600e+00
1.806000000000001382e+00,4.469637654109000491e-01,1.274294848194726271e+00
1.806500000000001105e+00,4.447248122375748736e-01,1.232804557496156361e+00
1.807000000000001272e+00,4.568359549434315992e-01,1.208322575202328331e+00
1.807500000000001439e+00,4.766118238824135211e-01,1.183376023280945377e+00
1.808000000000001162e+00,5.019316565416784837e-01,1.155723106180595483e+00
1.808500000000001329e+00,5.312785665310013616e-01,1.133085986922720334e+00
1.809000000000001052e+00,5.598688162258154133e-01,1.112030393417917207e+00
1.809500000000001219e+00,5.805681451511646163e-01,1.085547719413959333e+00
1.810000000000001386e+00,5.880499987886717017e-01,1.054804107427871340e+00
1.810500000000001108e+00,5.824389758808428130e-01,1.022434720242354711e+00
1.811000000000001275e+00,5.693742765262921335e-01,9.933464660699120596e-01
1.811500000000001442e+00,5.556704620640297021e-01,9.596457376299257769e-01
1.812000000000001165e+00,5.435184430465771488e-01,9.245625277940469067e-01
1.812500000000001332e+00,5.313061853629097442e-01,8.916155027876273564e-01
1.813000000000001055e+00,5.185941551448667308e-01,8.617272241320035331e-01
1.813500000000001222e+00,5.067103594689943424e-01,8.289516506076054503e-01
1.814000000000001389e+00,4.971851978445074316e-01,7.961609535252784919e-01
1.814500000000001112e+00,4.907599873608208263e-01,7.640616353772712310e-01
1.815000000000001279e+00,4.871762100937406248e-01,7.348099450642239239e-01
1.815500000000001446e+00,4.857204888438377277e-01,7.021931379626653591e-01
1.816000000000001169e+00,4.860421947623419503e-01,6.745937150449609065e-01
1.816500000000001336e+00,4.885467262230770435e-01,6.631596971761843928e-01
1.817000000000001059e+00,4.940835441710761944e-01,6.505599815087265148e-01
1.817500000000001226e+00,5.031722138387554333e-01,6.434361025914238086e-01
1.818000000000001393e+00,5.148861309373912176e-01,6.373584706293244917e-01
1.818500000000001116e+00,5.268340472766968041e-01,6.353191983502639584e-01
1.819000000000001283e+00,5.370595255561939618e-01,6.328794859499601300e-01
1.819500000000001450e+00,5.452152784979288347e-01,6.301003878695592419e-01
1.820000000000001172e+00,5.519086072604589832e-01,6.281179660538522835e-01
1.820500000000001339e+00,5.578295920697105004e-01,6.239858865833712853e-01
1.821000000000001062e+00,5.637592128335836561e-01,6.213862788755829536e-01
1.821500000000001229e+00,5.706695323124936214e-01,6.244962332474366384e-01
1.822000000000001396e+00,5.790514261124735107e-01,6.262814781652682461e-01
1.822500000000001119e+00,5.881720859083567898e-01,6.310741785447865349e-01
1.823000000000001286e+00,5.959536243822427526e-01,6.360090431769174213e-01
1.823500000000001453e+00,5.993011973440474094e-01,6.401778433086723341e-01
1.824000000000001176e+00,5.948779708231061170e-01,6.439306418491135275e-01
1.824500000000001343e+00,5.803368420232026814e-01,6.406148952363450721e-01
1.825000000000001066e+00,5.552945152048525124e-01,6.357799217194820551e-01
1.825500000000001233e+00,5.215451884854525044e-01,6.295044279865109615e-01
1.826000000000001400e+00,4.831512941833085995e-01,6.232463391108569173e-01
1.826500000000001123e+00,4.466982278032849973e-01,6.200280304502483464e-01
1.827000000000001290e+00,4.198862999818220310e-01,6.114843479954175098e-01
1.827500000000001457e+00,4.078980863273174995e-01,6.013636195535078111e-01
1.828000000000001180e+00,4.121233452292599742e-01,5.922410467863900019e-01
1.828500000000001346e+00,4.327751540950032227e-01,5.880105412661632558e-01
1.829000000000001069e+00,4.701307093936251680e-01,5.881672248666588443e-01
1.829500000000001236e+00,5.223244772423381033e-01,5.883977962343076573e-01
1.830000000000001403e+00,5.837528852559682457e-01,5.877210948198628993e-01
1.830500000000001126e+00,6.467695611089205876e-01,5.928082073481377723e-01
1.831000000000001293e+00,7.045705412476898077e-01,5.962411816861068470e-01
1.831500000000001460e+00,7.527303079157683374e-01,6.031456770394518774e-01
1.832000000000001183e+00,7.890936493125060291e-01,6.076053065378957951e-01
1.832500000000001350e+00,8.129084338664280818e-01,6.102784610053259007e-01
1.833000000000001073e+00,8.239308410991725840e-01,6.110636808329997782e-01
1.833500000000001240e+00,8.218633231733770694e-01,6.089154584674721926e-01
1.834000000000001407e+00,8.062530837344050738e-01,6.079826092078444155e-01
1.834500000000001130e+00,7.768125166240290591e-01,6.093060689862789259e-01
1.835000000000001297e+00,7.339877648435044755e-01,6.075821668389027597e-01
1.835500000000001464e+00,6.794940276287727565e-01,6.036523278707042195e-01
1.836000000000001187e+00,6.164722658802693767e-01,5.986471101260959493e-01
1.836500000000001354e+00,5.490213561450298929e-01,5.907556957927937447e-01
1.837000000000001076e+00,4.812832384097721627e-01,5.832358826753157865e-01
1.837500000000001243e+00,4.169401437674846167e-01,5.751210470930872010e-01
1.838000000000001410e+00,3.602675553591856428e-01,5.692201020605650585e-01
1.838500000000001133e+00,3.180866562108978224e-01,5.620714421993677767e-01
1.839000000000001300e+00,2.986350018058946398e-01,5.538813972941217800e-01
1.839500000000001467e+00,3.060591792666285671e-01,5.454892223985998712e-01
1.840000000000001190e+00,3.383763101915047145e-01,5.446473048643024617e-01
1.840500000000001357e+00,3.917866196322118966e-01,5.506002414602428896e-01
1.841000000000001080e+00,4.645022843693221715e-01,5.594871266223637729e-01
1.841500000000001247e+00,5.564425103232849557e-01,5.665240130266574470e-01
1.842000000000001414e+00,6.657115937322983790e-01,5.722228780562065298e-01
1.842500000000001137e+00,7.860509789185328167e-01,5.809811242615128268e-01
1.843000000000001304e+00,9.084668301202178942e-01,5.891481492841896817e-01
1.843500000000001471e+00,1.024431444239040090e+00,5.937836559746568765e-01
1.844000000000001194e+00,1.127434674278199100e+00,5.993412231282616576e-01
1.844500000000001361e+00,1.213049435570497936e+00,6.019672705566552207e-01
1.845000000000001084e+00,1.278484829652235089e+00,6.026655462433042620e-01
1.845500000000001251e+00,1.322065166484643672e+00,6.049806206840093736e-01
1.846000000000001418e+00,1.342800307704945961e+00,6.062187585322750261e-01
1.846500000000001140e+00,1.340121662328838337e+00,6.046727734045078684e-01
1.847000000000001307e+00,1.313813214459857104e+00,5.990068301995190581e-01
1.847500000000001474e+00,1.264148534320401529e+00,5.905752572649982657e-01
1.848000000000001197e+00,1.192222126267500348e+00,5.787509048096242115e-01
1.848500000000001364e+00,1.100394268818116750e+00,5.684947968444381550e-01
1.849000000000001087e+00,9.926469579235911445e-01,5.666170759881129504e-01
1.849500000000001254e+00,8.745842362433128292e-01,5.740110667073270445e-01
1.850000000000001421e+00,7.530192104444629608e-01,5.785884862329802036e-01
1.850500000000001144e+00,6.354561276262378211e-01,5.824412479363251238e-01
1.851000000000001311e+00,5.295565978335707857e-01,5.881010353202363872e-01
1.851500000000001478e+00,4.420952705542940397e-01,5.918508092504773943e-01
1.852000000000001201e+00,3.778781436190152276e-01,5.998789886309496833e-01
1.852500000000001368e+00,3.400956716502460675e-01,6.094744725974898802e-01
1.853000000000001091e+00,3.310434250015530933e-01,6.200572128516550485e-01
1.853500000000001258e+00,3.502027405345642386e-01,6.293372538568431374e-01
1.854000000000001425e+00,3.909209292835187921e-01,6.324171225625911941e-01
1.854500000000001148e+00,4.416724515779330007e-01,6.335170717675879803e-01
1.855000000000001315e+00,4.913971700452945401e-01,6.358694026890341355e-01
1.855500000000001481e+00,5.330324386782823165e-01,6.398011660443689852e-01
1.856000000000001204e+00,5.636605126752791683e-01,6.406809624060203490e-01
1.856500000000001371e+00,5.831325078990335919e-01,6.440981107457816046e-01
1.857000000000001094e+00,5.927990999304697528e-01,6.488301896642592048e-01
1.857500000000001261e+00,5.949548747277264571e-01,6.526086580752772370e-01
1.858000000000001428e+00,5.925286926477333349e-01,6.554526568272395215e-01
1.858500000000001151e+00,5.878000278709968329e-01,6.589155598096735345e-01
1.859000000000001318e+00,5.807001974443146697e-01,6.646624290858242912e-01
1.859500000000001485e+00,5.694109574618968495e-01,6.654534375212368680e-01
1.860000000000001208e+00,5.529556183125383662e-01,6.646495862834902457e-01
1.860500000000001375e+00,5.330359168658842517e-01,6.629747061893919158e-01
1.861000000000001098e+00,5.130945335727183920e-01,6.649984137166855547e-01
1.861500000000001265e+00,4.943658084394930152e-01,6.672803302505557754e-01
1.862000000000001432e+00,4.743784369576096727e-01,6.685486054721787585e-01
1.862500000000001155e+00,4.503031277358986451e-01,6.700120198951593498e-01
1.863000000000001322e+00,4.216295236402866076e-01,6.746944871317748227e-01
1.863500000000001489e+00,3.897628877111350421e-01,6.899275397521424935e-01
1.864000000000001211e+00,3.579900101113727695e-01,7.024227979996040538e-01
1.864500000000001378e+00,3.350172195942088815e-01,7.128009728181354809e-01
1.865000000000001101e+00,3.375279800378902517e-01,7.205696972078901030e-01
1.865500000000001268e+00,3.838565121527012236e-01,7.257670486795397835e-01
1.866000000000001435e+00,4.848535865955375668e-01,7.366182428177012742e-01
1.866500000000001158e+00,6.446692591692474439e-01,7.540010250254601809e-01
1.867000000000001325e+00,8.590563038297286402e-01,7.748464072052475560e-01
1.867500000000001492e+00,1.103183382029180537e+00,7.984111728218060700e-01
1.868000000000001215e+00,1.342787225983163246e+00,8.417928206548765946e-01
1.868500000000001382e+00,1.557203621905337121e+00,8.807830736690647200e-01
1.869000000000001105e+00,1.739267978657636160e+00,9.128849525325610781e-01
1.869500000000001272e+00,1.887785974026178648e+00,9.409295628190562644e-01
1.870000000000001439e+00,2.003454394432165664e+00,9.655798981372161194e-01
1.870500000000001162e+00,2.087307662113011109e+00,9.856926434710053808e-01
1.871000000000001329e+00,2.140183848032560565e+00,1.003874742342310666e+00
1.871500000000001496e+00,2.162576583559983057e+00,1.016017221389153402e+00
1.872000000000001219e+00,2.154641134203209241e+00,1.025738093603310475e+00
1.872500000000001386e+00,2.116263364340002617e+00,1.027859597119473278e+00
1.873000000000001108e+00,2.047147547917702148e+00,1.022095477821814535e+00
1.873500000000001275e+00,1.946897855297504920e+00,1.008692190730829497e+00
1.874000000000001442e+00,1.815099499547062178e+00,9.927958439730906193e-01
1.874500000000001165e+00,1.651487378012361118e+00,9.721504695930255346e-01
1.875000000000001332e+00,1.456457985072306283e+00,9.454967544134390556e-01
1.875500000000001499e+00,1.232531860152724201e+00,9.153909022722791500e-01
1.876000000000001222e+00,9.882441021731814823e-01,8.865489928841888689e-01
1.876500000000001389e+00,7.468112804986100084e-01,8.548477800437245255e-01
1.877000000000001112e+00,5.500414574407801460e-01,8.177900719905600857e-01
1.877500000000001279e+00,4.231162578576902478e-01,7.894831880994540585e-01
1.878000000000001446e+00,3.567204003711912930e-01,7.597568258104241412e-01
1.878500000000001169e+00,3.386880139493541053e-01,7.281102406387235382e-01
1.879000000000001336e+00,3.579216231688745475e-01,7.008434988680104505e-01
1.879500000000001503e+00,3.994270536664880078e-01,6.878039718579183059e-01
1.880000000000001226e+00,4.466179906879126915e-01,6.735967346045411697e-01
1.880500000000001393e+00,4.853449571910771754e-01,6.631291016131352078e-01
1.881000000000001116e+00,5.067730404951068524e-01,6.522484798323512356e-01
1.881500000000001283e+00,5.092354113639395718e-01,6.393118220683319253e-01
1.882000000000001450e+00,4.988031378838073127e-01,6.234354118836601399e-01
1.882500000000001172e+00,4.866750592046384938e-01,6.076612696039089823e-01
1.883000000000001339e+00,4.820891259460985401e-01,5.882129696029099186e-01
1.883500000000001506e+00,4.877596535883099160e-01,5.759389030957640099e-01
1.884000000000001229e+00,5.027889780894622129e-01,5.718731965652645854e-01
1.884500000000001396e+00,5.249692169636073213e-01,5.670205747103895799e-01
1.885000000000001119e+00,5.505137535830852968e-01,5.602628775217267654e-01
1.885500000000001286e+00,5.750693913565746440e-01,5.514962346701424156e-01
1.886000000000001453e+00,5.949732463512150682e-01,5.414331484235670455e-01
1.886500000000001176e+00,6.076486595356572762e-01,5.334588517399986296e-01
1.887000000000001343e+00,6.116402203534416770e-01,5.399471518126668368e-01
1.887500000000001510e+00,6.066155984641392607e-01,5.411735598780935685e-01
1.888000000000001233e+00,5.931713948222656629e-01,5.426033625121083892e-01
1.888500000000001400e+00,5.723950246104012596e-01,5.433528052812544029e-01
1.889000000000001123e+00,5.459076272049816492e-01,5.567063252429080844e-01
1.889500000000001290e+00,5.165108888687794941e-01,5.756146429748447702e-01
1.890000000000001457e+00,4.882797349039617596e-01,5.964818605421482456e-01
1.890500000000001180e+00,4.654515759696384869e-01,6.196446997145703683e-01
1.891000000000001346e+00,4.516605881565899372e-01,6.409300286427906945e-01
1.891500000000001513e+00,4.516979329410200639e-01,6.571418114162969060e-01
1.892000000000001236e+00,4.736890477412988854e-01,6.711797432263085783e-01
1.892500000000001403e+00,5.268715015200806651e-01,6.860862847236217643e-01
1.893000000000001126e+00,6.125668187586934543e-01,6.976462133670384702e-01
1.893500000000001293e+00,7.189744478696240559e-01,7.046175464856848647e-01
1.894000000000001460e+00,8.302715622534450057e-01,7.098879186429503108e-01
1.894500000000001183e+00,9.348588398538184574e-01,7.133411731296385172e-01
1.895000000000001350e+00,1.025834302567484979e+00,7.127725627181776824e-01
1.895500000000001517e+00,1.099251459906278594e+00,7.071784748831663192e-01
1.896000000000001240e+00,1.152748402485536783e+00,7.045477065884525603e-01
1.896500000000001407e+00,1.184741614519058128e+00,7.036810356254435961e-01
1.897000000000001130e+00,1.194030368077374282e+00,6.975913237126496469e-01
1.897500000000001297e+00,1.179694007488874430e+00,6.900611997351930871e-01
1.898000000000001464e+00,1.141208692043495176e+00,6.822009665494629393e-01
1.898500000000001187e+00,1.078739881601702422e+00,6.719132520339941017e-01
1.899000000000001354e+00,9.935874202815746514e-01,6.595515587737799112e-01
1.899500000000001521e+00,8.887686291577880926e-01,6.474626861599267480e-01
1.900000000000001243e+00,7.697614554207251603e-01,6.399373193132449344e-01
1.900500000000001410e+00,6.454777515023637502e-01,6.312334973126014770e-01
1.901000000000001133e+00,5.288791578684016725e-01,6.264479160448234163e-01
1.901500000000001300e+00,4.354524159439270292e-01,6.194730393099561194e-01
1.902000000000001467e+00,3.790526342260377435e-01,6.100628798240194106e-01
1.902500000000001190e+00,3.644888133217923931e-01,6.014700286655315642e-01
1.903000000000001357e+00,3.824113168478368019e-01,5.914518788027637308e-01
1.903500000000001524e+00,4.171419903310583099e-01,5.800407477405891132e-01
1.904000000000001247e+00,4.562330299664427713e-01,5.709214495338639228e-01
1.904500000000001414e+00,4.927219347497387436e-01,5.642533784032609523e-01
1.905000000000001137e+00,5.241095339991261870e-01,5.573883647249261442e-01
1.905500000000001304e+00,5.509346451306227355e-01,5.502732129281964202e-01
1.906000000000001471e+00,5.752325057437731592e-01,5.400858082637067792e-01
1.906500000000001194e+00,5.994251740309988197e-01,5.277426828737616926e-01
1.907000000000001361e+00,6.265811771987593870e-01,5.317508268284725226e-01
1.907500000000001528e+00,6.601883997981976560e-01,5.363248809113582150e-01
1.908000000000001251e+00,7.009758590369707942e-01,5.421992338005445777e-01
1.908500000000001418e+00,7.441525072259721485e-01,5.521589635872853341e-01
1.909000000000001140e+00,7.823947751033994980e-01,5.634930026833113725e-01
1.909500000000001307e+00,8.103660577624987038e-01,5.803147583441123913e-01
1.910000000000001474e+00,8.255035602988046728e-01,5.974067593585603575e-01
1.910500000000001197e+00,8.267228108786029983e-01,6.100426755899461817e-01
1.911000000000001364e+00,8.135732860092371732e-01,6.217132346656375486e-01
1.911500000000001531e+00,7.862848042767875967e-01,6.307865547833507724e-01
1.912000000000001254e+00,7.461067418833352560e-01,6.401137280139979069e-01
1.912500000000001421e+00,6.955996784614457695e-01,6.483997538311752074e-01
1.913000000000001144e+00,6.388454469735765917e-01,6.536134942995185382e-01
1.913500000000001311e+00,5.814489782495015913e-01,6.567875236687640284e-01
1.914000000000001478e+00,5.304944617487201697e-01,6.602952199906895192e-01
