n,gamma
29551,25415.4936487726496125765734120306247
29552,25416.0081001440727481664285278040587
29553,25416.7781371208882573619638926357696
29554,25417.9883193532221227690036617284702
29555,25418.5479729387824102459925979067468
29556,25419.5360614066317233111866020323588
29557,25420.0861434427224832392308078771756
29558,25420.6900754328157226549810646242630
29559,25421.1681871910600821332909008127543
29560,25422.5570825466252211901051006917013
29561,25422.9812269467348516833243033430525
29562,25423.7643587026560999739238190803147
29563,25424.4765693903362821596460208931979
29564,25424.8899127982434771090234455517796
29565,25425.9818437350085051605849935237468
29566,25426.3917909960029052600373182808743
29567,25428.0661911402799222616680510403974
29568,25428.6646961740499454151702650563694
29569,25429.0775113426011715258159856433679
29570,25429.8069034124090143394109797388046
29571,25430.6999321960964945725160570574178
29572,25431.3267900270007860038927302814436
29573,25431.8922430436517111599892596487844
29574,25432.6613673952726777874321547382163
29575,25433.3343831529777968766776066226379
29576,25434.1671617925231639739528086942292
29577,25435.5157569185526653242103768114337
29578,25435.8346734472322376700771253116120
29579,25436.6281997283923868616497727558158
29580,25437.3389476629621535134911359859672
29581,25438.2151277032138681955903542368516
29582,25439.0706458729595180474200069608460
29583,25439.7910922692102948578862394930163
29584,25440.3984239977862965605092771402600
29585,25441.2620702511386782002812646755492
29586,25441.6546099393172150770216722800311
29587,25442.7007531845362898447266189632400
29588,25442.9370373316911595843198426886910
29589,25444.0247016187131754918116215773736
29590,25444.9640597137227797788752651535387
29591,25446.1107579375121412862975023359779
29592,25446.5986233300407396392942664417378
29593,25447.6707037756871106859901759122010
29594,25447.8352710559129605180109745056153
29595,25448.8156421861802253261687635282288
29596,25449.0105579427215082982562466553919
29597,25450.1479188862847047930770299465195
29598,25451.1085752400928645405798175367639
29599,25451.8245284396190079950633464108959
29600,25452.5198444680783214653389432063893
29601,25452.6614044571821502665400654674164
29602,25454.3042455834251534628864120953689
29603,25454.8658813036759679096012851278033
29604,25455.6136748082417356134823982862520
29605,25456.2292046907234442805955353854254
29606,25457.3611376690628482618157184812557
29607,25458.0780118398689564199232137724694
29608,25458.3937910171829870969202641242063
29609,25459.3872636421638105466895891983337
29610,25459.8774983418550913360493184510508
29611,25460.4348201941575999010055519729798
29612,25461.1924703964458633829341319375090
29613,25462.5516075267874948796064044618075
29614,25463.1429473918250153660203359803744
29615,25464.3069420646944033571095531881447
29616,25464.7707146659323780247243160474765
29617,25465.1900021998894672040485592185968
29618,25466.0819557960585895661254594115164
29619,25467.0579514352733977116693069366050
29620,25467.5487889432999233383723166187701
29621,25468.4059634662764966114697257020733
29622,25468.8982595071289818849354742052032
29623,25470.0630126628885381419083183297559
29624,25470.5043573221996258801530107633651
29625,25471.2408376686944486185821004494775
29626,25471.8957783110471436449867153594897
29627,25473.0381533389573094248449855554654
29628,25474.0735864534546033812586796557487
29629,25474.8355965250042389615590707942085
29630,25475.2849035135244940394879305934191
29631,25475.8510521632368620075701933711739
29632,25476.5737011131699204959025010095631
29633,25477.4230671681174664391775799040008
29634,25478.2071054385510460692443004808970
29635,25478.4531117725727888507874313739321
29636,25479.9523738970508439822045813029086
29637,25480.2174423763537151523069624699688
29638,25481.4864983124466358079542219901613
29639,25482.2354694137689789832471525239181
29640,25482.7966736343917094165381528846348
29641,25483.6138925296379808206952034440895
29642,25484.1801113116248093941267321413170
29643,25484.8962062280896114266152445967669
29644,25486.2755020745230425806997029857045
29645,25486.5478001790177022717254648453352
29646,25487.1134835035450299251292169778376
29647,25487.8247827227610142207373070977196
29648,25488.4342647474215121528322860815834
29649,25489.3190181525158784994685185407124
29650,25490.6020165840346070401104888212834
29651,25491.3209999217589514466048413966555
29652,25491.9320789387578830126132240158086
29653,25492.7558641488230166628000813243566
29654,25493.6759295465468816692034892049340
29655,25494.0622214419386659725131879170023
29656,25494.7139059189091139031123915683409
29657,25495.1850307513420281698295379452654
29658,25496.4138261441316522758736402199948
29659,25497.1207858361634063722799592328719
29660,25497.7652506820452161729293730301238
29661,25498.5935565320392303514786349344837
29662,25499.6827737602987320570511701712989
29663,25499.8664607435581462281468575435651
29664,25501.0640858684459655323732024372125
29665,25501.8006597068944123620868358392798
29666,25502.6826727365971804073951463971974
29667,25503.2221403986063175216060844973381
29668,25504.0045277243115839940624110084591
29669,25504.5786371453581354589725545784657
29670,25505.1913840797602985766821192327695
29671,25506.3439575216475247545523226192204
29672,25506.5652611716053511135586827554567
29673,25507.2300190468812265657350160928122
29674,25508.8942901851399038672827721494465
29675,25509.7591190151498813773587389497158
29676,25510.0893436534255002622669133790573
29677,25510.6594933000010674455919491826272
29678,25511.4826905448964691857860938040919
29679,25512.1255188168330918936725587086920
29680,25512.9763464012431641913704097782651
29681,25513.9228606544898592986661378252593
29682,25514.3916209292144675482290469722423
29683,25515.1424944956471026201452458740211
29684,25515.9425572789663134435767964515827
29685,25516.5773435058649985651642202723065
29686,25517.6351079389684682610714710636001
29687,25518.2914304892640897637178680482368
29688,25519.2375288101015480358433479750096
29689,25520.0845691161639171582205164632646
29690,25520.6732730936894695327838052221847
29691,25521.4745649824452297535964961919799
29692,25522.2209087360798504691742880551813
29693,25522.6627323806568890060876820687356
29694,25523.1655976005051279608605271806778
29695,25524.0025581756339921868936051744580
29696,25525.1582410111167781124362508955438
29697,25525.9942668514842455569674951644275
29698,25526.7201098505341387014970945201184
29699,25527.3321457293192619661400047202301
29700,25528.5515771796603863660365692710178
29701,25529.0505728201430603322493960067975
29702,25529.3061754395137856113488897438833
29703,25530.6293080927740262388023931263847
29704,25530.9347935588585842266332970743287
29705,25532.0059874305100224411855745216875
29706,25532.8946605961768567867381638132265
29707,25533.2141752636181641519984265029846
29708,25533.8288959394166004636146201994209
29709,25534.5725280123920127792120806193662
29710,25535.8381869418891500691122350459537
29711,25536.5877450795175786349706596771523
29712,25537.6577672979494050094815057814655
29713,25538.2641124542234519499197177964938
29714,25538.6351622094653883782072341658776
29715,25539.3945884282086493601721220737062
29716,25540.1155012263952868538708260492406
29717,25540.9121588016217710214957260210100
29718,25541.6713048807523827027055248019537
29719,25542.2174485795072869090715681040306
29720,25543.1572466760062020001432153551928
29721,25544.0423073659774355616380356117981
29722,25544.9801992882400944011933409194778
29723,25545.7377711534283392035975091791794
29724,25546.2899248691124703094394906490388
29725,25546.6780047495262029521134828890211
29726,25548.3012148858334423181525412370791
29727,25548.6913004431232372967573672422054
29728,25549.3371971064596263809379126939724
29729,25549.8137659538448349936759083276495
29730,25550.9272028789924698068390570308712
29731,25551.1141847636218992051109426535297
29732,25552.2081885646776772578945561796014
29733,25552.7587714784281242492892983813702
29734,25554.0848275423000719452053092546667
29735,25554.9870373109638025230983902856154
29736,25555.3966053620743410501919820569752
29737,25556.5240891874428240433515046278148
29738,25556.6983579486608385084531955847998
29739,25557.6346136651270774345605262336271
29740,25558.1604069959005917828098283045582
29741,25558.8707316792790293772496745172164
29742,25560.0664124621015778237288141192212
29743,25560.6320645014996254939139471127967
29744,25561.3083382191174530435503540935095
29745,25561.9824376704110052589995358360134
29746,25562.7046256214898863789230801891525
29747,25563.9069341253978618770268292871336
29748,25564.6976832214104644763086599660030
29749,25565.2916937642183099040927166389273
29750,25565.9197898825781614184968300428613
29751,25566.8280704780284294345636564828722
29752,25567.6281381954762054643675495567934
29753,25568.1694790938134114900468993446264
29754,25568.6070631180939027470420006589722
29755,25569.4201012158097061153036843961673
29756,25570.1362906198731225209627382328355
29757,25571.3147659450324014074728828654951
29758,25572.3559636159990319577996847788027
29759,25573.0442977804788245797577249394324
29760,25573.3894009780212756080853253104381
29761,25574.3770391289453082252248907343895
29762,25574.9673232443515199313014403109563
29763,25575.6579500883333205641231382894507
29764,25576.5390520644559149432491118490521
29765,25577.5711629131026274931268017107167
29766,25577.9448894339699602999055903631249
29767,25578.3011903436176798711900455366201
29768,25579.5490614775896387603138357379233
29769,25580.3075080773240568053254697814041
29770,25580.7989404222677754164764461859729
29771,25581.8706047210119376402483032049550
29772,25582.9807065781807094842068131095341
29773,25583.5419875679737786937090881593344
29774,25584.4196728183150925797328959865938
29775,25584.8437570469636662738056851159282
29776,25585.1753472404995787554759184561992
29777,25586.2913477910486403306217258076328
29778,25586.8051935078414618875242779272614
29779,25587.9454181893216411584084891037823
29780,25588.4140437908000600578504965333632
29781,25589.2369042336465478543474983483142
29782,25590.4831797092488760246614543899346
29783,25591.0320995811086438279168655028285
29784,25591.5731287123470043903746127617682
29785,25592.5272453161911477927412156150579
29786,25593.1029793785603774201627923282798
29787,25593.9087460288777247431873439004590
29788,25594.8964206944283737222023390736988
29789,25595.3530860991921242079488855557054
29790,25596.1689946950040875336633076476092
29791,25596.9200769661582747791724620810167
29792,25597.0951287869457139431508692963229
29793,25598.0764322381382564172624603435828
29794,25599.6903041939579005794530629139043
29795,25600.2003344725660867351336991046729
29796,25600.8168541551615629298244203811984
29797,25601.6661105996081018101320609037855
29798,25602.1153843777323741974555665023457
29799,25603.0966686615855787517029150916645
29800,25603.7683520555168438474348271211665
29801,25604.1697119203485302120209430147553
29802,25604.9346612950308846761575633681953
29803,25606.1248687872578682439540731479980
29804,25606.8587227530544508630922021249318
29805,25607.2842067637009771612702583711713
29806,25608.2820971942223920526803466401832
29807,25609.2060508739932170449387020388017
29808,25609.6573887958159881551459647165878
29809,25610.7624318851656962049568478067313
29810,25611.4769534486096033518882852448663
29811,25612.3999226071456270816001691976065
29812,25612.6154010711914646794816506140187
29813,25613.3348345936575476759484705488459
29814,25614.3485438489093235018374544277836
29815,25614.7204564872054047249051800875134
29816,25615.5002047815867769229958588617415
29817,25616.6664280202037430967498994552646
29818,25617.3057318535969597208086551693847
29819,25618.5995187618858059941850664678865
29820,25619.0554211056780726151079530058930
29821,25619.8861443395506672723932290607497
29822,25620.1158410283967780340238633393863
29823,25620.7290907403336244669527116070613
29824,25622.0596232854652965928455307243391
29825,25622.6983790245737069333313462851859
29826,25623.3492304552618727663519233053894
29827,25624.0642535945424282121242924095592
29828,25624.5962516908386478922343983679225
29829,25625.4404131660632905767054082921454
29830,25626.7026458962427476082123879759442
29831,25627.0230130840632296048371065768606
29832,25628.1609864616116507493245166807982
29833,25628.9053098807996219083712229831518
29834,25629.6030566781943096344290747681879
29835,25630.2396448280169859475771665167643
29836,25630.9411324386793128373330843227897
29837,25631.5798562907347802764092795514715
29838,25632.1227181361232774136198277650028
29839,25632.9424282385420102107280377391333
29840,25633.7314338396811644121908076770974
29841,25635.1851816588312201604438250421177
29842,25635.4846254148573010160818089672270
29843,25636.3785293538186775682445125025230
29844,25636.8910369618272214675053521175502
29845,25637.8571344599126871714389144872690
29846,25638.7404644172094462990913881521248
29847,25639.0639642070739583854696150058745
29848,25640.1724481506985752542710548782146
29849,25640.5554088283870333270123217174014
29850,25641.6820571093835889232134974913146
29851,25642.1325553378180979599856137774563
29852,25642.7893352868391099882619888915798
29853,25643.4455339686043445989308793343629
29854,25644.4387624169490220101359250579385
29855,25645.9206014963105002636129974460241
29856,25646.4744012782451593028245644333458
29857,25646.6032559100029781703437305630036
29858,25647.7308946915562075794842568474873
29859,25648.4449456217043312115033070901682
29860,25648.8139420384209668533035584537776
29861,25649.4950024002686804357027063528068
29862,25650.7213494605170499917199435835550
29863,25651.2437414448335183430014302130212
29864,25651.8857617151795560266065431755064
29865,25652.7934752739615207566385750582665
29866,25653.8634948123649511408727775049376
29867,25654.5041496481013721141921306507619
29868,25655.2258879828862713961911530462143
29869,25655.6869602190529132962348252287148
29870,25656.7588923604212227070143219058165
29871,25657.6261641312050992129833025017558
29872,25658.4027433106684242274133669204328
29873,25658.8878870890791133585778282853750
29874,25659.2993201791443334625115024925291
29875,25659.9580328913585497063844607257510
29876,25661.1616412167272359303084028256570
29877,25661.6937604980467526826247221729346
29878,25662.9677734714603212921427023936024
29879,25663.6406594976663045504375192693729
29880,25664.5184321377450401255742050106085
29881,25664.9365579945486866278934106452881
29882,25665.8793810054984238895711604846255
29883,25666.3107445331465258527550044721158
29884,25666.9847620101268859064646043345270
29885,25667.9346000034102572503387896873744
29886,25668.7036715698003345183367936682171
29887,25669.4457273566258073155825411705318
29888,25670.2176296813043693717906741115857
29889,25670.8498464504905229916236867332145
29890,25671.6243397470143973340671017900652
29891,25672.5369671673558217390549978807073
29892,25673.4664616818449338497460070337819
29893,25674.5190414686087608561818255732915
29894,25674.7891028228111285221353891768860
29895,25675.4527257831654149331189365692587
29896,25676.1465345565309110647975366858859
29897,25677.2461757234237353086482715810467
29898,25677.5460282429304158101843442679926
29899,25678.2801920842250280282328566348118
29900,25678.7992015260963818881740635533138
29901,25680.3068423401825814178976560858617
29902,25681.0825732229679615603530194265902
29903,25681.7918466126517210273017952495077
29904,25682.5601191696655598894871011895516
29905,25682.8979865769141219804224739098738
29906,25683.7531947900371758134598319786244
29907,25684.6447250515338711347466149374055
29908,25685.4593084192612844111291122618958
29909,25686.0786190311451128117311772907502
29910,25686.8628745023375748061880667202636
29911,25687.4429901710817887580883260798528
29912,25688.1466490734443181227489875369501
29913,25688.8331834727469440118690806061606
29914,25690.0740370493690679057613329327841
29915,25690.9015662486489048540732169470520
29916,25691.2833047438908068250880665440936
29917,25692.6204745460494556608787840385443
29918,25693.2811063957132230498913337888677
29919,25693.4487876814453594464336269951993
29920,25694.2518032302918116441827436602175
29921,25695.0666484980882751834227223665936
29922,25695.4331225786905876429647076199391
29923,25696.8084939549224257728934699817256
29924,25697.4818122623650014956770906237080
29925,25698.0492523511021523745996633689355
29926,25698.9521825877607904226924620254736
29927,25700.0645098421577572196385754270013
29928,25700.4907820499055318845203511133485
29929,25701.2417644142244070144132413519985
29930,25701.8678038050408196410121437817929
29931,25702.9775585053496036802926464225266
29932,25703.4515707953291747653666879474193
29933,25704.5247761741588857244248034536054
29934,25704.5872550558254466549446857990563
29935,25705.6623931489467425466618776573905
29936,25706.3246863922016534951976014468403
29937,25706.7006951623431244317158029240551
29938,25708.4131243706641827028386928657729
29939,25709.0665697633041216045149495621953
29940,25709.9387098203518663465223065678890
29941,25710.3164134494296151038974372066993
29942,25710.8145587360706342759519602224403
29943,25711.8543663241317721738485832489035
29944,25712.4624161704730922740965162170590
29945,25713.2813133944405697355350086198865
29946,25713.8277655907229699893610627792186
29947,25714.8161980355882748217078135644778
29948,25715.3086969462765479781038650373571
29949,25716.5917027881630073214042362124199
29950,25717.2632782783330978070373399474209
29951,25717.4416722954938381801203486293381
29952,25718.7582884484538506628246176711457
29953,25719.5702713628170538892542705034766
29954,25720.3444485439866910742330532893255
29955,25720.8956767580664260560856943584280
29956,25721.7543380411710201470972098433152
29957,25722.1580511496779489133684126492177
29958,25722.8973612219864753840660544417926
29959,25723.5687185595598961414065219919277
29960,25724.4933894671278612006062185975740
29961,25725.2762331653981690694253951776151
29962,25726.5541260526013836590114549107776
29963,25727.0000454624978470921185913694663
29964,25727.8132026884861929500412334053474
29965,25728.6605795758366214611140848724595
29966,25729.1031990944136539649989925008700
29967,25729.9137832282219550556260854188799
29968,25730.2273274922547311404011852338090
29969,25731.7388966234065174588666016441852
29970,25732.3397528916437667948589418673086
29971,25732.8151352904042555161071103960267
29972,25733.3028399715338391236873993961279
29973,25734.2174097175148162833972551505341
29974,25735.3193557803979293005140481795246
29975,25736.1138591172388139607213333931367
29976,25737.0306376474041286327036003500253
29977,25737.5890904142080891332426219422063
29978,25738.2776438620192603862835898589754
29979,25739.2235827124925626770057807949417
29980,25739.7346642512338520408776514298142
29981,25740.2237760487841265973075008195345
29982,25740.9967743109827848846625043868855
29983,25741.7575001287232477227464682330986
29984,25742.6616212262240211870981641453497
29985,25743.5863661932092662256396152416041
29986,25744.6685354298640848274392568733817
29987,25745.1100038567233181310193463602339
29988,25745.7892190709845058522905047683899
29989,25746.4831016415770144550145294473130
29990,25747.2181930996105060687444935285777
29991,25748.5853560832121714221455082446082
29992,25748.7247825136156661659187900336327
29993,25749.2931474447532972641792286427015
29994,25750.2644468628139049176257490465318
29995,25751.0142821784568872339638356584536
29996,25751.6054831224062767167086449573897
29997,25752.3635033184829364247564943482135
29998,25753.2155719524029116590873551976932
29999,25754.4609457380289722863412653270924
30000,25755.3482745615095514581871369546838
30001,25755.7130154589483822813649985971866
30002,25756.3919565899810406318540098681194
30003,25757.0615456610469703361619579801520
30004,25757.5469296489753861231928481692721
30005,25758.7074446366224194543940359167664
30006,25759.1513516666314572696908884604240
30007,25760.0109862087597557903931300379552
30008,25761.0459161393256845608483030664523
30009,25761.4632198519694666733991929966922
30010,25762.3469922744076609029306920799702
30011,25763.5352168625047313008606013054656
30012,25763.9746279337425271796747289544179
30013,25764.5267035624857340325610149967899
30014,25765.5989294742323921509751089245455
30015,25766.3098107745042782430457275740165
30016,25767.0025600286320796114888202201349
30017,25767.7926638759345615927506111696129
30018,25768.2761024915158681894076924224308
30019,25769.0136750541101772644541394889432
30020,25769.2318946830245242738416787004646
30021,25770.8991611567887700747467936029216
30022,25771.8462565371676809638069538337710
30023,25772.3541798687643410495953545382700
30024,25773.0036065420597853517036014047756
30025,25773.9766169418348163906244366853662
30026,25774.5937242674480404629315805829890
30027,25775.0825941964103843934789161473872
30028,25775.7997015658921514977986173527566
30029,25776.7914991542434666900497856291291
30030,25777.3938206763357300705030071779149
30031,25778.2544115651496532331753094582349
30032,25779.0866088224063909718277651487226
30033,25779.4087212480566853736920442477030
30034,25780.7234857111522293261381790396284
30035,25781.1211366264603463801095426210391
30036,25782.2150126817956490411151508257273
30037,25783.2116863033955402669045380673012
30038,25783.7278943178921118074591924387087
30039,25784.3146475548989563705836163595028
30040,25785.1081679796603907972780995161584
30041,25785.3673499531498634879733879750322
30042,25786.7211335190204875911601433581004
30043,25786.9221704151623561640948791416810
30044,25787.9947352861638099278287917270087
30045,25788.5653976944352985039184533948777
30046,25790.1182751704076747309572847295173
30047,25790.5949657224608354219942341929957
30048,25791.2467220980642080460017821819956
30049,25791.6744085226650545898536345413774
30050,25792.5749929482936139180441973760265
30051,25793.2988377321837358416038778261960
30052,25794.2911130993959905266846684883497
30053,25795.0100974457204543148637154870438
30054,25795.6293182653479551898354270175465
30055,25795.9872620473650642098746740616539
30056,25797.0171820407359326500592374117933
30057,25797.6996802044013243819421282422178
30058,25798.5887326130257118725993486519174
30059,25799.8027902427854985201578378102021
30060,25800.3897607173880419141027230257313
30061,25801.0594477903245837842195484909702
30062,25801.6768054429845041072132946004773
30063,25802.6412537612103562262042543900726
30064,25803.2529550294579990788216629198454
30065,25803.5860845599191191365035808781493
30066,25804.2328969207733325580615354543156
30067,25805.4416684626968771038829713283247
30068,25806.3741920881392856976661228613899
30069,25806.8547752198890199333666778493394
30070,25807.8846436975122263898560149921877
30071,25808.4601573296633925974073790720793
30072,25809.2007594747221596877101364698589
30073,25810.3516074808879229619548610350819
30074,25810.7516508757216929007094434572121
30075,25811.3366482023935180549853509684507
30076,25812.4500116203754519714772634928836
30077,25813.0722085756119601089583020098566
30078,25813.5375325802041152982243953732498
30079,25814.4842344708736655685147191055481
30080,25814.7995038250390679043732504076047
30081,25815.7496492889737862913210315581984
30082,25817.0358107222520785572724861048867
30083,25817.8762500735283409168642366142948
30084,25818.5521981162636268114343851846140
30085,25819.3472238291647890437420407064291
30086,25819.6525181462446925809804785240787
30087,25820.3048771704669385140491841170085
30088,25821.3083637059450607209523147634738
30089,25821.9188369213216935894732163563341
30090,25822.9473842397202375712570381156516
30091,25823.5692619041976970423356265858726
30092,25823.8655958823176545833194448293123
30093,25825.1792730736580018313251728862549
30094,25825.9455489091361559200465681954045
30095,25826.8489992029480129384313815044418
30096,25827.0834060257600156274277467091065
30097,25828.1902670339985403125409057874244
30098,25829.4247981598433243126306394873044
30099,25829.6548182026505004679412280108754
30100,25830.3617093889725457798404008667753
30101,25830.8486327228076665773512234965990
30102,25831.6910797941720802362978665254834
30103,25832.5153204744630671151346840522797
30104,25832.9303192586409243222396351652931
30105,25834.3156846928041701870480214412824
30106,25835.1998167268277290357107853315285
30107,25835.6537867597603525525510317677186
30108,25836.8411857306933770556667979142897
30109,25837.1095130237994247340135535915724
30110,25837.8389323120412866386211552475830
30111,25838.6933980746116824222227053773530
30112,25839.3071787337207074055986187804171
30113,25840.1852416919813421360799254021088
30114,25840.8559688414692086274144210053724
30115,25841.8873534920817213126265152689319
30116,25842.3976080221824361759201511461950
30117,25842.6574144009924090185613915764651
30118,25843.8005933492273115063182025431682
30119,25845.3164679080180781474874032810212
30120,25845.5006958108299803120958944277122
30121,25846.4749292280663263381461164306431
30122,25847.0634782260832043978290454743182
30123,25847.6610322197640841973932605113690
30124,25848.5229834869259758190489491186267
30125,25849.2433198190458517704416722194627
30126,25849.6549150674094286021807022640578
30127,25850.4662147720711631292997490720276
30128,25851.3552123364007502835958682427934
30129,25852.5094756898092765045487866495445
30130,25853.1475274207421272625838179433073
30131,25853.8887467820960065936224046250389
30132,25854.7313171378518944984283241465326
30133,25855.2110779337119481561213791983438
30134,25855.8412460413447215248041831862580
30135,25857.1542714968507203061242614822348
30136,25857.5639824484808272170228909282212
30137,25858.3992351538965045367433346727948
30138,25858.9260673197494609086378690113937
30139,25859.4290970697734522607223211789410
30140,25860.3560696421576931969241420766270
30141,25861.3256632040598731088007154452109
30142,25861.9790460594134102306972340585441
30143,25863.0754721133512137423583853963040
30144,25863.9474574868228323927057193739264
30145,25864.5392598347944269023624077028068
30146,25865.3192513487032471490520679898111
30147,25865.7487084688715463443794352098196
30148,25866.3731383073757225713569613787111
30149,25866.9983314879034959627068530670636
30150,25868.2664776395273506440839495609259
30151,25868.9831129454172221274640807333575
30152,25869.2787522791449721391637770982389
30153,25870.3878369598875534713905979706495
30154,25871.1784938932541006064702751718429
30155,25872.1374342044363302355052451753899
30156,25872.5073189798240336315770779798184
30157,25873.6097704047638448957118130121369
30158,25874.4018944886657353579489712182277
30159,25874.8410173506090123402969505817964
30160,25875.6763846721335067227010400001558
30161,25876.6096437656454058998549463930212
30162,25877.0991740491804173121468901227804
30163,25877.4475149954007802388630018262523
30164,25878.4288204724757004591224764599835
30165,25879.1461771271015839050797035028346
30166,25880.7707921375533438348730003120521
30167,25881.3424635896060200937552726254355
30168,25881.7992520192414883293919640980116
30169,25882.1994562419474239807775967959898
30170,25883.4011559560495534097579376793700
30171,25883.9766705350566427846122628359171
30172,25884.6062433864529260848453470487320
30173,25885.4372268121666635107576093311049
30174,25886.0855057436209626277039376065208
30175,25887.0883181720133654233646372168229
30176,25887.5686336432002623645228663288093
30177,25888.3554539750568652212684794065705
30178,25889.3297140298341810291478138527355
30179,25889.8761406582055083536118475593829
30180,25891.0629767983154093873186770702971
30181,25891.7011876412927305278782257355424
30182,25892.6730535616275978308309429128810
30183,25892.9363850639770666484683585280683
30184,25893.8026092154076196943739292111517
30185,25894.4215435945633441183326997302346
30186,25894.8603734800432150662517214282754
30187,25895.8982519207987791116267672211635
30188,25896.7599857036753360439562041132270
30189,25897.5500001754504276593541586122621
30190,25898.3498511630975281933227071662793
30191,25899.3718108775748738576118930685834
30192,25900.1047296225537706249455275903325
30193,25900.7101728359040989991927653873457
30194,25901.0637983161233007986490789559339
30195,25901.8871971118906018257843107695230
30196,25903.1454153306234308907953473664158
30197,25903.7132073046910163961858975418623
30198,25904.2546451344932765067779333871893
30199,25904.9267059443201971745282132541784
30200,25905.6296779766001744695419074818274
30201,25906.2243987602521789680573924334176
30202,25907.5762697721921419956647451919286
30203,25908.3347026474229768792143603422921
30204,25909.1268924392482494518072249652328
30205,25909.7922213872732751307819097079127
30206,25910.6459011464093362575046356240466
30207,25911.0761472995811378598358283651379
30208,25911.6684060719225486252978634156917
30209,25912.7352701627321382075995619616418
30210,25913.1783519469814486944650887676247
30211,25913.7462305690605447753825824894690
30212,25915.0682908074094816177298937363564
30213,25915.6999544933847251841465989228720
30214,25916.6957292374727143999562400386166
30215,25917.1095934296710735501774526530432
30216,25917.8433557197744691822323435658414
30217,25918.8575198302930941669409108261980
30218,25919.5585046473485557698737423030279
30219,25920.5020139033088460370099912164517
30220,25920.9727225419859802780482926274328
30221,25921.4131945343336154821629614248692
30222,25922.4375968413981933230969428772999
30223,25923.2462620249883164206409840928061
30224,25923.7139824958340764783003086854538
30225,25924.1684678818389144319351315102110
30226,25925.9614128744589849847958189121762
30227,25926.3405486178174158574152724344795
30228,25927.4956669975167849059992243015798
30229,25927.7220027302625312463459505860160
30230,25928.5975703917178158697873487614569
30231,25929.0769843659566304486956801079188
30232,25929.8678892588583789259444662507037
30233,25930.6039410662303123926951372949644
30234,25931.6875706179130092581176899269078
30235,25932.2525794497467782284820548388025
30236,25932.8837816522809903864296111209823
30237,25933.4678523899233878589405158137862
30238,25934.7308373605628996595243150774662
30239,25935.4065605580280594149990729528656
30240,25936.1302805192975141728720335718362
30241,25936.9663575589007570603328909443287
30242,25937.5066295837322198893786856163403
30243,25938.7752415995382606673048085999306
30244,25939.1255000013730179522987045259139
30245,25939.6602558707546155039686704050156
30246,25940.3150182406446380583862785399049
30247,25940.8818354750686023631252291044014
30248,25941.9169740029038727782090610702613
30249,25943.0390424039117912288011500483620
30250,25943.6315296349282730990301209356144
30251,25944.7366357382144733393828679243042
30252,25945.2426239181232045191357016671557
30253,25945.7554588436657926940956267626816
30254,25946.7870909373921922950206245595474
30255,25947.2548866861186619797092458607093
30256,25948.0617208267655026048228621299528
30257,25948.8670929027059152196447498473825
30258,25949.7751160355097789156084838733301
30259,25950.1770940636340739235718644393616
30260,25950.9500375610972815264570066187487
30261,25951.9294356647512920247147667926576
30262,25952.3764412753263794597108349946673
30263,25953.3787337849773026951856318994325
30264,25954.9219677582614262786259834969401
30265,25955.0434481973707816441913371599264
30266,25955.7653827895863993033313032305382
30267,25956.2181153024410962192836879965055
30268,25957.2078703529963704450489379314039
30269,25957.7891168529810428043011666336379
30270,25958.5468590731147533396134617560823
30271,25959.2525277887827623446973185049117
30272,25960.0164317748146222699674061428742
30273,25960.8836855116055231925976721172396
30274,25962.2049489305600060602742048993786
30275,25962.4890305743961554794648233474551
30276,25963.3044681398636815874747148744151
30277,25963.8507023566087129908713665868170
30278,25964.7121220074386162295056543599490
30279,25965.7717619711746047914860754953815
30280,25966.1374179528330648087483040394658
30281,25967.2700463431486308395852243555735
30282,25967.5438365716378473019859615963236
30283,25968.3235854479605483766085099246855
30284,25968.8297671703991610562306384727632
30285,25969.7764460639974270030668306175142
30286,25971.0402640066458920955466264347234
30287,25971.7345031269297112922998739457401
30288,25972.4533740572380946316963679987558
30289,25973.1341450012025316372738947805558
30290,25974.0445216531206212324979434259850
30291,25974.6182093974637310884221302522438
30292,25975.1268130023543485340433818386433
30293,25975.6048516622768222394603919565786
30294,25976.7423777207891052354244181386724
30295,25977.6120378887369052412310955347040
30296,25978.3141596410354628604713168591687
30297,25979.1495847380548854816587821104295
30298,25979.4426614489092103183409230649387
30299,25980.8903678968085070192556624327905
30300,25981.4351805693421523154428220100137
30301,25982.0476474439269903286887078354308
30302,25983.0224465873739207141797348598777
30303,25983.9414055084920897421171403219079
30304,25984.1639216183530998848893884573077
30305,25985.0324796202816623804009028101723
30306,25985.8481232491048121474288036617973
30307,25986.2916989633436335507639367361144
30308,25987.1712247707057893075460021720743
30309,25987.7120577240083055515047035817657
30310,25989.2957416630706380607376047419515
30311,25989.9927769827182118746496699868860
30312,25990.4918715066253874306503827986350
30313,25991.3673933177824975288375721644893
30314,25991.7925055250327905772536728633398
30315,25992.2811170888483723119956302721908
30316,25993.5697509289747241094995567003238
30317,25994.4684520488856073355344251667781
30318,25994.5773434948701294015152671013603
30319,25995.4458767269325314565933034282503
30320,25996.3131319875728846377097956702495
30321,25997.3319637973412024513829542389859
30322,25997.6020701717266666939837145542041
30323,25999.0113095532076133935924401910157
30324,25999.2421723924829993825967826506576
30325,26000.7612647425607661253420596978840
30326,26000.9938865002415148277948951575326
30327,26001.8243693870196871553510071431606
