n,gamma
11218,10909.8382296481369191393169159365759
11219,10910.8836218256000382429066590070131
11220,10911.9951145405809877421461770896876
11221,10912.5229656048462260674417909315963
11222,10913.9286140920327846822358057503301
11223,10914.6413613075593381189573627513406
11224,10915.4391412815566580883564436857155
11225,10916.4837910307774069500366533351395
11226,10916.8814619552783146828092356955148
11227,10918.0332108690977356009067766552006
11228,10918.6703357469135915638273216734516
11229,10919.6301427230298854756703563467243
11230,10920.4707434960592808116434207631340
11231,10921.0572069096719331473961554125368
11232,10921.8814611007858666564341671538751
11233,10922.4174719251220036403659294875835
11234,10924.4764314971392558884326257271275
11235,10924.7977571384427853848481886390054
11236,10925.8272393741835957449264272705330
11237,10926.0601089880123546566228876106387
11238,10927.2380510259375961239061543162104
11239,10928.0847979746836818155373576802626
11240,10928.4679515368864969790650905667303
11241,10929.5161938834057803088282322041045
11242,10930.4472083360402365373418525645948
11243,10931.3787026325409099635611530239970
11244,10932.2321174158915494669646418888311
11245,10933.3260941398836073303804078023357
11246,10933.7579232193225461806113068155861
11247,10934.7454432856987596787194586816587
11248,10935.9148276575812908280534861137184
11249,10936.5394700710197062246252932420605
11250,10937.3207042552833983195394629941962
11251,10937.9592262104284407163141289664207
11252,10938.6327094518071773100539211406761
11253,10939.3726966396780932671995914026155
11254,10940.7445849429785852721807028759530
11255,10941.4148463025313900485439327365650
11256,10942.6183902278388843018066008243140
11257,10943.6103970903259404735171709784624
11258,10944.1783248258013514316837610621229
11259,10944.5463509637111428988112835447096
11260,10945.6191287214352303018412556928266
11261,10946.2432650103613564115256964863182
11262,10947.7155118115305146412127832010332
11263,10948.0913764879007823838299708596417
11264,10948.7758871564857293091125005238806
11265,10949.6656484166677821888501896404781
11266,10950.8536996054004079571949236828190
11267,10951.6802870701372436873147906238037
11268,10952.5622895351622232634479940965212
11269,10953.7348883045480952534879199768301
11270,10954.0430122393300620883141944960154
11271,10954.8033976950936197924567357825399
11272,10955.9429048190435835489499507978202
11273,10956.4607730880609084238264134441591
11274,10956.8945670106033051488694499227374
11275,10958.0816167136601248204123657553996
11276,10959.4718126435211558563113377529925
11277,10960.3403560152706864317164084770374
11278,10961.0946773517328455544584092213420
11279,10961.3247591487276260854890668439373
11280,10962.7227755748800070122706585354626
11281,10963.3081887292998067698951741135965
11282,10964.3966505724793242121457429490255
11283,10964.8634911845630378601118226185796
11284,10965.7768144195400204230368005094962
11285,10966.6940372868705350471596495015162
11286,10967.3908851219837128267198029600799
11287,10968.0412080761015625395997260384818
11288,10969.5333365586493601173230090022174
11289,10970.4211641618603970672601254304179
11290,10971.1417380638370127619421744457751
11291,10972.0987504376638924427619120165952
11292,10972.4729637336922001332189043997019
11293,10973.3040730984753142464109739109642
11294,10973.9254925443452529753979957441014
11295,10975.1019929715628693831787118642848
11296,10976.0424921463981976250469093531207
11297,10976.5967086995503718714251547329157
11298,10977.7978364613026007661887873052663
11299,10978.6635231612894991308432421421292
11300,10979.6082782457955726117078806539257
11301,10980.2365069299395068877149264623965
11302,10980.7295104762086256763704009067992
11303,10982.3589430216093762439941035513409
11304,10982.7963439129616086828044709054178
11305,10983.4230773672781222385995062446297
11306,10984.0541620099755123657385335193932
11307,10984.9153292857789244814065681357986
11308,10985.8219563662155086075519649737322
11309,10987.3041813809848269282807304982347
11310,10988.1782141836907126724421830078077
11311,10988.5781949084384972629639519759298
11312,10989.7075979300963181969398022778274
11313,10990.2708024187476069057912375257064
11314,10990.9329649822200126972298279294713
11315,10991.8682918979189135362952611270804
11316,10992.7797729675867395583250268860813
11317,10993.4434793654563048156562306670407
11318,10994.5393297457366546549819033480342
11319,10995.3456694219426081254648803572069
11320,10996.2433168118635823084407310678486
11321,10996.7869544020861979931079920247918
11322,10998.2759849036463658057257610387052
11323,10999.0320827974749158434779929237511
11324,10999.5808655002438463996927249408817
11325,11000.3038522963932965735783225284506
11326,11001.0888421166422841251010939748664
11327,11001.9643728201917034875383670064999
11328,11002.7305147219728543687436274807779
11329,11003.2835437269953936146981978015830
11330,11004.7802305021624902353485417372893
11331,11005.8991150682372515202831243142674
11332,11006.4620897974358011874425080785841
11333,11007.1629785682926458127466440146134
11334,11007.9235591702464316681467151761701
11335,11008.5922151592645600476934753548477
11336,11009.8096455940008259778756313481597
11337,11010.3519687639353421868111493039534
11338,11011.6381639103943076570581816440960
11339,11011.9168026426776320273394139802093
11340,11012.3953357330457507700586515949255
11341,11014.0681298920382699202388837886546
11342,11014.7585078914847712780891628177214
11343,11015.7730424343684201545722498217771
11344,11016.5294053521397555215459471145918
11345,11017.4006159111962652307876725390667
11346,11018.2290363385625625101652854436363
11347,11018.8318101578998236070937107841374
11348,11019.3455912311134990058827536248655
11349,11020.1364056663230436669971245795058
11350,11021.5114886916976421276852413631932
11351,11022.4442030914547241716535700779574
11352,11022.9614237921123474965777638161058
11353,11024.3416966404882248761197174951644
11354,11024.8098376080763524404637658882045
11355,11025.4944724792896355468356807993346
11356,11026.6395427018933533861654493830870
11357,11027.4321556049881442212797530734103
11358,11028.0246009491249895251879673340966
11359,11029.0521357254000757925480119901468
11360,11029.6378019463848681202613909598357
11361,11030.4416430182149425848035306010403
11362,11031.1687295216903138168241953765237
11363,11032.4080264317827095967395472431821
11364,11033.8087688237012558331718576031316
11365,11034.4005833712191322752772059608234
11366,11034.7954450452247553517084705101480
11367,11035.6805818191986763857496449393109
11368,11036.2684344938877307334935351757878
11369,11037.5263042222897221509298209233227
11370,11038.0512730920123796359003230765605
11371,11038.9184920693553555425238306485711
11372,11039.7592746881112442884075742723491
11373,11040.9455690231570165827339718221994
11374,11041.7307982099012871899692827743748
11375,11042.4211306228992841827090756575609
11376,11043.2997928324081539618128053689126
11377,11044.3264985357277747870267589437310
11378,11045.2200764550455964292312263933839
11379,11045.8525343779787883019371714720947
11380,11046.6335281467050162795985334369586
11381,11047.1263336892331815850792575128565
11382,11048.0593858111859158940753950315780
11383,11048.8093443923271320600935196009287
11384,11050.4162996071991332313296863330474
11385,11051.0987805005898520311487310675676
11386,11051.7162477625060647707403263609303
11387,11052.7541878434130788314304702631608
11388,11053.5583886708274294837945109627457
11389,11054.2501631960720874695516964262751
11390,11054.4749738117436994482782630127163
11391,11056.1353722524199589200747243915092
11392,11056.7515232446467845565757496140727
11393,11057.4028826645793901881769044921330
11394,11058.3551266454371907355227888600426
11395,11058.9155232058971182186731126248509
11396,11060.3898203307505943531364228369999
11397,11061.2654308124697638374752794247822
11398,11061.8376181085843252729922926029882
11399,11062.8975344981538510760204764611290
11400,11063.4183893560957985069802594580476
11401,11064.3341093492175951403493905943196
11402,11064.7907729572431846957933667897738
11403,11065.8407784853091901938936959602424
11404,11066.5195853865243371827617402141383
11405,11067.6043452772120945788234937864851
11406,11069.0569941070888366851256357784648
11407,11069.5269770312804000907127707809086
11408,11070.1951132802758723337054005690014
11409,11070.8900204092268170740804108229468
11410,11071.8179596546329596667146531708596
11411,11072.9606982236634504874389217683252
11412,11073.7526316418439697731354541913051
11413,11074.1520302054973407316415753063198
11414,11074.8682400104295697640510569530948
11415,11076.1641944310451574096121818314593
11416,11076.5595264697099493437429598277676
11417,11077.8469246627806749075604845437872
11418,11078.7888835033284984273506341428835
11419,11080.0673317730617184845828229925215
11420,11080.2848627624241284016695631590866
11421,11081.0851419835661442699308705984289
11422,11081.8124520409234812221969600166953
11423,11082.7590169085945464448524427168280
11424,11083.1408430774752369369954504334503
11425,11084.7296784089465542451448009986827
11426,11085.1144843361126397413837453784096
11427,11086.2458439571849481481488244878414
11428,11086.9940814893089001740909498410712
11429,11088.1404008108112897699524617272007
11430,11088.6175265147348601460844650189428
11431,11089.7364646345297580587077083785183
11432,11090.3389920951719934489771761433466
11433,11091.1898713974064625511044407017916
11434,11092.2562110862481896314158879322695
11435,11092.8665003650642565694977784521372
11436,11093.2270836306631395760473661545567
11437,11094.0012381558052068074191398037361
11438,11095.8593261055655485452333511107649
11439,11096.4737348600628057184544283654682
11440,11097.3311884628888811841613692785407
11441,11098.1409797494410554778611031705578
11442,11098.5751380319038824249541274086696
11443,11099.7010825820628527669935939087336
11444,11100.2637934003778388048260899268874
11445,11101.1638874381117780141945965072469
11446,11102.0901269776857210300007343638823
11447,11102.9789431491204948628166930452877
11448,11103.5362495659473792940712235175310
11449,11104.8794399384240994521821583300182
11450,11105.5138829940520167429746304294027
11451,11106.2043837014192575764755172383129
11452,11107.5779889730777487614920637438415
11453,11108.3639300117871566164688626381366
11454,11108.8785948988245407044185470377581
11455,11109.4534006700338073714348186830449
11456,11110.2606366480855092367290865436097
11457,11111.1680569069034824213031072349383
11458,11112.0873006050840553145580426743714
11459,11112.8774864632645793543719840818023
11460,11114.2579688383345241024125266837881
11461,11114.9556679857072848256473250623268
11462,11115.9022716853365545430299375121723
11463,11116.3848437990330412868014642256579
11464,11116.9101294061960226427272613750298
11465,11118.2023011434570160410300500519796
11466,11118.9580601477371814433740671469665
11467,11119.9246479804418663184901295303430
11468,11120.3498470887908836663751768958178
11469,11121.2647306134127277946862802828247
11470,11122.0213657601612878101660789700812
11471,11123.1658400960274696635042963313030
11472,11124.5867572578776310481488201513761
11473,11124.9497732445489076601766194401429
11474,11125.5511958915164874119175001639077
11475,11126.7037760393825124637340773794323
11476,11127.5893467424895977610781901900580
11477,11127.6699889684343202518280600614027
11478,11128.8755083027661872827468290336573
11479,11129.4154426339335663188834260769453
11480,11130.8138792912606040994578734332203
11481,11132.0378410582566657537505682158147
11482,11132.1976337019042903777619675964632
11483,11133.1991508427797030469762685308797
11484,11134.2012194122917403976717128614345
11485,11135.0097908270982444110953855658366
11486,11135.7156681543135844232755257669876
11487,11136.7933020844695332548433118950490
11488,11137.2570003875324844470982357841283
11489,11138.2364875080690593186028363713996
11490,11138.6992210439925414973229451356737
11491,11139.7995149718950676428757077632304
11492,11140.5616934177974315808023530995449
11493,11142.2143021957464095532994908334378
11494,11142.5658446975650459263314178593260
11495,11143.5695201371552645143322504077844
11496,11144.3368649893141240619106003174603
11497,11144.7153588950620182308956553954572
11498,11145.4112438772814493413310929675403
11499,11146.7448098976385169340541583959662
11500,11147.5854001264824458711245486858875
11501,11148.1172564243505812943688634826797
11502,11148.9117580494743388730910970407939
11503,11150.2718190957862908143261930184647
11504,11151.1536952393566706052828357408078
11505,11151.4752123315882015174330703650796
11506,11152.6420471851299180503446702229274
11507,11153.6269079929569046409210057947012
11508,11154.4608451421083905120925106023334
11509,11154.9245364449472551953210475271739
11510,11155.7413481491610811283172185192449
11511,11156.4590845868859651687522620474820
11512,11157.0906059393165142583229142987243
11513,11158.5077878788073457587497526123271
11514,11159.6260996437783092087018821406192
11515,11160.3342177354297067966149031489549
11516,11161.0935948991557558505487481588338
11517,11161.6373088691948579101987600603712
11518,11162.7308795181587132790520454631561
11519,11163.3862973153425959597002940684833
11520,11164.1915439261221959096000743456455
11521,11164.9233622634677570065120402749039
11522,11166.2025555599148510802685666063292
11523,11166.6666119962823065855920391195180
11524,11167.3334751732374958317971718260158
11525,11168.4432724289997031973639467250261
11526,11169.5651114466953843977431333058708
11527,11170.5996340513658359377063615620314
11528,11171.2372018799516483760639756332381
11529,11171.7820552174538849132348418016456
11530,11172.4988686268187890690264731518932
11531,11173.6859566591214553917730211535413
11532,11174.0357853485080241333170592601893
11533,11174.7462720908804128401474570740435
11534,11176.2006657212386331316268388918837
11535,11176.8255429940346934414282894061877
11536,11178.2215832638801253609501936817479
11537,11178.6122473497898235081067030950070
11538,11179.5347608537034639255188379606045
11539,11179.9793425888623409245671934258218
11540,11181.0692361975547685532095619647980
11541,11182.3122054338724846139678883692787
11542,11182.7264774408296309389229377174646
11543,11183.3994266378741548497426881870232
11544,11184.1376556424742639931252732870632
11545,11184.9226092054976487131303907204002
11546,11186.3225628134445057211243625880043
11547,11187.1622677883086319712384851029950
11548,11187.8742243614566911726001333110986
11549,11189.2677153101477224745823561362155
11550,11189.3624563176760140411262282109603
11551,11190.3131236229909757317812061452284
11552,11190.9712394986842424342360950551775
11553,11191.5620242164550282302396711396190
11554,11192.9632059846681001698110001646069
11555,11193.5090575248769750694516975811659
11556,11194.5235123380789370497322530974881
11557,11195.5280205262199415048797117018901
11558,11196.1799690654909014206222337991427
11559,11197.0457242265827787900056341996103
11560,11198.1880436235973319828406089315000
11561,11198.6923066469875820283150995112967
11562,11199.7332053105818243393260787149820
11563,11200.3085666301368134589544142247206
11564,11201.0590553888914337775174268287168
11565,11202.1055068565202088299215015107529
11566,11202.5286226527321652218828317719896
11567,11203.2642032742248387854950224379680
11568,11205.2588447446840774103126439541459
11569,11205.7282398440335766626504853733601
11570,11206.4689863724518095555123454953761
11571,11206.8628094463309379912339045298592
11572,11208.1005653214444560443174570995470
11573,11208.5579321807326037360544572583629
11574,11209.5815635787837799056425521661249
11575,11210.5066216088241128406745035648895
11576,11211.1208503801035894747432784647631
11577,11211.9419316838406288571480671324018
11578,11213.1597898380054450024069906924171
11579,11213.6542537131368265005939098595495
11580,11214.8480192161066676634903376065269
11581,11215.6034844703809100539985157489017
11582,11216.6045763423581325949437413080439
11583,11217.2807565759805783988858588733053
11584,11218.2876949970055188552175020993957
11585,11218.6760527647208981886006940958376
11586,11219.0602289901925672167863462878796
11587,11220.3754768756856259911287918360651
11588,11221.3026339366201706414611752208347
11589,11222.4922120319747467702773996049908
11590,11223.0498847813143934283401996760856
11591,11224.1946434083620362177232586194039
11592,11224.9846177740381015748980258043659
11593,11225.4309819391063392693280255186624
11594,11226.2245477727886291627708253239607
11595,11227.2149369736488156478265080871460
11596,11228.3218638360414162863384574925413
11597,11228.8457564402495064226408491236589
11598,11229.6219860670415481509965187489713
11599,11230.1448568745957308048752146197041
11600,11231.4325986977512314946258094428928
11601,11232.4299015283403331523625188134946
11602,11233.5959577892441416420207112520454
11603,11234.1176272599140998775017542590120
11604,11234.9546076871932009787867905512840
11605,11235.4154685461549948665062966689600
11606,11236.4653950741284458966005615602739
11607,11237.1776967520192804078978689421616
11608,11237.9102040662792372665812266927481
11609,11238.6712729679095936134767715371813
11610,11240.0451844349698723135874670691453
11611,11240.8603065633719208925600161866241
11612,11241.7436196377656383389704364040327
11613,11242.3182495315730119372081206952802
11614,11242.9072267316531936792554872842861
11615,11244.6040608304529113189743240192900
11616,11244.9803779084651128322534164847040
11617,11245.3585735126735731580202144185259
11618,11246.6295610616585260224439591609107
11619,11247.1159425960679982907747985947018
11620,11247.9735838092796525829985901158618
11621,11248.7536201578976581462560270512320
11622,11250.1927332178185944411385622976963
11623,11251.0034872927249801148929462765501
11624,11251.8581661476791261568641252741955
11625,11252.6316415667001420272166062255489
11626,11253.1961619389615020170180963151603
11627,11253.8880905588084089636576067612429
11628,11254.6953866304680220317046978110030
11629,11255.6684242966018059571112948257784
11630,11256.7590718505489138205887690040383
11631,11257.4735726307279063016970422753613
11632,11257.8815825063461462731056724711227
11633,11259.2525392337353700716113773340136
11634,11260.3937063482637357227253118820948
11635,11260.6581961382762447743098018028067
11636,11261.8020347821924581423698722519343
11637,11262.5428916339574024037121163526195
11638,11263.5513648354460168093302694926950
11639,11264.1214138921304897573586739174687
11640,11264.7362891052684728334812930421877
11641,11265.3572402068885179559490277414556
11642,11266.4064822337993004373133971424456
11643,11267.8159847319174807866851296999631
11644,11268.6977667308256085276053910614797
11645,11269.3818062692601788287074122930120
11646,11269.9971935170185945945870673009757
11647,11271.0003104755864184091263764250100
11648,11271.4699734393463633858938783092571
11649,11272.5907087846421189561901961763675
11650,11273.4766474450910117647315576270925
11651,11274.0573974460254810913779485599322
11652,11274.7936129293716455944148215809303
11653,11275.9556571183098623901022490039409
11654,11276.7253287246530931638856759173827
11655,11277.3179210826610275877635691459823
11656,11278.8480282877764973503249791997646
11657,11279.5839120651860297072251388503722
11658,11280.2891805617798005763987321831904
11659,11280.9285052400341247691112276495488
11660,11281.4695004737464968251570424586843
11661,11282.4561931908245911565961150769352
11662,11283.2267867894130842877848133617702
11663,11284.2401310511757922849898236160366
11664,11284.8604016723812604572807614122166
11665,11286.4141148587559141384724804527116
11666,11287.0411052549827631092234955137747
11667,11287.5050623816886771589925173967481
11668,11288.6952985848525113074527934754239
11669,11289.1587659012351523370277971804782
11670,11290.0999309330951387405917249020347
11671,11291.3055191076314617728670434732074
11672,11291.8108303244840662746628862798437
11673,11292.4129900731532484182304137453478
11674,11293.2699688123001250299597023708707
11675,11293.8706252404628165621643834303445
11676,11295.5846610806457070842096930630716
11677,11296.3143760779287853655089595059952
11678,11297.0801866840189350255953400799252
11679,11297.6358579817863933524906267467865
11680,11298.8958980027989795785307635182999
11681,11299.2035299615902509107566255603325
11682,11300.1232941160622855939189244046154
11683,11300.5178776615052307119433160588238
11684,11301.9788099055555555611179848575279
11685,11302.8049838656965693951590505441235
11686,11303.4189451488218902445843869830679
11687,11304.7194761535868254549483015112287
11688,11305.0481478480094438873413878693792
11689,11306.3193048728610951505249665523445
11690,11306.9035740713137236150147635432650
11691,11308.1643731695579524184653742802795
11692,11308.5860880676790505775377199751505
11693,11309.1990909331624012099700322371569
11694,11310.1809192475432695747859895592493
11695,11310.9695688676498829644155989147943
11696,11311.4957509922028289288422443797612
11697,11312.8223703948249379265221637776662
11698,11313.8599432406089412115328775760953
11699,11315.0932108104979318696492147340901
11700,11315.4093219903310149370932350982501
11701,11316.1126468448921734196349349158330
11702,11316.5519998439497217906738798902059
11703,11317.8807662133284781618470615105763
11704,11318.7543294076075220805836679725865
11705,11319.3928910016117542430377869610367
11706,11320.1624033727461562441070572301371
11707,11320.9916283983113404640302464001383
11708,11321.9726796969614030664054015627203
11709,11323.2434011301197866071707426656182
11710,11323.4300099185582632004564176382965
11711,11324.9056270082025984004197527056618
11712,11325.4910864449629858140461880271274
11713,11326.4537877120131727506181328443813
11714,11326.8050881300420116763234041427055
11715,11327.8056534593440714548666537688403
11716,11328.4761644080150068849537450920294
11717,11328.9684240994413859168835356025690
11718,11330.6566969408173578070578692051208
11719,11331.5284306511333276152507859281475
11720,11332.0861197881428505835695916104044
11721,11332.9939611537778672847240309156981
11722,11333.9104128042633987853838801416958
11723,11334.5437969048796703855896737238421
11724,11335.4170937735291907425083808079752
11725,11336.1376163293345677588894056376009
11726,11337.1102826453642660649324458103468
11727,11338.0668968825504018995223116865427
11728,11338.5450037229503225867833199576472
11729,11339.1555829843255030475196845105252
11730,11340.3984348979297345569409659293077
11731,11341.7268643993088219327109206752352
11732,11342.4808701212785195723562098095664
11733,11343.0039320178075628325770584917003
11734,11343.8787112372652202523180328523943
11735,11344.6966562753089822095613135420142
11736,11345.1202766711237791446151939671587
11737,11346.1020749135384927715901063283235
11738,11347.2657077178075138470416386252102
11739,11347.6033607405975160284177156606044
11740,11348.8954612229167072117182808807163
11741,11349.9437599100912090301223917352678
11742,11350.8323751954347715893333821808862
11743,11351.1182460037014540339883063052330
11744,11352.0549013688221427716306606628094
11745,11353.2853163996482711437298309712777
11746,11354.0311452435644140405914475241128
11747,11354.8475952375496375436338662616955
11748,11355.2515006924958338638652320557092
11749,11355.8198147333077746093327663114864
11750,11357.2687187487626531435236035288894
11751,11357.7559245223736798022529060071969
11752,11359.1538626036980903384538218414317
11753,11360.3174462099947724974560220138865
11754,11360.4306533593853338920893257874436
11755,11361.6187121540670062330164797560224
11756,11362.1980081347129385113389355048500
11757,11362.8335186583400832982424439255886
11758,11363.6306166438454299709608926583135
11759,11364.9027492940435134082435588387638
11760,11365.3921198439247262325961987717082
11761,11366.4707115026014704122094872785705
11762,11367.1214894448655949574455230083009
11763,11368.0929990550446892868337458450958
11764,11368.9950955814670065122608079706596
11765,11370.2515381524064511959145160756170
11766,11370.7101313740294101419405942650744
11767,11371.2645314146227239121625240322251
11768,11372.4272752569775464034463000050027
11769,11373.0903626951599652979675119883856
11770,11373.8291170905701564911197334015274
11771,11374.2477196064062792807116692812104
11772,11375.3501256229894741841331391431327
11773,11377.0670144628824646678139633947121
11774,11377.4776681138328311726475180424636
11775,11378.2520279641647648901412280117390
11776,11379.0712378469529253960567873594176
11777,11379.6632646918342012573917969072426
11778,11380.6684888864578947044096328620597
11779,11381.4901629838687868435917236478905
11780,11382.3840428469143400562522719671120
11781,11383.0811453091030374049886311293705
11782,11383.7787093020487305198642493568163
11783,11384.6336558355155586736696601810142
11784,11385.7308401526066071373832952745591
11785,11386.7618008291942038368914268431936
11786,11387.2826018975206461034340096182836
11787,11388.7458125523862805323025524034227
11788,11389.3095832713649924910594277475084
11789,11389.6661052116012632627921020890971
11790,11390.5409787288246763360726006012819
11791,11391.1728453215386880716564637338092
11792,11392.2070022994402901677119426670900
11793,11393.2531305869083637695269897707181
11794,11394.0455021965830293585825695948322
11795,11394.9124540029552359222541288398398
11796,11396.1854735727606590029233854035637
11797,11396.6366366387694632198223334011733
11798,11397.2694320036774699195383384553277
11799,11398.1670914151264310647022282129509
11800,11399.3580115919288061514287263415996
11801,11399.9241218209295814922321344689972
11802,11400.5792451965538433334306874209895
11803,11401.7395608964135660906410675885182
11804,11401.9356597233710453943966140329172
11805,11402.8418044905071699740980697926953
11806,11404.5682894095243007339426792291870
11807,11405.2596337862945271801841119823218
11808,11405.9801381637581738472104135405318
11809,11406.8447036822756990861091181562596
11810,11407.1251673776539307566286530087730
11811,11408.4001914778894111775311289181672
11812,11409.1429912608853106273890336534575
11813,11409.4960964072587325715219774375801
11814,11410.7416040141086729729512808383765
11815,11411.5949407737310048417009119169927
11816,11412.8452816231426907115716278451088
11817,11413.1490955197287163701655499258504
11818,11414.0990525824537885231608553831421
11819,11415.1617838244023783307696812285719
11820,11416.0202993075060354132481221525209
11821,11416.8725654724725076595507226583274
11822,11417.5165318548945732490607524638034
11823,11418.2095991408407102259137009859732
11824,11418.9687439993351682536050813277061
11825,11419.7281996179254401763182026818059
11826,11420.5556284582805475105809494823159
11827,11421.8668564263990224300619942758870
11828,11422.7594810934226273746637158644940
11829,11423.7427135903642329311455723611967
11830,11424.2836873669600104407638902957921
11831,11425.1345665357073657101331423093798
11832,11425.7591914546084205910920291983078
11833,11426.2636003045498781647119435334348
11834,11427.8303038823030138000169878277732
11835,11428.6151641057575638811310408282217
11836,11428.8375410556695752283152124979711
11837,11429.6679974994748408240966852984255
11838,11431.1220758059686959434557872639653
11839,11431.6945713333910477572525240739000
11840,11432.8871642294604231507571071322210
11841,11433.4916983809491657226860130761154
11842,11434.3830198866101419733900934068849
11843,11435.3239568330625010487417838189350
11844,11435.8191321272403222548189100544416
11845,11436.5391442924615049226485727509012
11846,11437.1640070799159082259791007061234
11847,11438.2549095154999711570130041189047
11848,11439.2286653863343887474063644757743
11849,11440.5698611057031601357316638573512
11850,11441.2106041880086827326837178147449
11851,11441.6306882524601888197327009104355
11852,11442.5543392484182313372505025059215
11853,11443.6072890946344575273265767990561
11854,11444.3045386181012853061379324863518
11855,11445.2534242019971825442591769757307
11856,11445.6506453687632846118705428151886
11857,11446.9196432751488816390034696025773
11858,11447.3203895439840053039249235532516
11859,11448.3857135051332005218398323358094
11860,11449.0246629478009261193055175127775
11861,11450.6422006621127180678653730975414
11862,11451.4574369913734978752645111425087
11863,11451.8475594304337795045873198192616
11864,11452.6296881031043171208752707780453
11865,11453.4473686634421984200507013666531
11866,11454.0459601192751684214222884596152
11867,11455.1271772438618460346172267423299
11868,11455.7274661153431546945496026772746
11869,11456.9247492589311487966797557285061
11870,11457.6027470601725714301541029595470
11871,11458.6400522696860345871385518821064
11872,11459.6684042331508585439481128699833
11873,11460.2120140740578740944377924724803
11874,11460.8368360379567193085938939943713
11875,11462.0891709724597979743241409392566
11876,11462.8093281547949462974378981185951
11877,11463.7114232550610845922970954819537
11878,11464.1407627911246353463472519944671
11879,11464.9147313736445660704860343999027
11880,11465.4711643908721640290257025219027
11881,11467.1732201989956600816557075785450
11882,11468.0411838800133318036839418229270
11883,11468.6248248457431155829017207643004
11884,11469.5779254647434657774576110318331
11885,11470.5919344119526632213605611924851
11886,11470.8890452594581811148681654498550
11887,11471.5330957407009552765027299430699
11888,11472.9015248875191396191580780319795
11889,11473.2313448997255351152386521326662
11890,11474.5805260600338189701098461242323
11891,11475.1240398619536684532321834762524
11892,11475.9276446133301357767691903300617
11893,11477.1259716538963836401254200720353
11894,11477.6647371074228479927819533577273
11895,11478.8875817271590679249920342627580
11896,11479.8365804848832225723474655308663
11897,11480.3014559909617545095392442120162
11898,11480.8399869229792881316482831513926
11899,11481.8455514440050678796114915697147
11900,11482.6696968987407018490403942117004
11901,11483.3956053315532149420769953696343
11902,11484.0120275466465759660164995611747
11903,11485.7242805330416269046087810631521
11904,11486.4622090591115152512926682568135
11905,11487.2276557719330441297990113157473
11906,11487.6809183113912578664040911510256
11907,11488.4552673743419781910801970253143
11908,11489.4615816329298323881069015778918
11909,11490.4697081672752151686892283024250
11910,11491.1516908461697399680561061537407
11911,11491.7846984410881591670141325663926
11912,11492.6647681266186269730717991948977
11913,11493.4061062076931754421096372947034
11914,11494.4991210009210631253568648979160
11915,11495.5140731181400797547645258235724
11916,11496.4674718808490708811989696137264
11917,11497.1631161233799179452904393994401
11918,11497.8799664733422386676801055587165
11919,11499.0855682317098492467163213045720
11920,11499.1959944632934840921193165932216
11921,11499.8669475836678161052065382629340
11922,11500.8445679053747551282832418554520
11923,11502.3878974562009137674521272174715
11924,11502.6162303529985936711967962002649
11925,11503.9956209110990192153835433882398
11926,11504.4565892180564254819317597182061
11927,11505.5323358831314128129601052290729
11928,11506.3486263290845162045034141116197
11929,11506.9875761082502109329465877796877
11930,11507.7750688090738425494707103781094
11931,11508.9595256441467259686327630530389
11932,11509.6247451597134932552466832550769
11933,11509.9275675088378316400981803820743
11934,11511.0136388418509257307777470334674
11935,11511.7178566493196176495210127161264
11936,11513.1561540950302754281136804018714
11937,11514.1707356666962663408198809360865
11938,11514.8536442751413866518126052898096
11939,11515.5345312332890738875699429524172
11940,11515.9103273501302973378615943425963
11941,11517.2370917426814236115079909174770
11942,11517.5165222550663421654334644506701
11943,11518.8025804603875104015024898864693
11944,11519.5624039631393680496679879319153
11945,11519.9870602110901804099523909605908
11946,11521.5837788169922729081878371691743
11947,11522.3077686149034628647598107268864
11948,11522.7294314295600036131473463080604
11949,11523.7131394177111021465023938848653
11950,11524.9950509781200912221388525756041
11951,11525.5958965066598648022772299045285
11952,11526.4754857819365947209766446171225
11953,11526.7004992637137616822791643228071
11954,11527.7874776599826604178247702172835
11955,11528.5217733434727974286303276811455
11956,11529.2626912009565280915140570223699
11957,11530.7424210461342451621121828377626
11958,11531.4987698509361038414475255536571
11959,11532.3601551140892000800931599014626
11960,11533.1745239807457612867241500413013
11961,11533.7107465465063862249433996352279
11962,11534.6152464397900474595493138917361
11963,11535.2439669045266600027503442285414
11964,11536.2089906048062487423917780019452
11965,11537.3900268985626885456650936115266
11966,11537.7703339352181458400200549479484
11967,11538.7714150163586850106523886392935
11968,11539.1731634682243579445746190314607
11969,11540.8551719339311824559088276836630
11970,11541.6334827688642260722727729155366
11971,11542.1628481095375011696819415876650
11972,11543.2315335809714675823597423901534
11973,11543.8210619484543198997684369688686
11974,11544.6084500952502920594506670361524
11975,11545.4775465153437664084504633460084
11976,11545.9225058635467095002843578218085
11977,11546.7628777228052525541791621066532
11978,11548.2106702723865270729830916946373
11979,11549.1416891989476725307044855424970
11980,11549.7408225824875120058674938565781
11981,11550.7936266877218558056363140067479
11982,11551.2642395527090069683359879497033
11983,11551.9385778150875855205041165103166
11984,11553.4222112593025102018100156057163
11985,11553.8224678680885714094161184202992
11986,11554.6715652132144133295720879591543
11987,11555.1689441520099279889388818647370
11988,11556.2553546654104294350764614344790
11989,11557.0206114623333172908213828596673
11990,11558.0269121294896497781525081745332
11991,11559.0508419733723824535848542279736
11992,11560.1101577674660508826804258325933
11993,11560.8879777044550926429653022567585
11994,11561.4258982972540436920122989389201
