n,gamma
49720,40232.7823640987425685373411769402015
49721,40233.7400661985287116289564900156217
49722,40234.0155266051770669001130631756595
49723,40235.1909593525005573732584340884456
49724,40236.0627758532401754741747435061141
49725,40236.4077124827506671896574577659834
49726,40236.8914923008338852333987772836805
49727,40237.7897811710324157513205797730591
49728,40238.7713164686608313754430024163516
49729,40239.4677607646769105154587937299959
49730,40240.3591872284920424855449593324327
49731,40241.0469445642434978850635471644568
49732,40241.4437568007482553579970491365560
49733,40242.4866572347812003787918181323549
49734,40243.3295593939360359939222090745943
49735,40243.5797547335742985593261411892639
49736,40244.0320722738808348208661409411505
49737,40244.7484801817680722422849574702895
49738,40245.6354025150906180023499856680515
49739,40246.7092978517262306023506591629909
49740,40247.2778305550946630980204403523732
49741,40248.2649072312848731204002643777091
49742,40249.0072324269540463628870074143071
49743,40249.2656259742180259010497582886382
49744,40250.2656149234668182109520697935360
49745,40250.9529095252216104556851138012570
49746,40251.4277379249956604825982484250597
49747,40252.4560675704728790995946390760973
49748,40252.9993452033843268446688229172012
49749,40253.7081300593805695756917032465611
49750,40254.2955808745503566390972794480091
49751,40255.0249729601629272410706665260094
49752,40255.7260947324592655418488727483328
49753,40256.4681406907860581623460432838487
49754,40257.2239180324142246689241447403495
49755,40258.6446158469290479934769954300406
49756,40259.1195389385464472036034143590108
49757,40259.4367892203900004496386652623064
49758,40260.2974763155765480079675075196632
49759,40260.6566487412987949972727233211959
49760,40261.4833225558335424316956637074616
49761,40262.3041103964057351802994337971029
49762,40262.9089952456402330638259646278186
49763,40263.7631751930796657396692024933960
49764,40264.1364280717311954983953324607776
49765,40265.4394459344944249889798300806037
49766,40265.9386286432690877275043999440684
49767,40266.9558044293582048444594961884824
49768,40267.3388891312092255482005320361637
49769,40267.9233834194343782783328122345835
49770,40268.8424693438519434116362531389277
49771,40269.7711475968796522431754622171536
49772,40270.3783971285205936713267998676575
49773,40270.8005215933584637032760771787342
49774,40271.7362991603746068770878305404242
49775,40272.1838728413901111998843680307937
49776,40272.7474773212641454503850727784123
49777,40273.3579462055111977191229604051806
49778,40274.7186148123233273714378404033183
49779,40275.6358006030107281816850292577894
49780,40276.0335128099950398713910616516776
49781,40276.7355720690280693623468832078199
49782,40277.6257939864352981337852499983176
49783,40278.2172858413150262357326178541362
49784,40278.8918966922636858296921532172229
49785,40279.1651846412075695250566731697463
49786,40280.1158568126306104380705355290457
49787,40280.9110495405343800280178005303775
49788,40281.7019798636217646121644745252476
49789,40282.5986184478419448579597341907289
49790,40283.0165699773756862368735477541109
49791,40283.4042018844405177062022193919081
49792,40284.8826154640973217414854618647594
49793,40285.3487570901453168320627948864536
49794,40286.0177825973434910425563497016639
49795,40287.0132859673871190643348589395039
49796,40287.5695878427589940769597016825755
49797,40288.1807754437607906097095368247444
49798,40288.7061915266569555517516729498288
49799,40289.6228782333783619657885236597560
49800,40289.9730283525596389673527217560349
49801,40290.9155469857673150367651550596630
49802,40291.3139703623627155859052722159788
49803,40292.4369881314028070781166858771071
49804,40293.5453629628688282040028061193954
49805,40294.0922164564581497679184864442442
49806,40294.9271157369796213395126984616860
49807,40295.2408848212881259936786597994770
49808,40295.8952431956434108716985055198098
49809,40296.4928678441982634882377138165870
49810,40297.7363411368049560698456734821134
49811,40298.2797023557914900335474763822193
49812,40298.8575152958112214178318589150796
49813,40299.3594182207151068345609356831807
49814,40300.1227830752185015226572380852539
49815,40300.9706096360503275709875219697531
49816,40301.7490242883764656229744722506658
49817,40302.3918953804667202751473153509103
49818,40303.3457079251369237778354402618257
49819,40304.1717938354619554629297742037874
49820,40304.9450995653319694763590064938473
49821,40305.5030790564959719881918950118507
49822,40305.9312958731013538589862138432622
49823,40306.9171011199068004344440618721804
49824,40307.1985024647717209303806171257493
49825,40307.8133325177555645428980646096888
49826,40308.8650743538414824778177322461994
49827,40309.6064354526368496437363758145144
49828,40310.3632591403431908828388027015306
49829,40311.3587436764826070450418242826430
49830,40311.7106024625449019016336380216858
49831,40312.7179703963918134941225597114917
49832,40313.1381701720826523573312462239289
49833,40314.3262115332425595159363659107926
49834,40314.5725506401242592066453085481242
49835,40315.1454980662549905426762231647774
49836,40316.2550440966478719339100593054883
49837,40316.9905621286856180420436494760081
49838,40317.5026529194447507658321686336121
49839,40317.8582306970400785851132657295940
49840,40318.7380387795353747155071517639756
49841,40319.2693133500983610642522348602652
49842,40320.7135141558403469465018871310700
49843,40321.5857280230120176482999463422665
49844,40321.9801707393155547946765460726852
49845,40322.5852744969964272068667017021502
49846,40323.3173747685573467907008736951911
49847,40323.9363711210648105152318056292986
49848,40324.7593639148871210959424194330242
49849,40325.1843056884163394405022946556319
49850,40325.8524058834728156905623828850811
49851,40327.1230575335867664705713635783996
49852,40327.3465827182593207478491819713067
49853,40327.9866466620574927663349840248445
49854,40329.2553503409888176638702461918293
49855,40329.9798742600626309961088963577542
49856,40330.2177930181592841295372245238835
49857,40331.1233534192722586448889938931799
49858,40331.9638419679074879616805452416738
49859,40332.8940688238669215711233299398802
49860,40333.5637815532298912915397894649240
49861,40333.9314573815899522626613720318902
49862,40334.6484330046344470412009243221535
49863,40335.0438876867582294942180621569269
49864,40335.9975048798619281244256183145704
49865,40336.8176130944313899831345064383951
49866,40337.3172517126011769745439022552759
49867,40338.6270917049221691841346156007580
49868,40339.0419974600909953130638213020936
49869,40340.2945209602600121214925608343738
49870,40340.6207990686726032940888042599296
49871,40341.0178966039299154339808711653712
49872,40341.8097476582616535141355179176676
49873,40342.4602621328240990221927948691712
49874,40343.3086119702892882340897548707950
49875,40344.1096502887572418207297465339626
49876,40344.7230055030866594203959186677243
49877,40345.5175946227763742610560683352266
49878,40345.9249087482764962358356143918235
49879,40346.7686689365661109705027154366836
49880,40347.5014054835640145834090427505343
49881,40348.6175103140446880610028118641826
49882,40349.3802778326794839570265789384006
49883,40349.8240877114991487672849182139176
49884,40350.6719920166720700054359314073268
49885,40351.2537757743484947485456264437347
49886,40351.8676480692243018837365058203721
49887,40352.6399830531142545519415242574343
49888,40353.3724357801213692529800131904080
49889,40353.7205946090101348006908928824071
49890,40354.2309306809619753990886763101475
49891,40355.8078551317208388036799753699540
49892,40356.4325892392389042018270052918620
49893,40357.2185963832235752918360522994772
49894,40357.5100798880019237562138972376866
49895,40358.5761403056533486902170508224173
49896,40359.0822739235308483888377042513636
49897,40359.7019179284109860915811762985952
49898,40360.7376542966305740974725635293001
49899,40361.2547103242953405992524129951371
49900,40361.9671050374502158142714197456261
49901,40362.4800374332293596796354448805817
49902,40363.5058526327286527127703405917291
49903,40363.7538782652107209871917289020213
49904,40364.5771639167852169592545525221171
49905,40365.5447368993751930410599508912884
49906,40366.4881747897803715044265180920201
49907,40367.1589991456032958518810123378112
49908,40367.9866142978131945998276970382496
49909,40368.7957016771143023517437341811390
49910,40369.0176053341481461852698733624398
49911,40369.9151072828158021120814996634357
49912,40369.9763050517604022076109188040046
49913,40371.2172604519393640757544571396688
49914,40372.0114725019260724448732613902467
49915,40372.7323812066341176894836048889030
49916,40373.2149696510095139196847925201910
49917,40374.0506954252427674416594165213102
49918,40375.0835160400274653570292870872281
49919,40375.8224478510622604197246639421730
49920,40376.3399480386956683267642463782260
49921,40376.8826721595962214191342399538280
49922,40377.7399012257381567778599551331445
49923,40378.7493573263037172692956205900528
49924,40379.2376486589566862331364323902890
49925,40379.8315697887981500079521807365768
49926,40380.6898611559882523381952120584908
49927,40380.8735723932146937009079479013271
49928,40381.7171731690008231509191224713994
49929,40382.5100904697217004346124279878623
49930,40383.5021538841008654533799451679604
49931,40384.6475610871972488161095119989757
49932,40385.2333611500580391648840601932409
49933,40385.7032526024228020515708111252580
49934,40386.0644135504646751101797294264118
49935,40387.3511132953317921889011059396715
49936,40387.7148243572465332203844837606797
49937,40388.1972418010347055284149945675381
49938,40389.2698416392859726372813215030077
49939,40389.6019063120175658050677832348098
49940,40390.7083356498978777110587083818025
49941,40391.3452156106461779471112440636549
49942,40391.9235167044537097692326402846003
49943,40392.8956472885171129364400661376504
49944,40393.2478531903616545529829862931651
49945,40394.2984712735851862984453549901077
49946,40395.4728691228019341024676129870690
49947,40395.8392753499272911422263623812679
49948,40396.1972000537836907838637890767613
49949,40397.0841285968332281925379496377424
49950,40397.8364361143962614214351204255116
49951,40398.4317599194608989110788648315504
49952,40398.8514159796599387276322423869841
49953,40399.6809577615592851657649048785581
49954,40400.6513533159228474295365943267994
49955,40401.2449879931403191210600070271486
49956,40402.5752286653110453370263818760741
49957,40402.9347418594762339990600783509661
49958,40403.6571095926601813785213514498349
49959,40404.3376416410027749855089558004197
49960,40404.8743703024550299201009040154774
49961,40405.4423165477213428465136476444941
49962,40406.3991164905005298586144829019864
49963,40407.3801320961573000882408167095755
49964,40407.9320211292857677960448625469295
49965,40408.2657735832071070721048504043322
49966,40409.0244841819509846000108131031585
49967,40409.5866664728348571489338440233875
49968,40410.8732809119577093568057179641532
49969,40411.5684973802213382623059837694726
49970,40412.1213685869011371712497596753171
49971,40413.1439228751641719671995888642340
49972,40413.6946653785234196023010870082133
49973,40414.4694024600646055378306016493032
49974,40415.0711618922372501131265211373032
49975,40415.5602204310044929821604709911104
49976,40416.0473218505667471754127159964601
49977,40417.0266434912348543485334211196419
49978,40417.5915803241812853689095374140122
49979,40418.7084943136852552570615017628506
49980,40419.2621005436943808307590769626171
49981,40420.1560787086353267809000386415912
49982,40420.8866539186423780181178234865700
49983,40421.3753515098488532858255115815352
49984,40422.2814269197331485580902352637769
49985,40422.7893439777663173683526497235162
49986,40423.9299098874207858203783041394979
49987,40424.2328210532489552862824243461749
49988,40425.1347704523163287798350387627527
49989,40425.3743651278740033688537853995320
49990,40426.6142846232200484688023187931435
49991,40427.0384022371089742044754123676228
49992,40427.5810771972053624482183369484178
49993,40428.1063383137480130528669053507588
49994,40429.9602554236319075141235704960338
49995,40430.1417589611496098773051116108241
49996,40431.0759274971722551172867674477043
49997,40431.5672728637066246713659529137662
49998,40432.2644301485820217121966647811634
49999,40432.5425564532268654636864509161811
50000,40433.6873854621611848615190356375680
50001,40434.2289444243517839845906725083556
50002,40434.9802261792474265579688178370370
50003,40435.6100242116584313915811429880522
50004,40436.4295660980225797287619125914761
50005,40437.1678668269863315377009348754055
50006,40437.9384180247763748185882339723581
50007,40438.6670101447659486493720174514125
50008,40439.6174253880548001705479869373870
50009,40439.9347122293524160782630251069402
50010,40440.9033061341516449665234086447676
50011,40441.6179885963202803604476869412276
50012,40442.5357008131978589246406351501891
50013,40443.1408344817507544687435029446091
50014,40443.2264665443566304096251226411469
50015,40444.1128105776342666205002572798831
50016,40444.8420785074251228354474684585943
50017,40445.4283450103222078294230889630403
50018,40446.7851106375925725484310796954417
50019,40447.4846724598728279911705300434740
50020,40447.8705340005155423886655401073193
50021,40448.9539836352186096495594662228073
50022,40449.5879372529670273781710214522521
50023,40450.1575216498274206370078422605636
50024,40450.6553164419423303800779737950026
50025,40451.3949348083453142439046845154763
50026,40452.0673444559934175436423995586287
50027,40453.2097961924812066294946910043103
50028,40453.8200710175204943901277409322824
50029,40454.0243778008888426340720434242728
50030,40454.9245997232124852226253091086921
50031,40455.7802844256202890128701261034048
50032,40456.4421635522197903592642240869290
50033,40457.4276720209253524617403522250909
50034,40458.3251788479345174180174012726707
50035,40458.9253573428393284572191648848875
50036,40459.5360947444045755942267206001811
50037,40460.0204926689349942721768879194487
50038,40460.8192977381924313168723039386433
50039,40461.4478442822948675721083041836869
50040,40462.1989126907746054025930623613041
50041,40462.6502532983921854394174227415718
50042,40463.5897326163657568719333049040314
50043,40464.2222816419157418848352489359818
50044,40465.5686574411966377286232470524437
50045,40466.1575937559249541696533890781840
50046,40466.7476493961013376855125536291043
50047,40467.0455328644153209398785631054111
50048,40467.8278998026522114219721576820481
50049,40469.0800562972669717742113348590710
50050,40469.4425052955101430166159040701954
50051,40470.1157008869834020384749939854264
50052,40470.9934875899883879076799709458963
50053,40471.4010533214974204636389164558129
50054,40472.0622610792283385102837463497140
50055,40472.8314810254580570239953679649052
50056,40473.6325218283248405561787944375888
50057,40474.3723751179805285025652211288370
50058,40475.4921471139450239221083574364072
50059,40476.1780765995668394409671237139813
50060,40476.7764914250197680903449340548625
50061,40477.4597506936047135249374085570201
50062,40477.9800279814604634647145448144917
50063,40478.8585979675157671394819590235299
50064,40479.2603641829340811369398417360445
50065,40479.6465862895153029174630955434853
50066,40481.1289297369647332456587285958267
50067,40481.5328411045484347096699853551812
50068,40482.4483146962221085828685881407773
50069,40482.7765235493729522684780505749271
50070,40483.8628304080864762780396526973768
50071,40484.6465831928447869482785567534023
50072,40485.4685076816876147676848017290553
50073,40485.7746327328228641038200139545822
50074,40486.7616039057168757335725886633287
50075,40487.3621157042087620396151791540659
50076,40488.1968174547235922421531234433341
50077,40488.8523589187368960494227075948369
50078,40489.4540823005677161687260117370221
50079,40489.9113736084133920849606470009932
50080,40490.4526347863587629816224111196147
50081,40491.4849984716911839009086129296707
50082,40492.5951156863616007912746643460579
50083,40493.5062635444205601883393720408531
50084,40493.9606626357285763063458908526080
50085,40494.5452681742981287114391562983806
50086,40495.4227053265166035484356996684120
50087,40495.8328567319885778381072253229239
50088,40496.3989535310511494423590327267847
50089,40497.4978895643349244643151912938377
50090,40498.1362138536277544744524147330255
50091,40498.6414843841829160057294258646833
50092,40499.2988027930442534212217089472253
50093,40500.2554520726628181698335252504550
50094,40501.0563359768510110573504074326448
50095,40501.5052448100295512719798192432481
50096,40502.6234162045719970839141802482078
50097,40502.9004540934945218215025509760279
50098,40504.1492475631816440823268973964998
50099,40505.0194587066276985600068660529673
50100,40505.3073895625566051572111121235104
50101,40505.8654860272876357635972707442091
50102,40506.3986500729952468351912043921022
50103,40507.3289397022336418438175129579165
50104,40507.9182862046472478860429904471820
50105,40508.7570988100387927123309372049178
50106,40509.2085189322105342544055156605034
50107,40510.5683367321410022753785959487538
50108,40511.2186864606356012971713081217926
50109,40511.8018246312297139733767421222837
50110,40512.5772008282179984836769629903350
50111,40513.2935371239458436565437513042759
50112,40513.7213282333631766904133697824042
50113,40514.3318912096932982411962799333153
50114,40515.4494539556398990531617044158940
50115,40516.2268165952307747639251437570912
50116,40516.4239568805401113586724200382715
50117,40517.6873572761446404190887972817915
50118,40517.9166987708030225378418951747680
50119,40518.2610453984670777557810262025036
50120,40519.5932715958016773278590217850058
50121,40520.6495784890212027307940745223760
50122,40521.3750127567540315771188918252730
50123,40521.7750989668966648339119371774693
50124,40522.4178296525225925728531862728034
50125,40523.4570003271369442971608491607169
50126,40523.8239457045765983696462736445303
50127,40524.6178200272074033935972016918389
50128,40525.0319570942577933761081966759927
50129,40525.6148422846166760345351087000871
50130,40526.7230551846717253029450251630565
50131,40527.5026064539050109919153007047790
50132,40528.2639739788294674348014196819655
50133,40528.9889577877494838807042133723543
50134,40529.8476788911275828439381594959340
50135,40530.1569076807416040691307946328954
50136,40531.1833779021608827680881249481782
50137,40531.7309950935293551000857779602794
50138,40532.7355764566953808789668739383505
50139,40533.2263664125361325276572878392141
50140,40533.8950225978839772670969608253701
50141,40534.6159633466951347070395470976419
50142,40534.9887394075252078488666042267541
50143,40535.9549359189434788868124046940117
50144,40536.5450891963808952467107432652714
50145,40537.4152869181538320888838429227117
50146,40538.2443211102921564940888355835174
50147,40539.4556985445880957274683039652777
50148,40539.9991695182709868327326226028220
50149,40540.4007131237528710384388918698935
50150,40540.9899826688958614026194505372923
50151,40541.5897997388737432187324773418069
50152,40542.3767141175677550619369606480182
50153,40543.1236566433585274682986374421488
50154,40544.0349068958204996046193001533236
50155,40544.6377753363033289929451727796398
50156,40545.2153788324045939740572392505776
50157,40545.7657881340645332508019181552883
50158,40547.2080123687102637120110574223835
50159,40547.6259799068674653905738398742525
50160,40547.9597526043226381860776045540974
50161,40549.2113670466103204858535279668679
50162,40549.8674471151477974987891402611031
50163,40550.3921919828640411524253548606306
50164,40551.2715516986071506752337849505496
50165,40551.8288596288913506896843844761374
50166,40552.4106653187510213162214712079505
50167,40553.2251102989902447013661488951713
50168,40553.3682615820092637596947862946501
50169,40554.3794117853450612388082729945244
50170,40555.7445402259369944718221290103641
50171,40556.3391280038290685279302332253579
50172,40556.9620794478228172873069843384344
50173,40557.8191560382131515765123199459613
50174,40558.0413957293491854992777058214127
50175,40559.1527980035225345980204951959391
50176,40559.7505599209941796873518090260252
50177,40560.3011795833931574079400724268449
50178,40560.9090485183457444338468077785866
50179,40561.8805684265544510415466592480661
50180,40562.6959302325596487909259414418888
50181,40563.1405569698772822112200695006091
50182,40563.7775073504181323742163758826555
50183,40564.5178812381589786017069505059576
50184,40565.3788790842796174034898728134923
50185,40566.4769525383895696134755033981303
50186,40567.1486443569803668309412510696739
50187,40567.6370783662158702536448378065614
50188,40568.5666450746096707095254525554519
50189,40569.0064259893724660222450014096019
50190,40569.4964083681687105891950943209574
50191,40570.2614966105669795070506273073250
50192,40571.0443494683002304814815927392596
50193,40571.6924247050435400518821746560900
50194,40572.3999754886921942960166575719143
50195,40573.3460104230585703080351095360962
50196,40574.1059270465399261309433017027170
50197,40575.0351002868206702313326921279617
50198,40575.7557267943658553098439773956736
50199,40576.1071473494298396664525838856994
50200,40576.6658668182325129940070677946064
50201,40577.4836088746251860367560619658560
50202,40578.6625530961852439596387248961116
50203,40579.3630505565474164269580835248074
50204,40579.5237392702224517780482217781835
50205,40580.1843883321664903607769983525283
50206,40580.8954243595519558933716975596818
50207,40581.9567302838824348690613244805204
50208,40582.1910292173920734027066945416656
50209,40583.6609078371986046736773905498342
50210,40584.1710185581376230710458151295631
50211,40585.0003650063990775664976750984517
50212,40585.6400008010439325453159640899199
50213,40586.4260901696796254874127688493603
50214,40586.8875655628554837463033220237353
50215,40587.4311985235595191758344473577825
50216,40588.0948821739900207165901420871454
50217,40589.0330713939620575284266706628687
50218,40589.5591984687701265001566139685766
50219,40590.4787371273217194123742244833234
50220,40591.3423913143294639502233511480715
50221,40591.9449544479316468608086574691490
50222,40592.5584594712772676871282289962085
50223,40593.3243682869748914814880252157319
50224,40594.4039819493325882176241045415562
50225,40594.7755224446159492313560531199255
50226,40595.7713873836457802983575649391546
50227,40596.2352578073144077960108008869869
50228,40596.7359169875364407450883299033215
50229,40597.9100510433217463335024761543363
50230,40598.1564126539910158676634699221193
50231,40598.9234333050816212206703192142618
50232,40599.4090301644838524187517727235610
50233,40600.1623833948870931817553004023562
50234,40601.7271621524763792910107468574674
50235,40602.2129179691937671211319023659594
50236,40602.9760857617106651894098841672369
50237,40603.2904917281858365649456775774235
50238,40604.1769220482682634086780465138199
50239,40604.6993548011935290919658006340952
50240,40605.5243645030101836444035536852239
50241,40606.0467927617782618143492361354602
50242,40607.1002426913608896533155015571102
50243,40607.7305019888291619719396217473646
50244,40608.1213953051379250028338098923554
50245,40608.9805130056786919809057676867079
50246,40609.6738617681931833840184119987041
50247,40610.8245554472426197298940735053341
50248,40611.3492794565840838560716069956238
50249,40611.7723184831754065975592050198207
50250,40613.0614495895925831802901140749916
50251,40613.7026913133324173673269787014749
50252,40614.1185623287692911028855095587284
50253,40614.9678293329362872450172096346721
50254,40615.4327620782216793069746066267966
50255,40615.9224493898317760704305691865179
50256,40616.5264428169887334992921204434159
50257,40617.9826982737197756951946896237589
50258,40618.2171940028415404869474952209654
50259,40619.1105012031240729230973917784495
50260,40620.1668156039879484521631105328191
50261,40620.7588163839280730963579564477701
50262,40621.4073024211921096108937944964487
50263,40622.0074057046193907574504889883266
50264,40622.5799027915619536870974870468398
50265,40623.4258880482106478859046685977808
50266,40624.3043861493711427991958179423410
50267,40624.6883299281276860116664631337823
50268,40625.9293133815189880696631781124182
50269,40625.9985675519447107240148586340242
50270,40626.7150514058740915661787285324186
50271,40627.5113539949668627967502654859633
50272,40628.3114213716487305348612337597235
50273,40629.4414456200718404898000410759716
50274,40630.2219550957968357383048888585979
50275,40631.0811348344619751725964422661114
50276,40631.2616935451621860730439890331152
50277,40631.7141097314746239353892319807952
50278,40632.9011269379244230544594725364776
50279,40633.4243589671557378818886200830822
50280,40634.0121331980811267130243576260525
50281,40634.5753997619640148361777588802699
50282,40635.4514714475738438057399537716546
50283,40636.2704182885335000677983624980354
50284,40637.3179369301899785921117123066997
50285,40637.9408141814928865521378855582160
50286,40638.3719377512193925459749932958114
50287,40639.2675087451029819783202506883252
50288,40639.8167473652696697640564909222594
50289,40640.7894709667052445677628216313294
50290,40641.5707836821530722015996688626116
50291,40642.0542618972137398749859070641948
50292,40642.7749726506848829733942974211724
50293,40643.3420462564481187997120406539611
50294,40643.9728262833641898510266891080156
50295,40644.7651811990385889316442565002310
50296,40645.2532868852509563481649279619817
50297,40646.4709066072306555783035429080369
50298,40647.3984703474437052747764662886671
50299,40647.8735843152553073854938880051777
50300,40648.6601154374100747269888843651901
50301,40649.6867053691174392544414556016042
50302,40649.8471546436536928789578599791867
50303,40650.4503442053808884143636874668728
50304,40650.9699036753861890575605009734843
50305,40652.0439718715453168960440355980672
50306,40652.9396817766431301107179011719647
50307,40653.6057655621565898023828648305135
50308,40653.9220191164561599050409409065941
50309,40654.8011834125525834094619618134390
50310,40655.6161452478843705530514043500813
50311,40656.6043653997366112165444771052947
50312,40657.1632617407801269325274952120044
50313,40658.0802068248863555537885824684773
50314,40658.3286461162613286402827509917230
50315,40659.5610209253084161602212025004696
50316,40660.1771935593313025257333997981827
50317,40660.4934821375786830094762169203061
50318,40661.1323724384031191777544513446672
50319,40662.0150561308937759842694415873116
50320,40662.5691814666104716318249734661993
50321,40663.0838860686805231176250389697759
50322,40664.4949893251886288785525874241242
50323,40665.4237002615503296959494150897493
50324,40665.7912757194465640830405043037851
50325,40666.4508716706342693965967957978778
50326,40667.1689662949857119379945217087292
50327,40667.6608325891220638835487760458955
50328,40668.6052750741567418698763200262522
50329,40669.3302039773715432046694463248243
50330,40670.0113618178861409558642131822157
50331,40670.5074509810346407166130427674689
50332,40671.3120215734478232589246630112894
50333,40672.0034329170337465787849051687296
50334,40672.9324027264139157721664379513277
50335,40673.3409585057476321657526564410488
50336,40674.0664523977026437132559878765827
50337,40675.3686213539410702815720988006240
50338,40676.0030103069104510511346569742286
50339,40676.7051818221464770544087661999529
50340,40677.0942108292886086999488649410898
50341,40677.9775569556211716608462886610816
50342,40678.2897762913233915036338614192249
50343,40679.1126709419062490753121445750029
50344,40680.0098784075137035366216888648881
50345,40680.2616721040120361585097211890644
50346,40681.6634309862798450600674388915112
50347,40681.9848161588626964746307495684876
50348,40682.9236182375873466500107764371971
50349,40683.9178388768636755378610387897231
50350,40684.4488523938492625322077903209661
50351,40684.8964278004959363531390870526697
50352,40685.8285128711787089845839999537403
50353,40686.3416649291861792184578852385163
50354,40687.1396839528880825944493963310996
50355,40688.1953641282168998255622983045491
50356,40688.5834008906621534615370660227130
50357,40689.2547629763313703990548678779856
50358,40689.7069006449976462634323377098585
50359,40690.1532561329274900695290322141147
50360,40691.6083400359410392139540480510918
50361,40692.3390581548667455728986136633279
50362,40693.1797325738686978686314997745161
50363,40693.7489582066335722306261149426348
50364,40694.4446184952357955040554180614882
50365,40695.1971043804614991360376881157318
50366,40695.6791119156738184560426825143426
50367,40696.4613912416924733586065909025008
50368,40696.9527018906356441007723847533990
50369,40697.5962611466552080712045130222968
50370,40698.6585908209147823020065082099709
50371,40699.5051611633143131122539663468515
50372,40699.7363005485518672351997956334857
50373,40700.9111787644978995231233123094425
50374,40701.5775963434738882655684501586722
50375,40702.2972854069886745763378072580226
50376,40702.6511634493155514897299319490312
50377,40704.0552965696660417612142170749863
50378,40704.6478728314112204337190488502028
50379,40704.9414186597688874607401688272193
50380,40705.7934846021489994760132985364573
50381,40706.2345379090467824988318073632014
50382,40707.2005398875749153727890445929059
50383,40707.7664619511361743731482191789084
50384,40708.3085981999988970074645726917713
50385,40709.1494236756163881397452297857136
50386,40710.2082918806379437034466337902629
50387,40711.4555150105091185326232440379917
50388,40711.5883965244051862826011327805019
50389,40712.3905981415330729652294238025289
50390,40712.6892325115848484182293923476920
50391,40713.6896074678834054005106510614020
50392,40714.0916415437142744243645152345470
50393,40715.2551261494907147578223088974561
50394,40715.8588914105231201445186839966255
50395,40716.3099604134227256396884447142382
50396,40717.1415204267292225320346524482231
50397,40717.9234823370293506175945311751525
50398,40718.3446336341789682701202394207902
50399,40719.5948759367898104936286657362688
50400,40720.0958774234090053389140555905104
50401,40721.2607795674079766148741065278147
50402,40721.3539259455124503248852040596848
50403,40722.5576217888748485069250380514928
50404,40722.9433355404418814869609016054943
50405,40723.8918902684921273372589503961596
50406,40724.2410234764470088194999459198988
50407,40724.7477486426568902006270412481554
50408,40725.4237074282434514744606048788843
50409,40726.4140358032323656237765773535906
50410,40727.3379103142580813789626868965230
50411,40728.3978802814477946696725041440478
50412,40728.6757008371144502872184896719296
50413,40729.2563067722738590574593980246056
50414,40730.4875567487960029694909959615770
50415,40730.8754741416242733123677753481542
50416,40731.5079883817240510282934832969278
50417,40732.0134311755959162238763110504188
50418,40733.3653158201828615220046965856550
50419,40733.5129219659135209613969488962932
50420,40734.3745923032363924004669818853979
50421,40734.9649166881644676290543342292012
50422,40735.9282312341100376181434865523265
50423,40735.9966793883896797672679148597100
50424,40737.2448713465196514038973229861814
50425,40738.3087443103367465616248405099995
50426,40738.9835279728275003259765817835156
50427,40739.7364248221591356971674070758428
50428,40740.2274367218274991899511471802786
50429,40740.7845796862790697357337134106966
50430,40741.5691627766303683333198289563789
50431,40741.9260007017357406168724880023946
50432,40742.9535029054489240169820551003497
50433,40743.8241491634466038721583288501971
50434,40744.1857961014541243818109049507744
50435,40744.8438869866963402646451250407373
50436,40746.1679672627671866806494335219184
50437,40746.7874691111695964312119159646288
50438,40747.3283243784906106797062074037011
50439,40748.1653359849906217048579581499443
50440,40748.3967574142336569293758423990341
50441,40749.6792025363342819753113104242820
50442,40750.4415254687434073496644907812370
50443,40750.9320154721668081918935142961799
50444,40751.5719271690972762340459460374246
50445,40752.0506758399651144529289412496592
50446,40752.8769405304150709399518760091550
50447,40753.4307640425192833553795073772346
50448,40754.2416095636811020905774708178210
50449,40755.2412087390657995835973156769956
50450,40756.3661544251862092856564557649134
50451,40756.6324589230124876223148580654896
50452,40757.5709550644264735806201178600925
50453,40758.1242378563920886935365762989729
50454,40758.6418223929541504497412057645496
50455,40759.7113414300340338083392604868028
50456,40759.8373469056388576764714494756332
50457,40760.5925291653140951245311831913285
50458,40761.6420880632281597481473803161225
50459,40762.6204539664776241848321806185837
50460,40762.8752148416086611929196620786882
50461,40763.4880625175511774128811640259085
50462,40764.4307148323954655617130227037027
50463,40765.2659141536954760515686053568982
50464,40766.0879429367093354689017307450979
50465,40766.9135360316718521474376523149686
50466,40767.4044856399463449167919549340763
50467,40768.2177494316223764057702190458644
50468,40768.5607980265969323718540677935813
50469,40769.7278834583049097659475631843400
50470,40770.2003570855046463215187763476028
50471,40770.4526536097807050183335599848140
50472,40771.2788154787745323834168946998088
50473,40772.1546837912574036810985304785178
50474,40773.4529606895991435508712825736693
50475,40773.7855427996275191226600564915492
50476,40774.8740499201736596871096250952532
50477,40775.4623948285511609324926300506866
50478,40775.8236559812116134186936584423149
50479,40776.3595133603063809674031871267308
50480,40777.4694367335122499185864400439249
50481,40778.1439981524729029892982141333849
50482,40778.7700524734444299080643036317093
50483,40779.6754505984534490035536470258291
50484,40779.9722439691938109498600687569549
50485,40780.5926718200959008829112973441157
50486,40781.5958510363119377581096211414806
50487,40782.5183219899534629946095934003398
50488,40782.9563525303664008384381591138102
50489,40783.9117970690275262539429594945629
50490,40784.8173867265169440315031725579105
50491,40785.5629169035528396898917034274432
50492,40786.1678384704594708499658342879771
50493,40786.6371589243203806527168096327699
50494,40786.9828346456713023703720377234019
50495,40787.9773980842666805634350182869899
50496,40788.6302116413785138878526100397730
