loop,t_near,u_near,distance,a,b,abs_a,abs_b,a_zero,b_zero,a_even,b_even,a_even_nonzero,b_even_nonzero,a_prime,b_prime,norm,norm_prime,theta_mod_2pi,arg_zeta_mod_2pi,theta_mod_pi,arg_zeta_mod_pi
4606,5080.492656004791,0.36666666666666664,0.026913799662691897,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.145216858860792,6.2795611019091515,0.003624205270998715,3.1379684483193584
4607,5081.412215039032,0.5,0.6474294477291679,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.223614035691341,0.05957127148880933,3.082021382101548,0.05957127148880933
4608,5081.974872235722,0.45,0.5261279031039671,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.8240707705547479,1.3175218830356095,1.8240707705547479,1.3175218830356095
4609,5083.406825338775,0.75,0.07620395462783382,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,0.33486327991886355,5.948322027261287,0.33486327991886355,2.8067293736714936
4610,5084.016875863508,0.4,0.031055824180552267,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.3772879994321556,0.7643046541582019,2.3772879994321556,0.7643046541582019
4611,5085.062041710129,0.43333333333333335,0.013323400760002683,7,3,7,3,False,False,False,False,False,False,True,True,58,False,5.876546453773699,0.4066388534064519,2.7349538001839058,0.4066388534064519
4612,5086.348863550859,0.3833333333333333,0.07988440720418112,2,-2,2,2,False,False,True,True,True,True,True,True,8,False,3.9018413879900677,5.5229365727798765,0.7602487344002746,2.3813439191900834
4613,5087.168511422611,0.31666666666666665,0.5453240885995574,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.3630498694287354,5.920135437751416,0.3630498694287354,2.7785427841616226
4614,5088.2257180278275,0.65,0.090601085892632,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.902949458278684,5.52182850249126,0.7613568046888908,2.380235848901467
4615,5088.917450105503,0.55,0.3913882192612549,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.219171214939209,0.06401409224094241,3.0775785613494158,0.06401409224094241
4616,5090.112318702076,0.8,0.05049220741590606,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.937039683836865,5.487738276933079,0.7954470302470718,2.3461456233432862
4617,5090.590433495474,0.26666666666666666,0.0637559919192633,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.538060874518287,0.7451244326618647,2.3964682209284938,0.7451244326618647
4618,5091.509743798899,0.21666666666666667,0.035322504046635644,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.333352662056228,0.8082399915341304,2.333352662056228,0.8082399915341304
4619,5092.6416398770825,0.55,0.6481140233103946,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.123825735518864,0.1593595716612881,2.9822330819290706,0.1593595716612881
4620,5093.391822089026,0.6666666666666666,0.022928246218053908,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.352906336876579,0.7886863167137799,2.352906336876579,0.7886863167137799
4621,5094.519695071406,0.6,0.12540552680521014,7,1,7,1,False,False,False,False,False,False,True,False,50,False,6.130115114974281,0.15307019220587129,2.9885224613844876,0.15307019220587129
4622,5095.552237009662,0.3,0.03636302991436886,6,-1,6,1,False,False,True,False,True,False,False,False,37,True,3.3049875847449215,6.119790376025024,0.16339493115512838,2.9781977224352305
4623,5096.809417082177,0.5333333333333333,0.8008576256999161,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.2323306736990034,5.050854633481149,1.2323306736990034,1.9092619798913555
4624,5097.386916003135,0.5,0.05918783152071421,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1665332570638256,6.2582447037061195,0.024940603474032486,3.1166520501163264
4625,5098.556972577285,0.65,0.08626797368280718,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.8022892287879699,5.480896078392183,0.8022892287879699,2.33930342480239
4626,5099.261977338088,0.4666666666666667,0.37365149182407786,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1636691516339965,6.2611088091359495,0.02207649804420342,3.1195161555461564
4627,5100.183212539209,0.65,0.1206966405999982,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.249376100700658,0.03380920647949445,3.107783447110865,0.03380920647949445
4628,5100.726569849535,0.43333333333333335,0.42410715908256547,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.7862225974809363,1.3553700561094235,1.7862225974809363,1.3553700561094235
4629,5102.162375306114,0.7,0.08458436368616312,6,-2,6,2,False,False,True,True,True,True,False,True,40,False,0.3125562189391218,5.970629088241031,0.3125562189391218,2.829036434651238
4630,5102.7541993799405,0.1,0.09039767225820523,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.295048694118364,0.8465439594719959,2.295048694118364,0.8465439594719959
4631,5103.912282124733,0.26666666666666666,0.1374716553205386,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.17449393241192,0.10869137476823314,3.032901278822127,0.10869137476823314
4632,5104.64185639577,0.18333333333333332,0.08628700917136027,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.335366761741163,0.8062258918491971,2.335366761741163,0.8062258918491971
4633,5105.838531992739,0.48333333333333334,0.5866565786086503,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.06113188818991944,6.222053418990234,0.06113188818991944,3.0804607654004412
4634,5106.852326958194,0.6,0.03036110831908551,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.4575286093483726,5.967249351421574,0.31593595575857947,2.825656697831781
4635,5108.182284781715,0.75,0.07449466900576986,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.6300954418652012,4.653089865314953,1.6300954418652012,1.5114972117251595
4636,5108.669356566983,0.43333333333333335,0.6018496658545708,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.2619733255173244,6.1628046352526225,0.12038067192753132,3.0212119816628293
4637,5109.560345716529,0.6833333333333333,0.06481772845693218,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.247189872872191,0.03599543430796291,3.105597219282398,0.03599543430796291
4638,5110.048507846869,0.21666666666666667,0.043742746768876316,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5996013858931946,1.5419912676971663,1.5996013858931946,1.5419912676971663
4639,5111.212656694869,0.5833333333333334,0.008677688597438385,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.500199102169219,0.7829862050109351,2.358606448579426,0.7829862050109351
4640,5112.708745801925,0.8,0.08967155384301422,2,-4,2,4,False,False,True,True,True,True,True,False,20,False,4.230005373942639,5.194772586827309,1.0884127203528458,2.053179933237516
4641,5113.49369841268,0.5166666666666666,0.07933479255463631,3,-2,3,2,False,False,False,True,False,True,True,True,13,True,0.5770723696165305,5.706112937563624,0.5770723696165305,2.564520283973831
4642,5114.255198111606,0.21666666666666667,0.038394172496451315,3,0,3,0,False,True,False,True,False,False,True,False,9,False,3.128795241083594,0.012797412506767284,3.128795241083594,0.012797412506767284
4643,5115.555717583121,0.5166666666666666,0.8394632399333388,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.2036748233334507,5.079510483846704,1.2036748233334507,1.937917830256911
4644,5116.143646018154,0.5,0.4527569202726151,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1738881844470157,6.250889776322932,0.03229553085722259,3.109297122733139
4645,5116.746711982473,0.4,0.7670637037082427,0,1,0,1,True,False,True,False,False,False,False,False,1,False,5.194864181390905,1.08832112578925,2.0532715278011118,1.08832112578925
4646,5118.106609638468,0.7166666666666667,0.042907161795086086,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.469056234830603,5.955721725939345,0.32746358124081,2.8141290723495516
4647,5118.741807924644,0.25,0.17569377773428377,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.597835897285293,0.6853494098948623,2.4562432436955,0.6853494098948623
4648,5119.642546784421,0.31666666666666665,0.07090147446980638,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.333420518712778,0.8081721348775842,2.333420518712778,0.8081721348775842
4649,5120.380599904794,0.16666666666666666,0.10935867243970733,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.80701843420848,1.4761668729716755,1.665425780618687,1.4761668729716755
4650,5121.380593137442,0.21666666666666667,0.05418024259369369,1,3,1,3,False,False,False,False,False,False,False,True,10,False,1.8754127581383102,1.2661798954520522,1.8754127581383102,1.2661798954520522
4651,5123.147413757126,0.8166666666666667,0.0662145126986279,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5141461440773654,4.76903916310279,1.5141461440773654,1.627446509512997
4652,5123.834114759061,0.7,0.26729805094278913,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.815869775354493,5.608908185415456,0.6742771217646997,2.4673155318256628
4653,5124.8961211987125,0.7,0.07844965651215405,1,-2,1,2,False,False,False,True,False,True,False,True,5,True,1.0924689073381018,5.190716399842055,1.0924689073381018,2.0491237462522616
4654,5125.988597654053,0.7166666666666667,0.044675417421883114,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.75450190253467,4.670276058235279,1.6129092489448773,1.528683404645486
4655,5126.482019957367,0.45,0.7019459908155594,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.12532977031579406,6.157855536864362,0.12532977031579406,3.0162628832745693
4656,5127.404476554813,0.6666666666666666,0.13493774320054294,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.2175831645951902,6.207194796174759,0.07599051100539711,3.065602142584966
4657,5128.321342107866,0.6166666666666667,0.03453101792975906,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.00799121210678777,6.275194095073369,0.00799121210678777,3.1336014414835756
4658,5128.827728225668,0.5166666666666666,0.7931627857305937,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.7055762238482544,1.436016429742109,1.7055762238482544,1.436016429742109
4659,5129.692224085083,0.35,0.03200316666401945,-1,9,1,9,False,False,False,False,False,False,False,False,82,False,4.603729261877959,1.6794560453021978,1.4621366082881657,1.6794560453021978
4660,5131.124196745604,0.08333333333333333,0.04095770402569689,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1212777190741363,0.020314934516227363,3.1212777190741363,0.020314934516227363
4661,5132.4578225750665,0.6666666666666666,0.39625585185833634,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.3092950079416283,4.973890299238528,1.3092950079416283,1.832297645648735
4662,5133.005234959063,0.5166666666666666,0.33597211701777135,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.144636309619173,6.280141651150777,0.0030436560293800596,3.138548997560984
4663,5133.803943541631,0.36666666666666664,0.09461110724566142,2,1,2,1,False,False,True,False,True,False,True,False,5,True,5.822565339373696,0.4606199678064609,2.680972685783903,0.4606199678064609
4664,5134.900549690751,0.4666666666666667,0.5204186770163618,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.216208280305743,6.208569680464207,0.0746156267159499,3.0669770268744143
4665,5135.5870776964875,0.43333333333333335,0.035903754172613676,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.5181385829033545,0.7650467242768029,2.3765459293135613,0.7650467242768029
4666,5136.291386487168,0.15,0.026669214228176353,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.596550285194411,1.5450423683959535,1.596550285194411,1.5450423683959535
4667,5137.4572954809255,0.3,0.04783321425102971,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.5060314346813755,0.7771538724987822,2.3644387810915823,0.7771538724987822
4668,5138.186760073072,0.13333333333333333,0.0982460093961943,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.6689259956029403,1.4726666579874244,1.6689259956029403,1.4726666579874244
4669,5139.511839643521,0.7,0.21777914119592384,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.112386470001248,0.1707988371789103,2.9707938164114545,0.1707988371789103
4670,5140.269742473791,0.4166666666666667,0.08265592860865764,4,4,4,4,False,False,True,True,True,True,False,False,32,False,2.3707942145936585,0.7707984389967065,2.3707942145936585,0.7707984389967065
4671,5141.997502041026,0.6666666666666666,0.04454749899206901,-1,-3,1,3,False,False,False,False,False,False,False,True,10,False,1.8817817621716344,4.401403545008524,1.8817817621716344,1.2598108914187307
4672,5142.72039147096,0.6,0.6546722698087908,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.306132473506771,5.11864548726318,1.1645398199169783,1.9770528336733868
4673,5143.297504339043,0.3833333333333333,0.1500917895566345,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.241629520950049,0.041555786230109415,3.100036867360256,0.041555786230109415
4674,5144.2498298546825,0.48333333333333334,0.4301202009076403,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1523845720942063,6.272393388675745,0.01079191850441319,3.130800735085952
4675,5145.167999679718,0.65,0.09313911487876371,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.231855925748505,0.05132938143165374,3.0902632721587118,0.05132938143165374
4676,5145.7146619906125,0.35,0.30349634600884406,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.7821730996201737,1.3594195539701919,1.7821730996201737,1.3594195539701919
4677,5146.338068058943,0.13333333333333333,0.0814162264567536,-1,1,1,1,False,False,False,False,False,False,False,False,2,True,3.8731091730569247,2.4100761341232344,0.7315165194671316,2.4100761341232344
4678,5147.746990368259,0.26666666666666666,0.06655789065134685,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.315660975865015,0.825931677725351,2.315660975865015,0.825931677725351
4679,5149.238104046695,0.65,0.024267301748434486,3,-5,3,5,False,False,False,False,False,False,True,True,34,False,1.034104987025266,5.249080320154893,1.034104987025266,2.1074876665651
4680,5149.893786258719,0.13333333333333333,0.0937596321560975,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.2335223300992126,6.19125563067074,0.09192967650941952,3.0496629770809465
4681,5150.889708531774,0.4166666666666667,0.6856098549050761,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.29113388214878455,5.992051425031375,0.29113388214878455,2.8504587714415814
4682,5151.524762767139,0.36666666666666664,0.1393543806035091,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.4214580242916384,0.720134629298728,2.4214580242916384,0.720134629298728
4683,5152.710256960905,0.6833333333333333,0.21723075720315482,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.11518251928544743,6.168002787894713,0.11518251928544743,3.0264101343049195
4684,5153.435867332097,0.2833333333333333,0.04746581876854126,3,2,3,2,False,False,False,True,False,True,True,True,13,True,2.5494135568523077,0.5921790967380589,2.5494135568523077,0.5921790967380589
4685,5154.749785706981,0.3833333333333333,0.9439174462311822,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.6742071613349339,5.608978145845226,0.6742071613349339,2.467385492255433
4686,5155.156590507114,0.43333333333333335,0.7434691726924552,0,1,0,1,True,False,True,False,False,False,False,False,1,False,2.0390039580866954,1.1025886955036714,2.0390039580866954,1.1025886955036714
4687,5156.390892215781,0.8833333333333333,0.10782089106332604,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.180083358030615,0.10310194914954542,3.0384907044408216,0.10310194914954542
4688,5157.120598869502,0.4666666666666667,0.0647065022739059,4,4,4,4,False,False,True,True,True,True,False,False,32,False,2.3451316858939535,0.7964609676964137,2.3451316858939535,0.7964609676964137
4689,5158.292302528756,0.4166666666666667,0.044231871980568466,5,0,5,0,False,True,False,True,False,False,True,False,25,False,6.276414346926991,0.006770960253169274,3.134821693337198,0.006770960253169274
4690,5159.322472862193,0.3333333333333333,0.04627840403644359,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.4497511305244757,5.975026830245477,0.30815847693468257,2.8334341766556843
4691,5160.614271152467,0.7,0.13379882294689416,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5010713989939077,4.782113908186253,1.5010713989939077,1.64052125459646
4692,5161.1287388188375,0.36666666666666664,0.2408964243675281,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.22736345342836,6.197414507341594,0.08577079983856706,3.0558218537518007
4693,5162.0308436324785,0.43333333333333335,0.0692174001701765,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.25443068939402,0.028754617786140586,3.112838035804227,0.028754617786140586
4694,5162.878866700308,0.6166666666666667,0.6975484945045383,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.816909929174031,0.3246827244163369,2.816909929174031,0.3246827244163369
4695,5163.945977106214,0.85,0.14941175957464262,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.11466750378644264,6.168517803393718,0.11466750378644264,3.026925149803925
4696,5164.945436316775,0.7,0.06855300492622139,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.4686906965755426,5.956087264194411,0.3270980429857495,2.8144946106046183
4697,5165.9264086245175,0.7,0.056974877899083724,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,0.477583566704169,5.805601740475993,0.477583566704169,2.6640090868861996
4698,5166.794746253943,0.4666666666666667,0.029326016486121258,4,-1,4,1,False,False,True,False,True,False,False,False,17,True,3.391744926853761,6.033033033916194,0.25015227326396783,2.891440380326401
4699,5167.694961186182,0.4166666666666667,0.29874053281553986,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.1297789863335268,6.153406320846635,0.1297789863335268,3.011813667256842
4700,5168.152716959374,0.15,0.10039120207058942,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.6660872944909855,1.4755053590993832,1.6660872944909855,1.4755053590993832
4701,5170.006544058978,0.7666666666666666,0.07263643312980608,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.6048767226397302,4.6783085845404315,1.6048767226397302,1.5367159309506384
4702,5170.4804165181995,0.2,0.06404613230942743,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.195381769218713,6.229396191551242,0.05378911562891986,3.087803537961449
4703,5171.410700747867,0.5,0.8026427013639704,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.034664674791336836,6.248520632388825,0.034664674791336836,3.106927978799032
4704,5171.869198202577,0.23333333333333334,0.058116711263457764,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5736269827795226,1.5679656708108465,1.5736269827795226,1.5679656708108465
4705,5173.296582670967,0.5666666666666667,0.23859831044044946,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.08163632628463802,6.201548980895525,0.08163632628463802,3.0599563273057315
4706,5174.154444839344,0.7,0.30516380535973275,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.9612528244296072,0.18033982916076208,2.9612528244296072,0.18033982916076208
4707,5174.897569582423,0.7333333333333333,0.08240621962446686,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.455783604892417,0.8274017022877452,2.314190951302624,0.8274017022877452
4708,5175.378964753224,0.13333333333333333,0.013501226806200447,-3,3,3,3,False,False,False,False,False,False,True,True,18,False,0.7885803319564744,2.353012321633895,0.7885803319564744,2.353012321633895
4709,5177.4296152446195,0.5166666666666666,0.5982818884197718,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.3894173096581,4.893767997522063,1.3894173096581,1.7521753439322696
4710,5178.428501505706,0.7166666666666667,0.09433080486988273,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.742820025372865,4.681957935397091,1.6012273717830716,1.540365281807298
4711,5178.947381522615,0.43333333333333335,0.7123382315237591,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.2016264790172997,6.081558828162863,0.2016264790172997,2.93996617457307
4712,5179.820335311454,0.6833333333333333,0.010071147863671501,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1323786576422705,0.009213995948099522,3.1323786576422705,0.009213995948099522
4713,5180.287150928209,0.16666666666666666,0.05482144634701231,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.699640584546664,1.5835447226334993,1.5580479309568709,1.5835447226334993
4714,5181.456439920926,0.2833333333333333,0.06530644239529017,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.3422562806916005,0.7993363728987698,2.3422562806916005,0.7993363728987698
4715,5182.40575688362,0.31666666666666665,0.05483278210989238,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.529614561602813,0.7535707455773507,2.3880219080130196,0.7535707455773507
4716,5183.56971582181,0.6,0.06827086837264171,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.154572635380198,6.2702053253897585,0.012979981790405049,3.1286126717999654
4717,5184.256751826085,0.4166666666666667,0.17016926461730797,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.461446628982692,0.8217386781974716,2.319853975392899,0.8217386781974716
4718,5185.576464075962,0.5333333333333333,0.03924800832648311,6,-3,6,3,False,False,True,False,True,False,False,True,45,False,3.609612207764471,5.815165753005486,0.46801955417467767,2.6735730994156928
4719,5186.4913825213525,0.3833333333333333,0.6576202047070809,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.3986532493817876,5.884532057798376,0.3986532493817876,2.742939404208583
4720,5187.770015459692,0.9,0.029417950153339624,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.692340312680209,4.732437648089749,1.5507476590904155,1.5908449944999559
4721,5188.700254132451,0.6833333333333333,0.07634148080505891,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.5330228870940914,4.750162420086073,1.5330228870940914,1.60856976649628
4722,5189.559516838675,0.6166666666666667,0.4405345011567852,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.4186179144059565,5.006160046364001,1.2770252608161634,1.864567392774208
4723,5190.10742714958,0.5,0.7368071881569762,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.258659583351516,0.024525723828648333,3.117066929761723,0.024525723828648333
4724,5190.663854691833,0.4,0.4510371102226585,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.844148876012163,1.2974437775782086,1.844148876012163,1.2974437775782086
4725,5191.9391625122635,0.8833333333333333,0.19073455476019435,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.12718260700732,0.15600270017284446,2.985589953417527,0.15600270017284446
4726,5192.612275622346,0.4166666666666667,0.05063402070596656,3,5,3,5,False,False,False,False,False,False,True,True,34,False,2.104664606451607,1.036928047138765,2.104664606451607,1.036928047138765
4727,5193.969095940401,0.43333333333333335,0.045784263039346094,5,-2,5,2,False,False,False,True,False,True,True,True,29,True,0.37852705536067077,5.9046582518194946,0.37852705536067077,2.7630655982297014
4728,5194.87311923619,0.36666666666666664,0.4179012439205734,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.414898754436642,6.009879206333316,0.2733061008468489,2.8682865527435233
4729,5196.423519337233,0.8166666666666667,0.06821971912576492,-1,-1,1,1,False,False,False,False,False,False,False,False,2,True,2.339274532741541,3.943910774438624,2.339274532741541,0.802318120848831
4730,5196.953451808388,0.6,0.8140932061531572,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.1192911546873745,5.305486806082584,0.9776985010975814,2.163894152492791
4731,5197.518026079599,0.6666666666666666,0.5632409142645906,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.015697573082065,0.2674877340981007,2.8741049194922716,0.2674877340981007
4732,5198.069593317142,0.23333333333333334,0.09482517162034917,0,2,0,2,True,False,True,True,False,True,False,True,4,False,1.5852576366072029,1.5563350169831696,1.5852576366072029,1.5563350169831696
4733,5199.481684957105,0.4666666666666667,0.3089639185479555,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.04550091624427921,6.237684390935886,0.04550091624427921,3.096091737346093
4734,5199.973797446868,0.16666666666666666,0.1281989046303993,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.6986259780524477,1.442966675537925,1.6986259780524477,1.442966675537925
4735,5201.308110862312,0.5833333333333334,0.3003246415344469,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.181025121796708,0.10216018538345815,3.0394324682069147,0.10216018538345815
4736,5201.781350781908,0.25,0.1207867764277002,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.4876500114640052,1.6539426421263679,1.4876500114640052,1.6539426421263679
4737,5202.8301131122,0.35,0.10485722871168027,1,3,1,3,False,False,False,False,False,False,False,True,10,False,5.0109566493499855,1.2722286578301807,1.8693639957601924,1.2722286578301807
4738,5203.942117048755,0.26666666666666666,0.08319202273536373,5,4,5,4,False,False,False,True,False,True,True,False,41,True,2.46365298351202,0.6779396700783532,2.46365298351202,0.6779396700783532
4739,5205.326559355681,0.2833333333333333,0.11717802888922738,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.8317976387436161,5.45138766843655,0.8317976387436161,2.309795014846757
4740,5206.108158159636,0.2833333333333333,0.4717109027944722,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.457827261091758,5.966950699678201,0.31623460750196486,2.8253580460884082
4741,5206.943500624123,0.5333333333333333,0.5593070662606544,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.264490655133365,0.01869465204680193,3.1228980015435717,0.01869465204680193
4742,5207.662315336951,0.4166666666666667,0.060279276953255474,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.3965013106153066,0.7450913429750672,2.3965013106153066,0.7450913429750672
4743,5208.840833397384,0.65,0.1755809222133384,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.0732088224019023,6.209976484778265,0.0732088224019023,3.0683838311884717
4744,5209.516391531597,0.43333333333333335,0.07198009879974318,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.3431856214216893,0.7984070321686847,2.3431856214216893,0.7984070321686847
4745,5210.701892118354,0.8666666666666667,0.05191255171614999,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.04356622081050432,6.239619086369663,0.04356622081050432,3.0980264327798697
4746,5211.855488932053,0.65,0.04903528065038939,5,-5,5,5,False,False,False,False,False,False,True,True,50,False,3.920057272152377,5.504720688617583,0.7784646185625839,2.36312803502779
4747,5212.52409759309,0.11666666666666667,0.116064521662688,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.166875987256759,0.11630931992340833,3.025283333666966,0.11630931992340833
4748,5213.539117151432,0.3833333333333333,0.35074661502796595,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.294684093818553,6.130093866951408,0.15309144022875998,2.988501213361615
4749,5214.218979104178,0.36666666666666664,0.15350966714323408,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.579428963597941,0.7037563435822267,2.437836310008148,0.7037563435822267
4750,5215.265622013442,0.3833333333333333,0.050999042156785086,3,1,3,1,False,False,False,False,False,False,True,False,10,False,2.8136796733059413,0.3279129802844335,2.8136796733059413,0.3279129802844335
4751,5216.5371357082195,0.55,0.03348932991217323,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.8037913138101302,5.479393993370038,0.8037913138101302,2.3378013397802446
4752,5217.243486177398,0.43333333333333335,0.1916807041835324,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.177757439312323,6.247020521457638,0.03616478572253001,3.105427867867845
4753,5218.17110997616,0.5,0.2523176780893029,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.012286175048132009,6.270899132132036,0.012286175048132009,3.129306478542243
4754,5218.929597496151,0.65,0.817042133450067,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.561599843851866,0.5799928097385093,2.561599843851866,0.5799928097385093
4755,5219.794414509601,0.6333333333333333,0.0862992664373452,2,2,2,2,False,False,True,True,True,True,True,True,8,False,5.468359391132537,0.814825916047631,2.3267667375427443,0.814825916047631
4756,5221.102390722666,0.7333333333333333,0.12031708071961386,4,-2,4,2,False,False,True,True,True,True,False,True,20,False,3.5815839564957415,5.8431940042742205,0.43999130290594834,2.7016013506844274
4757,5222.045152504332,0.43333333333333335,0.02933561694889938,6,-3,6,3,False,False,True,False,True,False,False,True,45,False,0.46734014825757697,5.815845158922592,0.46734014825757697,2.674252505332799
4758,5223.242551600544,0.6666666666666666,0.3230734910665407,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.492326544231915,4.932451416538047,1.3507338906421218,1.790858762948254
