loop,t_near,u_near,distance,a,b,abs_a,abs_b,a_zero,b_zero,a_even,b_even,a_even_nonzero,b_even_nonzero,a_prime,b_prime,norm,norm_prime,theta_mod_2pi,arg_zeta_mod_2pi,theta_mod_pi,arg_zeta_mod_pi
2455,2986.6167564024427,0.85,0.0696487419761794,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.6124305212083456,4.670754785971541,1.6124305212083456,1.5291621323817477
2456,2987.3658065226086,0.5333333333333333,0.10339671825867772,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.9210572324095594,5.50372072836012,0.7794645788197663,2.362128074770327
2457,2988.154656967699,0.3833333333333333,0.5436412991086294,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.06926764480996894,6.213917662369918,0.06926764480996894,3.0723250087801253
2458,2988.7448569496228,0.5,0.9440977434057508,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.8884507824634227,1.2531418711266713,1.8884507824634227,1.2531418711266713
2459,2989.665191934479,0.5166666666666666,0.0529024473224012,0,4,0,4,True,False,True,True,False,True,False,False,16,False,4.725330765968664,1.5578545412112232,1.583738112378871,1.5578545412112232
2460,2990.684330194592,0.15,0.05340005415157005,0,4,0,4,True,False,True,True,False,True,False,False,16,False,1.583746174105677,1.5578464794844171,1.583746174105677,1.5578464794844171
2461,2992.4692731941273,0.43333333333333335,0.09994608690018235,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.8032534725631848,5.4799318346167025,0.8032534725631848,2.3383391810269094
2462,2993.753254286952,0.8,0.04999206543016579,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.7618901891125205,4.66288777165716,1.6202975355227274,1.5212951180673668
2463,2994.2565605482005,0.31666666666666665,0.09452567663749585,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.03052142857304574,6.252663878606842,0.03052142857304574,3.1110712250170485
2464,2995.247873711306,0.5666666666666667,0.3912545097328172,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.08710654726692,0.05448610632317462,3.08710654726692,0.05448610632317462
2465,2995.7794983111353,0.2,0.04264087049978432,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.726369389490536,1.5568159176893521,1.5847767359007428,1.5568159176893521
2466,2997.0552533656746,0.35,0.03325067948980737,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.377163328757092,0.7644293248330029,2.377163328757092,0.7644293248330029
2467,2997.8002653565513,0.11666666666666667,0.03787387953158399,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.674643491896973,1.6085418152829156,1.5330508383071795,1.6085418152829156
2468,2999.2893121822112,0.6166666666666667,0.35662741113296914,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.9836825397122553,0.15791011387783999,2.9836825397122553,0.15791011387783999
2469,3000.207935522348,0.4666666666666667,0.016130329088571642,4,2,4,2,False,False,True,True,True,True,False,True,20,False,5.816903721440987,0.4662815857389016,2.6753110678511938,0.4662815857389016
2470,3001.205744111638,0.26666666666666666,0.43937306809294463,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.611322346826981,0.5302703067631147,2.611322346826981,0.5302703067631147
2471,3002.149749873766,0.25,0.10936512947386867,3,3,3,3,False,False,False,False,False,False,True,True,18,False,5.523131524452381,0.7600537827275073,2.381538870862588,0.7600537827275073
2472,3003.8840237296554,0.5,0.29424525300446985,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.589743684336376,4.835034276433306,1.4481510307465832,1.6934416228435127
2473,3004.4704403056594,0.48333333333333334,0.8537071481045118,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.11561889713451023,6.167566410045379,0.11561889713451023,3.0259737564555858
2474,3005.458237681075,0.7166666666666667,0.06252251488877916,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.163044874361759,6.261733086407923,0.02145222077196607,3.12014043281813
2475,3005.9758859795948,0.16666666666666666,0.0884116027783064,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.760091947559005,1.5230933596208844,1.6184992939692115,1.5230933596208844
2476,3007.31732898437,0.6833333333333333,0.6627760781430881,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.615730211973421,0.5258624416166752,2.615730211973421,0.5258624416166752
2477,3008.1518348497993,0.48333333333333334,0.06579858320095344,2,4,2,4,False,False,True,True,True,True,True,False,20,False,5.190625335396142,1.0925599717837478,2.0490326818063487,1.0925599717837478
2478,3009.018190869706,0.08333333333333333,0.02095432410437378,0,2,0,2,True,False,True,True,False,True,False,True,4,False,1.580732307094408,1.5608603464956885,1.580732307094408,1.5608603464956885
2479,3011.0541084040638,0.65,0.02738603884781212,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5802157403824921,4.702969566797398,1.5802157403824921,1.5613769132076047
2480,3011.6121734231588,0.36666666666666664,0.3720064672722766,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.3024772422461055,6.122300718523578,0.1608845886563124,2.9807080649337845
2481,3012.538623560369,0.65,0.3030810993270665,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.161737473874574,0.12144783330531611,3.0201448202847807,0.12144783330531611
2482,3014.0971226371016,0.7833333333333333,0.12423239785212044,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.688797189627564,4.735980771142119,1.5472045360377713,1.5943881175523256
2483,3014.662744103148,0.45,0.6211937639040795,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.15147956230672577,6.131705744873164,0.15147956230672577,2.990113091283371
2484,3015.151107504187,0.16666666666666666,0.10542007107850163,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.6589223894231182,1.482670264166979,1.6589223894231182,1.482670264166979
2485,3016.547683543775,0.5666666666666667,0.8013669799918248,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.969984833945695,0.31320047323419553,2.828392180355902,0.31320047323419553
2486,3017.657028191585,0.8833333333333333,0.06725202749647552,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1114435712101027,0.03014908237999471,3.1114435712101027,0.03014908237999471
2487,3018.4267932347893,0.3833333333333333,0.07003313519163464,5,5,5,5,False,False,False,False,False,False,True,True,50,False,5.487895486627522,0.7952898205523684,2.346302833037729,0.7952898205523684
2488,3019.9576187156517,0.48333333333333334,0.015440414603145308,2,-2,2,2,False,False,True,True,True,True,True,True,8,False,3.9310324431745514,5.493745517595133,0.7894397895847582,2.3521528640053395
2489,3021.218296152805,0.7833333333333333,0.05346022471730019,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5403965465601175,4.742788760619773,1.5403965465601175,1.6011961070299803
2490,3021.9853072468577,0.55,0.05352801153792976,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.908798443391646,5.515979517378038,0.7672057898018529,2.374386863788245
2491,3022.774202225279,0.36666666666666664,0.23371056192660117,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.06169034845294874,6.221494958726942,0.06169034845294874,3.079902305137149
2492,3023.6940046532227,0.6,0.6425403531713018,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.9021346902105236,0.23945796337957456,2.9021346902105236,0.23945796337957456
2493,3024.290559838237,0.4166666666666667,0.0550463997178566,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.74443314968773,1.5387521574921617,1.6028404960979366,1.5387521574921617
2494,3026.3105378416994,0.8833333333333333,0.02649828469099625,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.699837424715312,4.724940536054373,1.5582447711255192,1.5833478824645795
2495,3027.0629074621934,0.7,0.0643732344866132,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.7404761271727907,5.542709180007101,0.7404761271727907,2.401116526417308
2496,3027.685216971116,0.35,0.19228057175430685,2,1,2,1,False,False,True,False,True,False,True,False,5,True,2.662657587291527,0.47893506629857185,2.662657587291527,0.47893506629857185
2497,3029.352992408261,0.8666666666666667,0.050414375302274175,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5311905380765438,4.751994769103348,1.5311905380765438,1.6104021155135548
2498,3030.3937925973914,0.8166666666666667,0.03534298095793072,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.746429981252504,4.678347979517181,1.604837327662711,1.5367553259273876
2499,3030.89557282519,0.43333333333333335,0.12017652082305406,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.013407772082679514,6.269777535097212,0.013407772082679514,3.128184881507419
2500,3031.753714864828,0.31666666666666665,0.030562223079714998,2,1,2,1,False,False,True,False,True,False,True,False,5,True,2.6645852160640757,0.4770074375260234,2.6645852160640757,0.4770074375260234
2501,3032.963988826772,0.45,0.6800381837313345,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.12067384960410266,6.16251145757579,0.12067384960410266,3.020918803985997
2502,3033.694249760234,0.4166666666666667,0.09028381843758299,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.3770117874039016,0.7645808661861978,2.3770117874039016,0.7645808661861978
2503,3034.8838839529058,0.7333333333333333,0.331931927264615,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.052895404756967,0.23028990242292563,2.911302751167174,0.23028990242292563
2504,3035.7271339671274,0.6166666666666667,0.0653927451253619,2,2,2,2,False,False,True,True,True,True,True,True,8,False,2.375432870948252,0.7661597826418475,2.375432870948252,0.7661597826418475
2505,3037.025950278558,0.48333333333333334,0.06758844897018536,10,-1,10,1,False,False,True,False,True,False,False,False,101,True,0.10594264537454023,6.177242661805352,0.10594264537454023,3.0356500082155593
2506,3038.507078364754,0.5,0.09673249839351296,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.683369546971022,4.7414084137986645,1.541776893381229,1.5998157602088714
2507,3039.1963509430343,0.3333333333333333,0.7619735806297026,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.5305044967520942,5.752680810427799,0.5305044967520942,2.611088156838006
2508,3040.0436276073124,0.5333333333333333,0.079776481624477,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.149271747404221,6.275506213365466,0.007679093814427773,3.1339135597756727
2509,3041.0046498937477,0.6666666666666666,0.27722237189579935,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.119747484700731,0.16343782247916197,2.9781548311109383,0.16343782247916197
2510,3042.071275528668,0.5833333333333334,0.058166041794513346,3,0,3,0,False,True,False,True,False,False,True,False,9,False,3.1336308096916667,0.00796184389843364,3.1336308096916667,0.00796184389843364
2511,3043.3143872421433,0.65,0.20729045261975093,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,0.6932898722751233,5.58989543490477,0.6932898722751233,2.448302781314977
2512,3043.920493657274,0.65,0.761260166240685,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.567045114124845,0.5745475394652556,2.567045114124845,0.5745475394652556
2513,3044.786573608432,0.36666666666666664,0.060056749818046824,3,5,3,5,False,False,False,False,False,False,True,True,34,False,5.244603505146948,1.0385818020329458,2.103010851557155,1.0385818020329458
2514,3046.218536184268,0.4166666666666667,0.571706944825117,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.388720087398326,6.036057873371361,0.24712743380853297,2.8944652197815675
2515,3046.642652548968,0.15,0.015456917799371793,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.700055827165272,1.583129480014622,1.558463173575479,1.583129480014622
2516,3048.2752688752603,0.4666666666666667,0.023644098367460228,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.465072288785713,5.959705671983975,0.3234796351959197,2.8181130183941816
2517,3049.727107410657,0.7333333333333333,0.16476325772202624,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.6714742552594686,4.611711051920426,1.6714742552594686,1.4701183983306327
2518,3050.2801953499593,0.3333333333333333,0.45516788267382136,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.381904513459645,6.0428734473100425,0.24031185986985193,2.9012807937202494
2519,3051.12590481725,0.6,0.7091465765139808,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.9973668719431,0.28581843523679423,2.8557742183533072,0.28581843523679423
2520,3052.249953056125,0.8,0.10141487767051233,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1906228166378625,6.234155144131825,0.0490301630480694,3.092562490542032
2521,3053.232054359272,0.8666666666666667,0.07704002450913056,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.2282219206815554,0.0549633864983394,3.0866292670917623,0.0549633864983394
2522,3054.7681003076996,0.8666666666666667,0.06533476344277996,0,-3,0,3,True,False,True,False,False,False,False,True,9,False,4.696280509574962,4.728497451194727,1.5546878559851685,1.5869047976049337
2523,3055.2797000180412,0.23333333333333334,0.014956808159559508,3,0,3,0,False,True,False,True,False,False,True,False,9,False,6.278828679888164,0.004356627291730799,3.137236026298371,0.004356627291730799
2524,3056.417002935563,0.3333333333333333,0.5534058415933605,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.513853241154898,5.9109247196147905,0.37226058756510483,2.7693320660249974
2525,3057.3061788763534,0.43333333333333335,0.04676573140228549,2,0,2,0,False,True,True,True,True,False,True,False,4,False,6.2646377057983,0.01854760138159507,3.123045052208507,0.01854760138159507
2526,3058.339237445396,0.36666666666666664,0.0664482317201719,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1775193573602536,6.247258603409435,0.03592670377046048,3.1056659498196417
2527,3059.2411752403355,0.6333333333333333,0.6058949177178444,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.9680687539666195,0.31511655321327603,2.8264761003768264,0.31511655321327603
2528,3060.169024094235,0.45,0.044523507371054566,3,2,3,2,False,False,False,True,False,True,True,True,13,True,2.5557390746131645,0.585853578976938,2.5557390746131645,0.585853578976938
2529,3061.3726659821127,0.4,0.06572821116582243,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.280135065754301,0.003050241425594685,3.138542412164508,0.003050241425594685
2530,3062.4008006261356,0.6333333333333333,0.1244793512073549,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.178465895984459,6.24631206478523,0.03687324239466605,3.104719411195437
2531,3062.9393294361844,0.3,0.1876474030124133,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.844987811482838,1.438197495697058,1.7033951578930449,1.438197495697058
2532,3065.0397061303593,0.8666666666666667,0.08961957390622187,-1,-3,1,3,False,False,False,False,False,False,False,True,10,False,5.062044116990457,4.362733843779233,1.9204514634006635,1.2211411901894396
2533,3065.941236784332,0.6333333333333333,0.008777259212528973,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,1.5691348525086397,4.7140504546712565,1.5691348525086397,1.5724578010814634
2534,3066.520535759579,0.26666666666666666,0.326285445382171,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.3621599801716258,6.062617980598064,0.22056732658183265,2.9210253270082704
2535,3067.463896268579,0.4166666666666667,0.05661044774735935,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.2821322317348205,0.001053075445076064,3.1405395781450274,0.001053075445076064
2536,3068.4827069168377,0.48333333333333334,0.09160147555827199,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1526219946977605,6.27215596607193,0.011029341107967383,3.1305633124821366
2537,3069.4634496886924,0.6,0.25376610039675185,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.188619718732802,0.09456558844709455,3.047027065143009,0.09456558844709455
2538,3070.0487940707912,0.35,0.23066364304630813,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.7175073536994034,1.4240852998907003,1.7175073536994034,1.4240852998907003
2539,3071.320408301255,0.5333333333333333,0.10171238791159475,4,3,4,3,False,False,True,False,True,False,False,True,25,False,5.654284329276635,0.6289009779032622,2.512691675686842,0.6289009779032622
2540,3072.4549562313705,0.3833333333333333,0.07188149623495893,4,1,4,1,False,False,True,False,True,False,False,False,17,True,2.883756108602036,0.2578365449880683,2.883756108602036,0.2578365449880683
2541,3073.742868615459,0.4166666666666667,0.08747630797800487,3,-2,3,2,False,False,False,True,False,True,True,True,13,True,0.5883111659802438,5.694874141199653,0.5883111659802438,2.55328148760986
2542,3074.70215055029,0.35,0.6457744314133402,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.5586942131064774,5.866083747663213,0.41710155951668426,2.7244910940734197
2543,3075.566921062739,0.6666666666666666,0.10587983416461505,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.236554194375216,0.046631112804681234,3.094961540785423,0.046631112804681234
2544,3077.108679593185,0.8,0.06936712912574348,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.72790062741975,4.696877333349941,1.5863079738299568,1.555284679760148
2545,3077.642179467233,0.25,0.1771139829122732,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.09695250840758263,6.186232798772315,0.09695250840758263,3.0446401451825222
2546,3078.612172174394,0.5333333333333333,0.5365831754458397,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.101116706554592,0.04047594703551287,3.101116706554592,0.04047594703551287
2547,3079.6278853331423,0.75,0.039258440978250285,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.24704548819426,0.036139818985637936,3.105452834604467,0.036139818985637936
2548,3080.7086155152588,0.85,0.21422938683004433,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.311347579557072,6.113430381212619,0.16975492596727904,2.971837727622826
2549,3081.923587550815,0.8166666666666667,0.01914067625354419,2,-2,2,2,False,False,True,True,True,True,True,True,8,False,0.791680919691899,5.491504387487999,0.791680919691899,2.349911733898206
2550,3083.1816260972855,0.85,0.05515833021352233,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.688855514195566,4.735922446574126,1.5472628606057732,1.5943297929843325
2551,3083.681403370902,0.21666666666666667,0.16171248828490303,3,0,3,0,False,True,False,True,False,False,True,False,9,False,6.237145844637453,0.046039462542445266,3.09555319104766,0.046039462542445266
2552,3085.116843510441,0.5166666666666666,0.7028238079305839,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.401122799865668,5.023655160904024,1.2595301462758748,1.882062507314231
2553,3085.7007887385757,0.55,0.6854785386503349,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.210349314042439,0.0728359931374597,3.068756660452646,0.0728359931374597
2554,3086.7379217235066,0.7333333333333333,0.03707192892860265,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1406298300326796,0.0009628235574261758,3.1406298300326796,0.0009628235574261758
2555,3087.231723550731,0.2,0.05774445946770253,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.670692824369411,1.6124924828104883,1.5291001707796177,1.6124924828104883
2556,3089.032489693409,0.8333333333333334,0.059156687237186326,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.9675817259274666,5.457196234842225,0.8259890723376735,2.3156035812524323
2557,3089.9289064550767,0.6666666666666666,0.028826936366909157,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,0.4623387261331544,5.8208465810467445,0.4623387261331544,2.6792539274569513
2558,3090.7910131893727,0.5833333333333334,0.02371032552671017,2,0,2,0,False,True,True,True,True,False,True,False,4,False,3.134078956149594,0.007513697440512394,3.134078956149594,0.007513697440512394
2559,3091.2566620637094,0.06666666666666667,0.1495911688747903,0,1,0,1,True,False,True,False,False,False,False,False,1,False,4.577213426589466,1.7059718805904331,1.4356207729996733,1.7059718805904331
2560,3092.8867853495676,0.4,0.41393047079898615,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.34636663839526,6.078411322374433,0.20477398480546682,2.93681866878464
2561,3093.734654200694,0.3333333333333333,0.06411262600371213,3,1,3,1,False,False,False,False,False,False,True,False,10,False,5.974387079360234,0.30879822781966565,2.832794425770441,0.30879822781966565
2562,3094.9626449288053,0.43333333333333335,0.8513653214038747,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.497638790609926,5.927139170159767,0.3560461370201331,2.7855465165699735
2563,3095.869853809801,0.5333333333333333,0.05551475335258742,2,0,2,0,False,True,True,True,True,False,True,False,4,False,0.026710562458653442,6.256474744721246,0.026710562458653442,3.114882091131453
2564,3096.873915971196,0.43333333333333335,0.15865700741706487,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.1393581198287634,0.0022345337613435437,3.1393581198287634,0.0022345337613435437
2565,3097.79484679524,0.65,0.49347210597098423,1,0,1,0,False,True,False,True,False,False,False,False,1,False,5.994437101681548,0.2887482054983521,2.852844448091755,0.2887482054983521
2566,3098.3982117353526,0.5,0.012783555425881875,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.5818840615770142,1.559708592013093,1.5818840615770142,1.559708592013093
2567,3099.5318319780913,0.3333333333333333,0.04807414027954376,4,10,4,10,False,False,True,True,True,True,False,False,116,False,5.096643240041388,1.1865420671385127,1.9550505864515948,1.1865420671385127
2568,3101.387635747491,0.5333333333333333,0.3029086463120016,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.5677752140410846,4.857002746728609,1.4261825604512914,1.715410093138816
2569,3101.9688447255744,0.4,0.1789525252931053,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.08686708650648711,6.1963182206734135,0.08686708650648711,3.0547255670836204
2570,3103.2052946799845,0.6666666666666666,0.0558224658430101,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.9211691841764207,5.503608776593273,0.7795765305866276,2.36201612300348
2571,3103.963349456695,0.48333333333333334,0.0988355263776938,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.272062258070861,0.011123049109040259,3.1304696044810676,0.011123049109040259
2572,3104.739796298193,0.36666666666666664,0.07367445871069907,1,1,1,1,False,False,False,False,False,False,False,False,2,True,2.396903788597804,0.744688864992304,2.396903788597804,0.744688864992304
2573,3105.726376117515,0.3333333333333333,0.11091908633357814,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.456764812078866,0.826420495101035,2.315172158489073,0.826420495101035
2574,3107.2485378406864,0.7833333333333333,0.0852653413908938,1,-1,1,1,False,False,False,False,False,False,False,False,2,True,3.894846336986447,5.529931623783248,0.7532536833966539,2.3883389701934545
2575,3107.7710175771817,0.35,0.0827443325810017,1,1,1,1,False,False,False,False,False,False,False,False,2,True,5.515500080976707,0.767685226203194,2.3739074273869143,0.767685226203194
2576,3109.123259081948,0.6666666666666666,0.1160468757882072,3,-1,3,1,False,False,False,False,False,False,True,False,10,False,3.4269689286221237,5.997809032147571,0.28537627503233054,2.856216378557778
2577,3110.0451485182953,0.5,0.06150727805112663,3,0,3,0,False,True,False,True,False,False,True,False,9,False,0.003653923564172601,6.279531383615729,0.003653923564172601,3.137938730025936
2578,3111.0571606350286,0.36666666666666664,0.02478694624356966,4,0,4,0,False,True,True,True,True,False,False,False,16,False,3.143258649821121,6.281519310948574,0.0016659962313276822,3.1399266573587807
2579,3112.580087019401,0.7166666666666667,0.015290457956526326,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,1.5850175705459506,4.698167736633952,1.5850175705459506,1.5565750830441587
2580,3113.115093956601,0.3,0.224348351782321,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.244987911637999,6.179790049131697,0.10339525804820582,3.0381973955419035
2581,3114.0903889423334,0.4666666666666667,0.5383182414006094,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.271161817140218,0.012023490039684271,3.129569163550425,0.012023490039684271
2582,3114.711579749448,0.45,0.6940139770875886,0,1,0,1,True,False,True,False,False,False,False,False,1,False,1.9155051962491285,1.2260874573409808,1.9155051962491285,1.2260874573409808
2583,3116.376896724938,0.8,0.13621603234745258,2,-2,2,2,False,False,True,True,True,True,True,True,8,False,0.8000333142435849,5.4831519929363175,0.8000333142435849,2.3415593393465244
2584,3117.0957811469566,0.6833333333333333,0.17031570717440292,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.030970566520402,0.11062208706970736,3.030970566520402,0.11062208706970736
2585,3118.3651743788146,0.65,0.10391813476701049,5,-4,5,4,False,False,False,True,False,True,True,False,41,True,0.6873366993956722,5.59584860778423,0.6873366993956722,2.454255954194437
2586,3119.506421529512,0.55,0.056462153342853046,1,-2,1,2,False,False,False,True,False,True,False,True,5,True,4.229408394230376,5.19536956653932,1.0878157406405826,2.0537769129495267
2587,3120.1804490347267,0.21666666666666667,0.03861575601481533,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.03829022430767992,6.244895082872223,0.03829022430767992,3.1033024292824303
2588,3121.167564533768,0.5166666666666666,0.8132649069686905,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.102260807474927,0.03933184611518277,3.102260807474927,0.03933184611518277
2589,3122.0372818727233,0.55,0.04273196733022975,2,1,2,1,False,False,True,False,True,False,True,False,5,True,5.801961128254739,0.4812241789251644,2.6603684746649456,0.4812241789251644
2590,3123.713843292838,0.7166666666666667,0.09438354948337024,0,-2,0,2,True,False,True,True,False,True,False,True,4,False,4.7233526215779165,4.70142533919178,1.5817599679881233,1.5598326856019868
2591,3124.3067491966312,0.4166666666666667,0.8083519262584984,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.28084242823833705,6.002342878941566,0.28084242823833705,2.860750225351773
2592,3125.148139645606,0.7333333333333333,0.35412369161768464,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.893033845783883,0.24855880780622752,2.893033845783883,0.24855880780622752
2593,3126.091549424337,0.6666666666666666,0.05246007606811588,2,1,2,1,False,False,True,False,True,False,True,False,5,True,5.822090459335321,0.46109484784458254,2.680497805745528,0.46109484784458254
2594,3127.340853030975,0.7166666666666667,0.13540207761997217,4,-1,4,1,False,False,True,False,True,False,False,False,17,True,3.417906348043857,6.00687161272584,0.27631369445406406,2.865278959136047
2595,3129.261519242906,0.8833333333333333,0.05228074168173841,-1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.098743317469008,3.1844419897108955,3.098743317469008,0.04284933612110242
2596,3129.648772868097,0.55,0.810028607019258,0,-1,0,1,True,False,True,False,False,False,False,False,1,False,4.3013085503338075,5.12346941043589,1.1597158967440144,1.9818767568460967
2597,3130.264798707177,0.43333333333333335,0.24087255702335908,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.214345192920838,0.06884011425906594,3.072752539331045,0.06884011425906594
2598,3131.28742897789,0.4166666666666667,0.15420773764593015,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.107019560794541,0.03457309279557037,3.107019560794541,0.03457309279557037
2599,3132.3076234413106,0.5333333333333333,0.18212090787887517,1,0,1,0,False,True,False,True,False,False,False,False,1,False,6.275481034036673,0.0077042731432312725,3.13388838044688,0.0077042731432312725
2600,3133.2120544412924,0.7333333333333333,0.46651292224480867,1,0,1,0,False,True,False,True,False,False,False,False,1,False,2.8013646045763423,0.34022804901376913,2.8013646045763423,0.34022804901376913
2601,3134.2232469268524,0.6666666666666666,0.1551780325413306,3,1,3,1,False,False,False,False,False,False,True,False,10,False,5.942178140341461,0.34100716683844334,2.800585486751668,0.34100716683844334
2602,3134.93447016188,0.21666666666666667,0.08585482719152968,1,3,1,3,False,False,False,False,False,False,False,True,10,False,1.8681848570427348,1.2734077965473767,1.8681848570427348,1.2734077965473767
2603,3136.711368337457,0.6,0.12231446945958456,1,-2,1,2,False,False,False,True,False,True,False,True,5,True,1.1047292368768993,5.178456070303006,1.1047292368768993,2.0368634167132127
2604,3137.387031601664,0.48333333333333334,0.5503871738307599,1,0,1,0,False,True,False,True,False,False,False,False,1,False,3.2037314969677553,6.221046463801943,0.06213884337796216,3.07945381021215
2605,3138.1160628871203,0.35,0.10707821252863761,2,2,2,2,False,False,True,True,True,True,True,True,8,False,5.468607407757425,0.8145778994224805,2.3270147541676316,0.8145778994224805
2606,3139.5395551130764,0.45,0.02139438356025181,2,-1,2,1,False,False,True,False,True,False,True,False,5,True,3.608018581759083,5.816759379010615,0.46642592816928996,2.675166725420822
2607,3140.4116796124204,0.31666666666666665,0.06143872535961051,1,0,1,0,False,True,False,True,False,False,False,False,1,False,0.03456475241701895,6.248620554762886,0.03456475241701895,3.107027901173093
